simulations, -2LL
1000,596.742
2000,596.334
3000,595.972
4000,596.066
5000,596.244
6000,596.27
7000,596.365
8000,596.415
9000,596.149
10000,596.238
11000,596.282
12000,596.219
13000,596.238
14000,596.223
15000,596.26
16000,596.267
17000,596.333
18000,596.314
19000,596.358
20000,596.335
21000,596.265
22000,596.29
23000,596.259
24000,596.246
25000,596.276
26000,596.271
27000,596.29
28000,595.044
29000,595.035
30000,595.072
