simulations,OFV
500,1071.88
1000,1074.68
1500,1073.35
2000,1071.22
2500,1071.41
3000,1070.88
3500,1070.39
4000,1070.4
4500,1070.49
5000,1070.61
5500,1070.53
6000,1070.86
6500,1070.18
7000,1070.34
7500,1070.04
8000,1070.17
8500,1070.37
9000,1070.11
9500,1069.93
10000,1069.71
10500,1069.54
11000,1069.49
11500,1069.32
12000,1069.01
12500,1069.19
13000,1069
13500,1068.79
14000,1068.76
14500,1068.76
15000,1068.81
15500,1068.7
16000,1068.82
16500,1068.72
17000,1068.81
17500,1068.93
18000,1068.7
18500,1068.84
19000,1068.76
19500,1068.7
20000,1068.53
20500,1068.49
21000,1068.4
21500,1068.47
22000,1068.55
22500,1068.54
23000,1068.34
23500,1068.16
24000,1068.12
24500,1068.12
25000,1068.17
25500,1068.12
26000,1068.05
26500,1068.08
27000,1068.01
27500,1068.03
28000,1068.14
28500,1068.09
29000,1068.2
29500,1068.24
30000,1068.32
