iteration,convergenceIndicator,phase,Cl_pop,Q_pop,V1_pop,V2_pop,a1,a2,b1,b2,f_pop,omega_Cl,omega_Q,omega_V1,omega_V2,omega_f
1,1229.62,1,10.2275,11.1604,43.2233,60.344,1,1,0.3,0.3,0.8,1,1,1,1,1
2,1217.89,1,10.4905,15.318,50.2781,82.564,0.95,0.95,0.285,0.285,0.983647,0.974679,1.034,0.974679,0.986449,0.974679
3,1196.68,1,10.3541,13.7189,50.2975,84.7012,0.9025,0.9025,0.27075,0.27075,0.995045,0.95,1.0313,0.95,0.993917,0.95
4,1179.57,1,10.1697,14.2148,50.3258,77.5744,0.857375,0.857375,0.257212,0.257212,0.967131,0.925945,1.00519,0.925945,1.02895,0.925945
5,1159.22,1,10.2165,12.7816,49.8089,82.6274,0.814506,0.814506,0.244352,0.244352,0.967998,0.9025,0.97974,0.9025,1.00289,0.9025
6,1144.35,1,10.2072,14.8497,45.3366,81.4874,0.773781,0.773781,0.232134,0.232134,0.97356,0.879648,0.978801,0.879648,0.977498,0.879648
7,1124.99,1,10.2163,15.3729,48.452,76.7109,0.735092,0.735092,0.220528,0.220528,0.978206,0.857375,0.954017,0.857375,0.964464,0.857375
8,1100.61,1,10.2947,16.4936,47.0148,69.9434,0.698337,0.698337,0.209501,0.209501,1.00183,0.835666,0.929861,0.835666,0.940044,0.835666
9,1083.29,1,10.2457,16.8624,47.9721,81.4007,0.66342,0.66342,0.199026,0.199026,0.998217,0.814506,0.906316,0.814506,0.916241,0.814506
10,1048.42,1,10.1523,16.2582,48.5116,76.6315,0.630249,0.630249,0.189075,0.189075,1.00288,0.793882,0.883368,0.793882,0.893626,0.793882
11,1038.64,1,10.2797,16.0839,49.8839,73.8745,0.598737,0.598737,0.179621,0.179621,1.01364,0.773781,0.861001,0.773781,0.878306,0.773781
12,1019.41,1,10.1853,15.6665,49.0248,64.2881,0.5688,0.5688,0.17064,0.17064,1.00793,0.754188,0.8392,0.754188,0.924508,0.754188
13,996.122,1,10.3435,15.2756,49.4385,60.9161,0.54036,0.54036,0.162108,0.162108,0.997681,0.735092,0.817951,0.735092,0.901099,0.735092
14,979.848,1,10.2811,16.3239,47.6466,63.685,0.513342,0.513342,0.154003,0.154003,1.0098,0.716479,0.79724,0.716479,0.878283,0.716479
15,970.433,1,10.365,16.3637,49.6324,66.2711,0.487675,0.487675,0.146302,0.146302,1.00944,0.698337,0.777053,0.698337,0.856044,0.698337
16,951.187,1,10.2627,16.1341,50.7535,65.9562,0.463291,0.463291,0.138987,0.138987,1.01667,0.680655,0.757378,0.680655,0.834369,0.680655
17,927.939,1,10.2994,15.8713,49.3758,60.6367,0.440127,0.440127,0.132038,0.132038,1.00459,0.66342,0.7382,0.66342,0.813242,0.66342
18,916.962,1,10.4405,15.7745,48.3912,60.0356,0.41812,0.41812,0.125436,0.125436,1.01109,0.646622,0.719509,0.646622,0.822934,0.646622
19,908.318,1,10.5062,17.3656,46.0895,58.7322,0.397214,0.397214,0.119164,0.119164,1.02308,0.630249,0.70129,0.630249,0.802097,0.630249
20,893.683,1,10.4941,17.9501,45.7242,56.4832,0.377354,0.377354,0.113206,0.113206,1.01858,0.614291,0.686129,0.614291,0.781787,0.614291
21,871.144,1,10.4804,17.4737,45.4287,62.346,0.358486,0.358486,0.107546,0.107546,1.00084,0.598737,0.668755,0.598737,0.761992,0.598737
22,856.318,1,10.4349,18.5562,44.9802,62.5129,0.340562,0.340562,0.102168,0.102168,1.01388,0.583577,0.670223,0.583577,0.742698,0.583577
23,864.624,1,10.4637,19.0708,44.9386,60.0219,0.323534,0.255003,0.0970601,0.11045,1.01783,0.5688,0.653252,0.5688,0.7332,0.5688
24,851.376,1,10.4847,18.867,45.4937,61.2023,0.307357,0.162554,0.0922071,0.116027,1.01488,0.554398,0.636712,0.554398,0.714635,0.554398
25,828.289,1,10.462,18.2375,46.6653,54.8055,0.291989,0.154426,0.0875967,0.110226,1.01307,0.54036,0.62059,0.54036,0.69654,0.54036
26,824.757,1,10.3731,17.3238,46.4289,56.3591,0.27739,0.0910842,0.0832169,0.117095,1.01249,0.526678,0.604876,0.526678,0.68138,0.526678
27,801.205,1,10.4731,16.7879,45.8292,54.2982,0.26352,0.132018,0.079056,0.111305,1.0082,0.513342,0.58956,0.513342,0.664127,0.513342
28,800.648,1,10.4419,17.3732,46.183,56.4096,0.0558342,0.130307,0.0882759,0.109421,1.01657,0.500344,0.574632,0.500344,0.647311,0.500344
29,792.303,1,10.4316,17.4969,44.5104,54.7772,0.0257293,0.164431,0.0858735,0.108247,1.00897,0.487675,0.560082,0.487675,0.630921,0.487675
30,785.976,1,10.4483,17.6682,44.4482,57.0666,0.0568692,0.025941,0.0806671,0.121603,1.01722,0.475327,0.545901,0.475327,0.614945,0.475327
31,783.225,1,10.4399,16.783,45.9464,59.1904,0.0540258,0.0198945,0.0766338,0.130425,1.01736,0.463291,0.567179,0.463291,0.622943,0.463291
32,789.181,1,10.4057,16.4859,43.9539,59.4913,0.046777,0.0261028,0.0750948,0.132549,1.01919,0.45156,0.573088,0.45156,0.660846,0.45156
33,777.972,1,10.4076,16.1442,44.4447,63.4189,2.22045e-16,0.0943229,0.0771052,0.125872,1.01668,0.440127,0.558577,0.440127,0.684651,0.440127
34,782.268,1,10.4411,16.2202,46.0963,62.9092,0.0346259,0.164429,0.0772784,0.120511,1.01909,0.428982,0.544434,0.428982,0.670181,0.428982
35,779.704,1,10.4069,15.9606,46.5576,61.7073,2.22045e-16,0.0251512,0.0784275,0.130301,1.02776,0.41812,0.530649,0.41812,0.678809,0.41812
36,780.968,1,10.4466,15.3798,46.3289,64.0295,2.22045e-16,0.0905098,0.078757,0.129423,1.02286,0.407533,0.517212,0.407533,0.661622,0.407533
37,786.287,1,10.4324,14.9611,46.5188,63.9483,2.22045e-16,0.129089,0.0776011,0.133462,1.01836,0.397214,0.532879,0.397214,0.644869,0.397214
38,773.779,1,10.5622,14.8121,46.2448,58.661,2.10942e-16,0.075786,0.073721,0.140821,1.03446,0.387157,0.519386,0.387157,0.62854,0.387157
39,766.09,1,10.4554,14.8133,45.0983,59.1971,2.00395e-16,2.22045e-16,0.070035,0.150601,1.02276,0.377354,0.506235,0.377354,0.612625,0.377354
40,759.26,1,10.433,14.7984,45.5679,55.5489,2.22045e-16,0.00271446,0.0685568,0.145115,1.01462,0.367799,0.526277,0.367799,0.597113,0.367799
41,760.869,1,10.4697,14.6442,46.1876,53.4112,2.22045e-16,2.22045e-16,0.0682103,0.142775,1.03889,0.358486,0.573595,0.358486,0.591567,0.358486
42,755.778,1,10.5316,14.7014,45.375,54.5894,2.22045e-16,2.22045e-16,0.0664583,0.148381,1.02659,0.349409,0.559071,0.349409,0.576588,0.349409
43,754.14,1,10.4741,15.2214,46.2582,52.527,2.22045e-16,2.10942e-16,0.0690552,0.140962,1.024,0.340562,0.544915,0.340562,0.569564,0.340562
44,762.201,1,10.4393,15.1931,45.991,52.8865,2.22045e-16,0.0452027,0.0710566,0.139035,1.03441,0.331938,0.531118,0.331938,0.593518,0.331938
45,744.995,1,10.4715,14.9246,45.5193,56.1725,2.22045e-16,0.078467,0.0676551,0.135513,1.02028,0.323534,0.51767,0.323534,0.587091,0.323534
46,741.105,1,10.4509,14.1348,46.0456,55.9325,2.22045e-16,0.0176943,0.0660122,0.142943,1.02105,0.315341,0.504562,0.315341,0.578009,0.315341
47,731.222,1,10.5184,13.9893,47.05,56.2199,2.22045e-16,0.0259331,0.0672038,0.136039,1.0253,0.307357,0.491786,0.307357,0.563374,0.307357
48,734.436,1,10.5288,13.7685,46.6681,56.3884,2.22045e-16,0.139691,0.0686985,0.128534,1.02742,0.299574,0.479334,0.299574,0.549109,0.299574
49,738.45,1,10.5157,13.7053,46.7037,53.881,2.22045e-16,0.0853044,0.0677694,0.137584,1.02049,0.291989,0.467197,0.291989,0.535205,0.291989
50,738.069,1,10.5283,13.5916,46.9361,52.8489,2.22045e-16,0.0817063,0.0692694,0.136122,1.01363,0.284596,0.455367,0.284596,0.521654,0.284596
51,740.139,1,10.5344,12.922,47.3456,55.2432,2.22045e-16,0.0895686,0.0694387,0.137193,1.02576,0.27739,0.443837,0.27739,0.508445,0.27739
52,736.827,1,10.4731,12.999,47.4097,54.2548,2.22045e-16,0.0386569,0.0679877,0.140361,1.02268,0.270366,0.462173,0.270366,0.495571,0.270366
53,735.073,1,10.477,13.4755,46.2958,55.172,2.22045e-16,0.0601362,0.064877,0.141083,1.03178,0.26352,0.467426,0.26352,0.491361,0.291433
54,728.868,1,10.5289,13.216,46.6705,56.5996,2.22045e-16,0.129997,0.0648971,0.136849,1.02723,0.256848,0.468981,0.256848,0.47892,0.284054
55,724.019,1,10.5458,13.0413,47.5126,55.2361,2.22045e-16,0.0481896,0.066707,0.135998,1.02085,0.250344,0.494857,0.250344,0.466793,0.276862
56,726.755,1,10.5377,13.1694,47.0605,52.9685,2.22045e-16,2.22045e-16,0.0652057,0.14431,1.02362,0.244005,0.482327,0.244005,0.466143,0.275878
57,728.199,1,10.5551,12.658,47.0851,50.981,2.22045e-16,2.22045e-16,0.0657818,0.14598,1.02534,0.237827,0.470115,0.239215,0.488978,0.272528
58,725.236,1,10.5388,13.2275,46.9358,49.3439,2.22045e-16,2.22045e-16,0.0633806,0.145122,1.02647,0.231805,0.461473,0.241464,0.529281,0.278807
59,727.944,1,10.5101,13.3421,46.0961,53.5634,2.22045e-16,2.22045e-16,0.0634301,0.147066,1.02655,0.225936,0.4686,0.240052,0.515879,0.284018
60,726.249,1,10.4923,13.685,46.2192,53.4525,2.22045e-16,2.22045e-16,0.0665608,0.142845,1.01893,0.220215,0.456735,0.233973,0.502817,0.276827
61,730.086,1,10.5347,13.8467,45.8476,56.2241,2.22045e-16,0.13807,0.068314,0.132456,1.01074,0.223783,0.483529,0.240298,0.490085,0.269817
62,735.888,1,10.5916,14.1764,45.9153,51.9535,2.22045e-16,0.0584531,0.0689755,0.138019,1.01716,0.227755,0.552836,0.244908,0.477676,0.264877
63,734.76,1,10.5055,13.5367,46.2237,51.2296,2.22045e-16,0.130548,0.0699908,0.12955,1.01751,0.240104,0.538837,0.238707,0.465581,0.263379
64,736.989,1,10.5803,14.0757,46.1562,52.2078,2.22045e-16,0.198098,0.0723766,0.125885,1.02353,0.234024,0.534455,0.232663,0.453792,0.261193
