iteration,convergenceIndicator,phase,Cl_pop,Q_pop,V1_pop,V2_pop,b,omega_Cl,omega_Q
2334,376.68,2,10.1829,10.0746,43.4088,53.0076,0.0958602,0.262725,0.983126
2335,383.478,2,10.1791,10.0758,43.398,53.1993,0.0959324,0.263058,0.976461
2336,378.502,2,10.1809,10.0708,43.4433,53.1823,0.0958658,0.262981,0.974475
2337,382.361,2,10.1845,10.0992,43.4575,53.1096,0.0958757,0.263174,0.975579
2338,381.433,2,10.1854,10.1399,43.4383,53.2344,0.0958439,0.263969,0.973036
2339,373.813,2,10.1899,10.1616,43.4304,53.2168,0.0957387,0.263438,0.965229
2340,383.854,2,10.1937,10.2123,43.4256,53.0849,0.095928,0.26287,0.959573
2341,383.751,2,10.1972,10.237,43.4283,53.0285,0.0960388,0.262528,0.958555
2342,390.73,2,10.1993,10.2224,43.427,53.0064,0.096292,0.262358,0.960636
2343,378.198,2,10.1984,10.1946,43.4591,53.1644,0.0962171,0.262321,0.956666
2344,378.271,2,10.1976,10.1608,43.4983,53.3418,0.0961205,0.262647,0.954742
2345,374.809,2,10.1969,10.1052,43.5426,53.548,0.0960404,0.262006,0.948676
2346,379.985,2,10.197,10.1453,43.535,53.4219,0.0959936,0.261785,0.94894
2347,382.697,2,10.1977,10.2044,43.4815,53.3865,0.0960622,0.261177,0.947546
2348,385.372,2,10.2013,10.2271,43.4706,53.3143,0.0962413,0.260602,0.946662
2349,384.921,2,10.2028,10.2413,43.4599,53.201,0.0963227,0.260579,0.947722
2350,384.519,2,10.2052,10.249,43.4939,53.0299,0.0963464,0.260327,0.954479
2351,383.958,2,10.2046,10.2452,43.5077,53.0776,0.0963491,0.260503,0.957854
2352,386.406,2,10.2041,10.2972,43.481,52.9964,0.096366,0.260826,0.963234
2353,387.454,2,10.2078,10.3424,43.4691,52.8045,0.0964422,0.260587,0.970966
2354,381.691,2,10.2088,10.3256,43.4762,52.8032,0.0964,0.260625,0.972493
2355,378.705,2,10.2108,10.2861,43.4997,52.8667,0.0962719,0.261185,0.973038
2356,384.129,2,10.2087,10.2701,43.4846,52.7816,0.0962943,0.261312,0.972722
2357,382.607,2,10.2121,10.2728,43.4665,52.8972,0.0962853,0.261817,0.973305
2358,383.24,2,10.2144,10.3022,43.4461,52.9288,0.0961972,0.262606,0.979417
2359,384.571,2,10.2131,10.3402,43.405,52.919,0.0961911,0.262633,0.981906
2360,379.496,2,10.2131,10.3529,43.3945,52.9095,0.0961292,0.262547,0.979569
2361,379.684,2,10.2121,10.3678,43.382,52.799,0.0960129,0.262741,0.980095
2362,387.403,2,10.214,10.3223,43.449,52.8151,0.0962274,0.263041,0.977233
2363,386.097,2,10.2081,10.2579,43.4677,52.9519,0.0962666,0.263482,0.977647
2364,383.618,2,10.207,10.2056,43.4961,52.9235,0.0963097,0.263208,0.977579
2365,380.718,2,10.2082,10.1903,43.525,52.8169,0.0962944,0.262959,0.976195
2366,382.665,2,10.2084,10.1685,43.5472,52.9068,0.0962834,0.263233,0.976388
2367,391.456,2,10.2044,10.1035,43.6031,53.1466,0.0964962,0.263603,0.976497
2368,386.299,2,10.2023,10.0272,43.6508,53.3442,0.0965303,0.26372,0.980013
2369,384.925,2,10.2043,9.97454,43.6614,53.2507,0.0965713,0.26326,0.983908
2370,378.469,2,10.2063,9.97447,43.6718,53.3261,0.0965191,0.262996,0.979873
2371,384.344,2,10.2049,9.9843,43.6561,53.1503,0.0965313,0.262955,0.979993
2372,388.282,2,10.2025,9.94481,43.6877,53.0532,0.0966865,0.262907,0.978193
2373,391.595,2,10.1985,9.89213,43.7242,53.0481,0.0969467,0.262436,0.97582
2374,386.734,2,10.1933,9.86615,43.708,53.1465,0.0969627,0.261993,0.978668
2375,382.351,2,10.1895,9.8003,43.7367,53.1953,0.0968381,0.26138,0.984963
2376,378.733,2,10.1867,9.73919,43.7771,53.3236,0.0966705,0.261138,0.987054
2377,376.31,2,10.1817,9.71648,43.7676,53.547,0.0964514,0.261172,0.984745
2378,380.413,2,10.1765,9.73445,43.7382,53.6092,0.0962963,0.26097,0.986514
2379,378.708,2,10.1748,9.73901,43.7629,53.7231,0.0961498,0.260909,0.987787
2380,383.232,2,10.1739,9.75646,43.7554,53.6614,0.0961483,0.260882,0.987691
2381,384.112,2,10.1748,9.78539,43.7788,53.8735,0.0961794,0.261227,0.988232
2382,381.316,2,10.176,9.83346,43.7677,53.8956,0.0961023,0.261223,0.9905
2383,377.268,2,10.1792,9.87644,43.7297,53.9118,0.0959461,0.261299,0.990509
2384,375.381,2,10.1853,9.91305,43.7367,53.8646,0.09583,0.261323,0.987834
2385,379.866,2,10.1881,9.96346,43.7258,53.9563,0.0957654,0.262001,0.986678
2386,385.295,2,10.1907,10.0055,43.6924,53.9624,0.0958709,0.262197,0.985043
2387,384.945,2,10.1965,10.0292,43.7119,53.886,0.0959593,0.262338,0.987154
2388,385.149,2,10.1967,10.0371,43.7129,53.9085,0.0960927,0.262368,0.982245
2389,384.268,2,10.1943,10.0169,43.739,53.8904,0.0961621,0.262153,0.980273
2390,384.661,2,10.1964,10.0089,43.7517,53.9519,0.0962718,0.262176,0.977579
2391,378.684,2,10.2007,10.0429,43.7331,53.9769,0.0962541,0.26176,0.974364
2392,373.46,2,10.2047,10.0473,43.7409,53.9808,0.0961111,0.261515,0.970542
2393,375.855,2,10.206,10.0485,43.7386,54.0318,0.0959722,0.261536,0.969526
2394,378.388,2,10.2085,10.0935,43.704,53.8623,0.0958844,0.261219,0.971008
2395,382.936,2,10.2102,10.1117,43.719,53.7918,0.0959569,0.261069,0.970046
2396,379.765,2,10.2132,10.1136,43.7446,53.7722,0.0959057,0.26086,0.973626
2397,385.64,2,10.2146,10.1452,43.7372,53.6727,0.0959817,0.261575,0.973451
2398,382.439,2,10.2136,10.1647,43.7118,53.6222,0.0959898,0.261844,0.97161
2399,383.794,2,10.2155,10.1621,43.6989,53.4437,0.0960106,0.261932,0.974136
2400,384.109,2,10.2191,10.1626,43.7252,53.4369,0.0960839,0.262254,0.974482
2401,380.502,2,10.2183,10.1511,43.7051,53.4056,0.0960638,0.261976,0.973375
2402,378.464,2,10.2138,10.1185,43.6982,53.3752,0.0959419,0.262209,0.972229
2403,379.591,2,10.21,10.0638,43.7287,53.2118,0.0958292,0.262326,0.974715
2404,373.708,2,10.2103,10.0515,43.7281,53.2167,0.0957105,0.262154,0.969591
2405,382.555,2,10.2071,10.024,43.7261,53.2988,0.0957654,0.262519,0.964863
2406,385.323,2,10.2026,10.0126,43.6929,53.359,0.0958055,0.263163,0.963538
2407,381.897,2,10.2002,9.9982,43.7122,53.4206,0.0958244,0.263268,0.961594
2408,389.736,2,10.1993,9.96946,43.72,53.4667,0.0960684,0.263045,0.959357
2409,384.412,2,10.1921,9.91772,43.7274,53.4607,0.0961314,0.263175,0.955551
2410,383.043,2,10.1869,9.85644,43.7564,53.4148,0.0961287,0.263027,0.956658
2411,382.739,2,10.1858,9.83721,43.7329,53.4692,0.096108,0.262988,0.958524
2412,379.922,2,10.1884,9.8049,43.7706,53.5008,0.0961094,0.262888,0.95709
2413,386.304,2,10.1884,9.81488,43.7667,53.4116,0.0961858,0.262917,0.958535
2414,385.865,2,10.1843,9.79507,43.7542,53.4435,0.0961985,0.263028,0.961398
2415,383.041,2,10.1864,9.80215,43.808,53.5912,0.0961989,0.263614,0.96279
2416,381.346,2,10.1891,9.82695,43.804,53.6092,0.0962362,0.263778,0.958688
2417,386.706,2,10.1964,9.87102,43.8113,53.6936,0.0964599,0.263615,0.954028
2418,379.174,2,10.1982,9.88488,43.8213,53.7717,0.0964389,0.263632,0.950356
2419,379.821,2,10.1973,9.87627,43.825,53.7265,0.0963846,0.263482,0.9496
2420,384.664,2,10.1968,9.8662,43.8265,53.8791,0.0963963,0.26342,0.952821
2421,381.779,2,10.1977,9.83505,43.8509,53.8538,0.096396,0.263841,0.951694
2422,381.945,2,10.1967,9.81817,43.851,53.7129,0.0964384,0.263715,0.947738
2423,380.144,2,10.1942,9.81677,43.8193,53.621,0.0963596,0.2637,0.947106
2424,384.67,2,10.1953,9.84113,43.8201,53.5496,0.096367,0.263657,0.950953
2425,390.391,2,10.1979,9.84387,43.8469,53.582,0.0965763,0.263805,0.951192
2426,385.155,2,10.1986,9.85391,43.839,53.6151,0.0966068,0.263907,0.953179
2427,383.276,2,10.2006,9.85467,43.8365,53.7429,0.0965852,0.263849,0.957216
2428,382.529,2,10.2006,9.85428,43.8302,53.7106,0.0964787,0.263966,0.963758
2429,386.201,2,10.2054,9.84115,43.8443,53.7919,0.0965603,0.263764,0.96758
2430,381.21,2,10.2101,9.86244,43.8464,53.7908,0.0964928,0.263643,0.972492
2431,382.311,2,10.214,9.87325,43.8563,53.774,0.0965231,0.263225,0.973361
2432,385.899,2,10.2128,9.8833,43.8768,53.6648,0.0965698,0.263027,0.975529
2433,386.857,2,10.2074,9.87728,43.8655,53.7378,0.0966649,0.26299,0.971617
2434,383.747,2,10.2094,9.87686,43.9033,53.7567,0.0967187,0.263104,0.970439
2435,383.901,2,10.2066,9.8797,43.913,53.9238,0.0967237,0.263326,0.968718
2436,377.296,2,10.2062,9.8403,43.9527,54.1048,0.0966021,0.263303,0.968528
2437,378.996,2,10.2087,9.80663,43.9854,54.106,0.0965458,0.262891,0.970295
2438,381.368,2,10.2108,9.81138,44.0047,54.1422,0.0965192,0.262785,0.972206
2439,378.999,2,10.2098,9.78901,44.0071,54.2136,0.0964532,0.262532,0.971476
2440,373.54,2,10.2098,9.79054,43.9986,54.2032,0.0962935,0.262325,0.968684
2441,379.081,2,10.2128,9.79826,44.0076,54.1826,0.0962677,0.262188,0.96794
2442,380.925,2,10.2141,9.82528,44.0023,54.224,0.0962325,0.262165,0.969291
2443,384.467,2,10.2126,9.8656,43.9757,54.3365,0.096233,0.262248,0.971264
2444,377.745,2,10.2142,9.91222,43.938,54.3506,0.0961276,0.262001,0.972643
2445,375.351,2,10.2122,9.90184,43.9341,54.4371,0.0959663,0.261589,0.973892
2446,378.627,2,10.209,9.86413,43.9694,54.6833,0.0958443,0.261768,0.976387
2447,381.936,2,10.2079,9.83951,43.9824,54.7402,0.0958387,0.261755,0.976851
2448,377.302,2,10.2062,9.82317,43.9903,54.8162,0.0957586,0.261641,0.975126
2449,381.24,2,10.2069,9.81636,44.0041,54.967,0.0957307,0.261347,0.97871
2450,382.979,2,10.2063,9.83106,43.998,54.9307,0.0957634,0.260995,0.979709
2451,387.332,2,10.2053,9.83699,43.9894,55.0733,0.095867,0.261026,0.980741
2452,379.214,2,10.2079,9.83432,44.0058,55.0901,0.0958742,0.261049,0.978157
2453,381.021,2,10.2066,9.82346,44.0086,55.1748,0.0958677,0.261175,0.976439
2454,381.447,2,10.2055,9.81325,44.0076,55.1769,0.0958723,0.261123,0.975365
2455,381.602,2,10.2059,9.81586,44.0187,55.1962,0.0958659,0.261534,0.975
2456,384.792,2,10.2066,9.8292,43.992,55.1517,0.095895,0.261368,0.978593
2457,384.252,2,10.2107,9.868,43.9961,55.0399,0.0959467,0.261324,0.981298
2458,380.24,2,10.214,9.93791,43.9757,54.9233,0.0959352,0.261116,0.981246
2459,381.195,2,10.2146,9.94653,43.9819,54.9932,0.0959504,0.261279,0.979195
2460,377.271,2,10.2147,9.93871,43.986,54.9228,0.0958689,0.261129,0.978893
2461,380.339,2,10.215,9.9578,43.9895,54.8102,0.0958028,0.261309,0.980889
2462,383.958,2,10.2124,9.97532,43.9573,54.6071,0.0958545,0.261078,0.979439
2463,382.391,2,10.2106,9.97468,43.9798,54.7388,0.095906,0.261613,0.974193
2464,382.624,2,10.2105,9.97919,43.9937,54.8377,0.0959834,0.261709,0.970041
2465,380.445,2,10.2086,9.98135,43.9923,54.8698,0.0959531,0.261735,0.96906
2466,387.513,2,10.2064,9.96341,44.0138,54.9424,0.0959966,0.262436,0.972143
2467,384.415,2,10.2043,9.94549,44.0152,54.8921,0.0960024,0.262443,0.974291
2468,387.566,2,10.2034,9.94286,43.9875,54.8996,0.0961364,0.262147,0.972692
2469,385.015,2,10.2031,9.95049,43.9779,54.8253,0.0962203,0.261852,0.971543
2470,382.973,2,10.2018,9.93197,43.9901,54.938,0.0962625,0.261659,0.970377
2471,383.77,2,10.1997,9.90642,43.9981,54.9169,0.0962356,0.261381,0.974761
2472,388.167,2,10.1973,9.87969,44.0034,54.9248,0.0962562,0.261523,0.979869
2473,378.62,2,10.1946,9.86287,43.9963,54.9109,0.0961385,0.2617,0.979754
2474,385.189,2,10.1898,9.86096,43.9614,54.8193,0.0961067,0.262008,0.981233
2475,382.093,2,10.1863,9.87062,43.9209,54.7664,0.0960692,0.261914,0.980414
2476,385.09,2,10.1896,9.88415,43.943,54.7373,0.0961761,0.261922,0.978699
2477,380.846,2,10.1906,9.88173,43.9457,54.7149,0.0961707,0.261933,0.977236
2478,379.694,2,10.1931,9.88209,43.9423,54.595,0.0961652,0.261867,0.974887
2479,383.087,2,10.1945,9.89092,43.9155,54.4914,0.0961347,0.262066,0.977214
2480,385.672,2,10.1985,9.92507,43.8892,54.3674,0.0961699,0.262088,0.98014
2481,385.476,2,10.2034,9.964,43.8952,54.3492,0.09631,0.261888,0.977189
2482,382.762,2,10.2045,9.99016,43.8583,54.3404,0.0963347,0.26141,0.976442
2483,379.034,2,10.2056,10.0193,43.8545,54.3171,0.0963061,0.261165,0.974179
2484,381.069,2,10.2057,10.0258,43.8613,54.3997,0.0963256,0.261137,0.970591
2485,375.524,2,10.2056,10.0274,43.846,54.4401,0.096215,0.260802,0.969695
2486,381.096,2,10.2079,10.0315,43.8522,54.5499,0.0962474,0.260588,0.968221
2487,384.429,2,10.208,10.005,43.8465,54.5187,0.0962708,0.260376,0.970546
2488,384.643,2,10.2076,10.0232,43.8217,54.4599,0.0962817,0.260571,0.971661
2489,381.332,2,10.2088,10.0638,43.8058,54.4846,0.0962476,0.26072,0.972489
2490,392.552,2,10.2106,10.1012,43.7916,54.4282,0.0964221,0.260448,0.975169
2491,384.36,2,10.2098,10.109,43.7878,54.4533,0.09643,0.260679,0.975324
2492,382.702,2,10.2091,10.1232,43.75,54.3138,0.0964181,0.260359,0.975723
2493,379.502,2,10.2091,10.1193,43.7472,54.3247,0.096419,0.259971,0.973046
2494,387.487,2,10.2065,10.0951,43.749,54.3784,0.0965206,0.259838,0.971929
2495,385.007,2,10.2069,10.0709,43.7638,54.3205,0.0965987,0.259693,0.9706
2496,381.047,2,10.2085,10.1002,43.7625,54.1715,0.0966007,0.259629,0.968516
2497,374.636,2,10.2111,10.1225,43.7503,54.0979,0.0964936,0.259363,0.966969
2498,381.534,2,10.211,10.1111,43.7624,54.1311,0.0964729,0.259355,0.96778
2499,379.248,2,10.2099,10.1061,43.767,54.2248,0.0964037,0.259436,0.968041
2500,382.185,2,10.2096,10.112,43.7635,54.2928,0.0963864,0.259216,0.970155
2501,385.799,2,10.2101,10.1195,43.764,54.4143,0.0964268,0.259161,0.973118
2502,386.051,2,10.2098,10.1122,43.7766,54.4956,0.0964435,0.259343,0.976721
2503,385.309,2,10.2097,10.078,43.7965,54.6014,0.0965207,0.259079,0.977115
2504,381.991,2,10.2076,10.0645,43.7908,54.6637,0.096485,0.259052,0.977963
2505,385.068,2,10.2098,10.0627,43.7953,54.7579,0.096568,0.258926,0.977172
2506,385.36,2,10.2119,10.0893,43.8071,54.7976,0.0966306,0.259411,0.975669
2507,386.55,2,10.2121,10.1125,43.7987,54.7076,0.096694,0.259725,0.974406
2508,374.471,2,10.2117,10.1113,43.796,54.5952,0.0965606,0.259486,0.973355
2509,377.929,2,10.2103,10.1021,43.8164,54.6473,0.0964939,0.259541,0.971795
2510,376.602,2,10.2091,10.1062,43.8024,54.6255,0.0964054,0.259558,0.969316
2511,373.667,2,10.2106,10.1016,43.8141,54.7097,0.0963059,0.259368,0.967024
2512,377.977,2,10.2118,10.0976,43.8305,54.7095,0.0962704,0.259324,0.965271
2513,379.641,2,10.2096,10.1079,43.8265,54.7366,0.0962215,0.259574,0.963483
2514,380.629,2,10.2093,10.1058,43.8348,54.8323,0.0962064,0.25947,0.963629
2515,382.86,2,10.2068,10.087,43.849,54.8006,0.0962128,0.259403,0.964039
2516,381.311,2,10.2062,10.0769,43.8635,54.9231,0.0962119,0.259577,0.96283
2517,381.251,2,10.2096,10.0931,43.8767,55.0154,0.0962411,0.259678,0.961804
2518,383.932,2,10.2134,10.1306,43.8726,55.0622,0.0962983,0.259833,0.961753
2519,383.336,2,10.2133,10.1256,43.8728,54.9975,0.0963058,0.259769,0.963164
2520,387.082,2,10.2124,10.1132,43.8697,54.9772,0.0963837,0.259787,0.963118
2521,378.499,2,10.2152,10.1109,43.8935,54.9473,0.0963727,0.259867,0.961375
2522,374.565,2,10.2182,10.1033,43.9117,54.9383,0.0962837,0.260145,0.960026
2523,383.295,2,10.2156,10.0814,43.9245,54.9767,0.0962655,0.260599,0.960803
2524,385.499,2,10.2134,10.0662,43.9109,54.8567,0.0963078,0.260406,0.961824
2525,380.951,2,10.2118,10.0563,43.9107,54.8961,0.0963075,0.260598,0.959426
2526,384.186,2,10.2096,10.02,43.9277,54.9715,0.0963529,0.260509,0.958792
2527,380.127,2,10.2054,9.99227,43.915,54.9877,0.0962618,0.260242,0.961776
2528,384.745,2,10.2061,9.97928,43.927,55.0042,0.0963159,0.260066,0.962703
2529,381.004,2,10.2071,9.99383,43.9196,55.0136,0.0962822,0.259975,0.964275
2530,379.948,2,10.2064,9.98294,43.909,54.9592,0.0962273,0.260112,0.964734
2531,382.496,2,10.2022,9.97751,43.8944,54.9526,0.0961756,0.260203,0.966081
2532,380.701,2,10.2022,9.98482,43.9037,54.9475,0.0961177,0.260376,0.968266
2533,384.851,2,10.2019,9.96867,43.9034,54.8167,0.0962032,0.260306,0.965647
2534,381.808,2,10.1992,9.94526,43.8932,54.712,0.0962104,0.260265,0.96321
2535,382.131,2,10.1972,9.94921,43.8715,54.6415,0.0961842,0.26029,0.963459
2536,381.067,2,10.1955,9.95527,43.8423,54.6688,0.0961496,0.260526,0.962633
2537,389.902,2,10.1929,9.92074,43.8486,54.6683,0.0962413,0.260527,0.964483
2538,392.775,2,10.1925,9.89081,43.8716,54.6231,0.0963886,0.260608,0.966428
2539,383.685,2,10.1905,9.89064,43.8508,54.5789,0.0964027,0.260443,0.965622
2540,378.216,2,10.1879,9.88262,43.8432,54.5674,0.0963416,0.260645,0.962539
2541,386.116,2,10.1876,9.90642,43.8387,54.6232,0.0963901,0.260973,0.961585
2542,386.81,2,10.1883,9.93419,43.8429,54.597,0.0964129,0.261238,0.96428
2543,382.348,2,10.1878,9.96073,43.8284,54.6317,0.09639,0.2614,0.964356
2544,383.686,2,10.1879,9.97305,43.8133,54.4935,0.0963944,0.26118,0.965615
2545,378.165,2,10.1884,9.97224,43.8098,54.5234,0.0963487,0.260906,0.96474
2546,377.652,2,10.1864,9.98161,43.8002,54.5209,0.0962349,0.260934,0.965699
2547,380.131,2,10.1833,9.97629,43.7803,54.574,0.0961862,0.260894,0.964634
2548,372.294,2,10.1815,9.96645,43.7752,54.6186,0.0960331,0.260804,0.963217
2549,382.194,2,10.1838,9.98589,43.7597,54.6341,0.0960517,0.260771,0.963238
2550,379.02,2,10.1844,10.0087,43.7503,54.6849,0.0960086,0.26083,0.962597
2551,379.609,2,10.185,10.0092,43.7518,54.6426,0.0959871,0.260847,0.96185
2552,382.631,2,10.1842,9.9966,43.7632,54.5732,0.0959669,0.260969,0.963777
2553,380.523,2,10.1799,9.97608,43.7608,54.6021,0.0959275,0.261032,0.962621
2554,391.051,2,10.1776,9.9533,43.7623,54.576,0.0960433,0.261037,0.96331
2555,380.509,2,10.1783,9.93179,43.765,54.5193,0.0960195,0.26094,0.96418
2556,384.089,2,10.1762,9.90792,43.7588,54.529,0.0960188,0.260928,0.965584
2557,382.162,2,10.1763,9.89124,43.7663,54.5192,0.096015,0.260874,0.966536
2558,379.404,2,10.1776,9.87859,43.7652,54.5483,0.0960473,0.260535,0.963433
2559,378.632,2,10.1756,9.87508,43.7667,54.5736,0.0959708,0.26079,0.963011
2560,379.603,2,10.1771,9.8898,43.7611,54.6173,0.0959264,0.260827,0.963835
2561,385.198,2,10.1758,9.89517,43.7515,54.5802,0.0959468,0.261032,0.963987
2562,386.633,2,10.1747,9.89713,43.7347,54.5205,0.0959812,0.260759,0.967
2563,387.286,2,10.1737,9.89506,43.732,54.5009,0.0960029,0.260689,0.970948
2564,379.25,2,10.1744,9.90434,43.7204,54.4301,0.095935,0.260659,0.97263
2565,376.628,2,10.179,9.91983,43.7181,54.3402,0.0958877,0.260455,0.972934
2566,376.802,2,10.1831,9.94268,43.7169,54.3244,0.0958447,0.260663,0.971881
2567,381.569,2,10.1829,9.96672,43.6991,54.2774,0.0958626,0.260695,0.969335
2568,380.272,2,10.1842,9.97701,43.6923,54.2269,0.0958558,0.260472,0.969155
2569,378.474,2,10.184,9.97074,43.6919,54.1509,0.095782,0.260463,0.970432
2570,378.639,2,10.1852,9.95174,43.7035,54.2006,0.0957472,0.260282,0.971606
2571,380.718,2,10.1834,9.94384,43.7081,54.3449,0.0957365,0.260571,0.969674
2572,378.252,2,10.186,9.95028,43.7049,54.2395,0.0957396,0.260612,0.967061
2573,383.242,2,10.1902,9.9775,43.6918,54.1557,0.0958034,0.260579,0.966298
2574,388.552,2,10.1931,10.0111,43.6793,54.0684,0.0958808,0.260668,0.96879
2575,382.683,2,10.1931,9.9947,43.6839,53.9841,0.0958797,0.260674,0.970051
2576,384.375,2,10.1925,9.9866,43.6905,53.9883,0.0959008,0.260758,0.970932
2577,381.987,2,10.1917,9.98108,43.6918,53.9878,0.0958828,0.260737,0.972122
2578,380.68,2,10.1885,9.98541,43.6784,54.0189,0.0957941,0.260998,0.974468
2579,385.994,2,10.1865,9.96841,43.6856,53.979,0.0958465,0.260906,0.974824
2580,386.327,2,10.1836,9.95417,43.6751,53.9415,0.095932,0.260725,0.972092
2581,389.048,2,10.1824,9.95316,43.6686,53.8535,0.0960312,0.260573,0.971882
2582,382.266,2,10.1821,9.95525,43.6732,53.9044,0.0960318,0.260654,0.971631
2583,381.289,2,10.1794,9.93401,43.6801,54.0354,0.0959738,0.260821,0.973266
2584,384.496,2,10.1777,9.92175,43.6701,54.0492,0.0959896,0.260721,0.973914
2585,383.94,2,10.1786,9.91987,43.6814,53.985,0.0960355,0.260769,0.97298
2586,381.206,2,10.1801,9.91852,43.6915,54.0092,0.0960693,0.260938,0.969943
2587,382.382,2,10.1813,9.91292,43.6937,54.0399,0.096126,0.261028,0.966285
2588,381.136,2,10.1816,9.90938,43.6894,54.0035,0.0961242,0.261024,0.965118
2589,385.345,2,10.1833,9.90639,43.6843,54.0416,0.0962068,0.260853,0.963732
2590,379.558,2,10.1839,9.92398,43.6695,53.9422,0.0961739,0.260861,0.962933
2591,384.383,2,10.1833,9.93676,43.6501,53.9686,0.0961683,0.261075,0.963617
2592,384.189,2,10.1824,9.92753,43.6634,53.9319,0.0961942,0.260958,0.963676
2593,383.314,2,10.1833,9.93751,43.6841,53.9356,0.0962423,0.261015,0.961671
2594,378.492,2,10.185,9.94267,43.6977,53.8938,0.0962478,0.260919,0.958898
2595,383.996,2,10.1864,9.95801,43.692,53.8456,0.0963129,0.260721,0.957138
2596,388.462,2,10.1891,9.97862,43.688,53.7934,0.0964485,0.260579,0.954982
2597,387.206,2,10.187,9.99362,43.6708,53.743,0.0964598,0.260742,0.956284
2598,379.629,2,10.1858,10.0107,43.6488,53.7209,0.0964058,0.260651,0.956429
2599,374.937,2,10.1852,10.0356,43.6307,53.7718,0.0962754,0.2607,0.957275
2600,374.393,2,10.1852,10.0514,43.616,53.7945,0.0961532,0.260731,0.957998
2601,378.661,2,10.1836,10.0587,43.6055,53.8433,0.0960521,0.26097,0.959832
2602,381.031,2,10.1858,10.0584,43.5984,53.8923,0.0960495,0.260792,0.96098
2603,381.108,2,10.187,10.057,43.5928,53.8576,0.0960576,0.260421,0.961536
2604,387.087,2,10.1881,10.0486,43.6083,53.812,0.0961177,0.260548,0.962632
2605,382.097,2,10.1889,10.0633,43.6052,53.7517,0.0961391,0.260583,0.961231
2606,378.71,2,10.1899,10.0661,43.6046,53.7472,0.0960974,0.260658,0.961448
2607,378.744,2,10.189,10.0723,43.5912,53.7509,0.0960214,0.260755,0.962665
2608,382.32,2,10.1885,10.0676,43.5879,53.7858,0.0959976,0.260792,0.964289
2609,380.937,2,10.1903,10.076,43.596,53.786,0.0959871,0.260873,0.96495
2610,378.987,2,10.1923,10.0889,43.5983,53.8058,0.0959612,0.261001,0.964732
2611,380.61,2,10.1925,10.0919,43.5922,53.8687,0.095955,0.261219,0.963059
2612,378.253,2,10.1937,10.0972,43.5809,53.8711,0.0959227,0.26132,0.962125
2613,376.9,2,10.195,10.102,43.5821,53.8915,0.0958633,0.261327,0.962417
2614,373.773,2,10.1959,10.105,43.5828,53.8772,0.0957813,0.261275,0.961646
2615,377.906,2,10.1966,10.0977,43.5874,53.8688,0.0957595,0.26109,0.961118
2616,381.565,2,10.1956,10.1003,43.5848,53.8752,0.0957759,0.260994,0.959949
2617,380.46,2,10.1943,10.0971,43.5871,53.9302,0.0957335,0.261356,0.96026
2618,382.334,2,10.1936,10.1006,43.5824,53.9818,0.0957391,0.261419,0.960185
2619,390.076,2,10.1941,10.1044,43.5934,54.015,0.0958629,0.261596,0.958958
2620,388.379,2,10.193,10.1058,43.5933,54.0807,0.0959165,0.262083,0.958984
2621,380.803,2,10.1938,10.1054,43.5943,54.0724,0.0959027,0.262142,0.959501
2622,381.264,2,10.191,10.0955,43.5889,54.0646,0.0958617,0.262397,0.959694
2623,381.502,2,10.1895,10.0746,43.5944,54.1194,0.09586,0.26227,0.959677
2624,376.082,2,10.1893,10.077,43.5854,54.0558,0.0957783,0.26189,0.961573
2625,378.26,2,10.1881,10.0694,43.5859,54.0875,0.0956947,0.26196,0.963767
2626,385.765,2,10.1885,10.0698,43.5867,54.0519,0.095721,0.261973,0.965893
2627,380.05,2,10.1872,10.071,43.581,54.0498,0.0956942,0.262047,0.965352
2628,384.065,2,10.187,10.0526,43.5906,54.0396,0.0957567,0.261748,0.96454
2629,382.431,2,10.1878,10.0634,43.596,54.088,0.0957896,0.261824,0.963129
2630,385.657,2,10.1898,10.0576,43.6265,54.1156,0.0958599,0.262021,0.962937
2631,384.485,2,10.1887,10.0673,43.6154,54.1872,0.0958768,0.262225,0.962502
2632,379.75,2,10.1867,10.0578,43.6176,54.2763,0.0958403,0.262321,0.962016
2633,384.035,2,10.1843,10.0349,43.6271,54.4497,0.0958626,0.262497,0.96091
2634,379.474,2,10.1835,10.0165,43.6388,54.4744,0.0958412,0.262422,0.960763
2635,379.943,2,10.1823,10.0073,43.6396,54.4539,0.0958004,0.262399,0.961526
2636,390.409,2,10.183,10.0073,43.6436,54.3412,0.095898,0.262177,0.962965
2637,381.334,2,10.1837,10.0248,43.6356,54.2561,0.0958718,0.262165,0.964354
2638,381.879,2,10.1839,10.0368,43.6328,54.2664,0.0958551,0.262399,0.96484
2639,381.396,2,10.1861,10.0489,43.643,54.2074,0.0958382,0.262409,0.966987
2640,378.135,2,10.1848,10.0471,43.6376,54.2023,0.0957649,0.262575,0.967658
2641,384.974,2,10.1845,10.0449,43.635,54.1795,0.0957496,0.262649,0.970759
2642,384.915,2,10.1847,10.0125,43.6539,54.2092,0.0957802,0.262517,0.972503
2643,382.889,2,10.183,10.01,43.643,54.2264,0.0957948,0.262433,0.971533
2644,385.714,2,10.1814,9.99198,43.653,54.3669,0.0958137,0.262514,0.972746
2645,382.067,2,10.1804,9.97926,43.6597,54.2964,0.0958129,0.262291,0.973232
2646,376.622,2,10.1804,9.9675,43.6622,54.3274,0.0957989,0.26202,0.970746
