trans_Cl_vs_CLCRMLMIN_abscissa,trans_Cl_vs_CLCRMLMIN_spline,trans_Cl_vs_CLCRMLMIN_regression,trans_Cl_vs_WTKG_abscissa,trans_Cl_vs_WTKG_spline,trans_Cl_vs_WTKG_regression,trans_Cl_vs_logtCLCRMLMIN_abscissa,trans_Cl_vs_logtCLCRMLMIN_spline,trans_Cl_vs_logtCLCRMLMIN_regression,trans_Q_vs_CLCRMLMIN_abscissa,trans_Q_vs_CLCRMLMIN_spline,trans_Q_vs_CLCRMLMIN_regression,trans_Q_vs_WTKG_abscissa,trans_Q_vs_WTKG_spline,trans_Q_vs_WTKG_regression,trans_Q_vs_logtCLCRMLMIN_abscissa,trans_Q_vs_logtCLCRMLMIN_spline,trans_Q_vs_logtCLCRMLMIN_regression,trans_V1_vs_CLCRMLMIN_abscissa,trans_V1_vs_CLCRMLMIN_spline,trans_V1_vs_CLCRMLMIN_regression,trans_V1_vs_WTKG_abscissa,trans_V1_vs_WTKG_spline,trans_V1_vs_WTKG_regression,trans_V1_vs_logtCLCRMLMIN_abscissa,trans_V1_vs_logtCLCRMLMIN_spline,trans_V1_vs_logtCLCRMLMIN_regression,trans_V2_vs_CLCRMLMIN_abscissa,trans_V2_vs_CLCRMLMIN_spline,trans_V2_vs_CLCRMLMIN_regression,trans_V2_vs_WTKG_abscissa,trans_V2_vs_WTKG_spline,trans_V2_vs_WTKG_regression,trans_V2_vs_logtCLCRMLMIN_abscissa,trans_V2_vs_logtCLCRMLMIN_spline,trans_V2_vs_logtCLCRMLMIN_regression,trans_bias_vs_CLCRMLMIN_abscissa,trans_bias_vs_CLCRMLMIN_spline,trans_bias_vs_CLCRMLMIN_regression,trans_bias_vs_WTKG_abscissa,trans_bias_vs_WTKG_spline,trans_bias_vs_WTKG_regression,trans_bias_vs_logtCLCRMLMIN_abscissa,trans_bias_vs_logtCLCRMLMIN_spline,trans_bias_vs_logtCLCRMLMIN_regression,split
113.775,1.56529,1.5356,57.1717,1.63877,1.6077,-0.275306,1.54178,1.50413,113.775,1.70893,1.79179,57.1717,1.66122,1.7508,-0.275306,1.6718,1.8023,113.775,3.0379,3.03405,57.1717,3.0007,3.0091,-0.275306,3.01436,3.02613,113.775,3.14616,3.15242,57.1717,3.11008,3.11376,-0.275306,3.1291,3.14912,113.775,0.268,0.268,57.1717,0.268,0.268,-0.275306,0.268,0.268,All
114.792,1.57584,1.5398,57.4949,1.64172,1.61116,-0.268141,1.55024,1.50864,114.792,1.70108,1.79067,57.4949,1.66799,1.75131,-0.268141,1.6663,1.80104,114.792,3.04246,3.03386,57.4949,3.00238,3.01038,-0.268141,3.01782,3.0262,114.792,3.14875,3.15167,57.4949,3.11292,3.11484,-0.268141,3.13119,3.14857,114.792,0.268,0.268,57.4949,0.268,0.268,-0.268141,0.268,0.268,All
115.809,1.58639,1.544,57.8182,1.64466,1.61462,-0.260975,1.5587,1.51314,115.809,1.69323,1.78955,57.8182,1.67475,1.75183,-0.260975,1.6608,1.79977,115.809,3.04702,3.03367,57.8182,3.00407,3.01165,-0.260975,3.02129,3.02626,115.809,3.15134,3.15092,57.8182,3.11576,3.11592,-0.260975,3.13328,3.14803,115.809,0.268,0.268,57.8182,0.268,0.268,-0.260975,0.268,0.268,All
116.826,1.59694,1.5482,58.1414,1.64761,1.61807,-0.253809,1.56716,1.51764,116.826,1.68538,1.78843,58.1414,1.68151,1.75234,-0.253809,1.65529,1.79851,116.826,3.05158,3.03348,58.1414,3.00575,3.01292,-0.253809,3.02475,3.02633,116.826,3.15393,3.15017,58.1414,3.11861,3.117,-0.253809,3.13537,3.14748,116.826,0.268,0.268,58.1414,0.268,0.268,-0.253809,0.268,0.268,All
117.843,1.60749,1.5524,58.4646,1.65055,1.62153,-0.246643,1.57562,1.52214,117.843,1.67753,1.78731,58.4646,1.68828,1.75286,-0.246643,1.64979,1.79725,117.843,3.05614,3.03329,58.4646,3.00744,3.0142,-0.246643,3.02822,3.02639,117.843,3.15652,3.14942,58.4646,3.12145,3.11808,-0.246643,3.13746,3.14693,117.843,0.268,0.268,58.4646,0.268,0.268,-0.246643,0.268,0.268,All
118.861,1.61803,1.55661,58.7879,1.65349,1.62498,-0.239477,1.58408,1.52665,118.861,1.66968,1.78619,58.7879,1.69504,1.75337,-0.239477,1.64429,1.79599,118.861,3.0607,3.03309,58.7879,3.00912,3.01547,-0.239477,3.03168,3.02646,118.861,3.15911,3.14867,58.7879,3.12429,3.11916,-0.239477,3.13955,3.14638,118.861,0.268,0.268,58.7879,0.268,0.268,-0.239477,0.268,0.268,All
119.878,1.62826,1.56081,59.1111,1.65644,1.62844,-0.232311,1.59254,1.53115,119.878,1.66243,1.78507,59.1111,1.7018,1.75389,-0.232311,1.63878,1.79473,119.878,3.06511,3.0329,59.1111,3.01081,3.01674,-0.232311,3.03514,3.02652,119.878,3.16164,3.14791,59.1111,3.12714,3.12025,-0.232311,3.14163,3.14583,119.878,0.268,0.268,59.1111,0.268,0.268,-0.232311,0.268,0.268,All
120.895,1.63454,1.56501,59.4343,1.65938,1.6319,-0.225145,1.60099,1.53565,120.895,1.66244,1.78395,59.4343,1.70857,1.7544,-0.225145,1.63328,1.79347,120.895,3.06768,3.03271,59.4343,3.01249,3.01801,-0.225145,3.03861,3.02659,120.895,3.16341,3.14716,59.4343,3.12998,3.12133,-0.225145,3.14372,3.14529,120.895,0.268,0.268,59.4343,0.268,0.268,-0.225145,0.268,0.268,All
121.912,1.64082,1.56921,59.7576,1.66233,1.63535,-0.217979,1.60945,1.54016,121.912,1.66246,1.78283,59.7576,1.71533,1.75492,-0.217979,1.62777,1.79221,121.912,3.07024,3.03252,59.7576,3.01418,3.01929,-0.217979,3.04207,3.02665,121.912,3.16518,3.14641,59.7576,3.13282,3.12241,-0.217979,3.14581,3.14474,121.912,0.268,0.268,59.7576,0.268,0.268,-0.217979,0.268,0.268,All
122.929,1.64711,1.57341,60.0808,1.66486,1.63881,-0.210813,1.61791,1.54466,122.929,1.66248,1.78171,60.0808,1.72317,1.75543,-0.210813,1.62227,1.79094,122.929,3.07281,3.03233,60.0808,3.01597,3.02056,-0.210813,3.04553,3.02672,122.929,3.16695,3.14566,60.0808,3.13568,3.12349,-0.210813,3.1479,3.14419,122.929,0.268,0.268,60.0808,0.268,0.268,-0.210813,0.268,0.268,All
123.946,1.65339,1.57761,60.404,1.66615,1.64227,-0.203647,1.62637,1.54916,123.946,1.6625,1.78059,60.404,1.73426,1.75595,-0.203647,1.61677,1.78968,123.946,3.07537,3.03214,60.404,3.01808,3.02183,-0.203647,3.049,3.02679,123.946,3.16872,3.14491,60.404,3.13856,3.12457,-0.203647,3.14999,3.14364,123.946,0.268,0.268,60.404,0.268,0.268,-0.203647,0.268,0.268,All
124.964,1.65967,1.58182,60.7273,1.66744,1.64572,-0.196482,1.63483,1.55366,124.964,1.66251,1.77947,60.7273,1.74535,1.75646,-0.196482,1.61126,1.78842,124.964,3.07793,3.03195,60.7273,3.02019,3.0231,-0.196482,3.05246,3.02685,124.964,3.17049,3.14416,60.7273,3.14144,3.12565,-0.196482,3.15208,3.1431,124.964,0.268,0.268,60.7273,0.268,0.268,-0.196482,0.268,0.268,All
125.981,1.66474,1.58602,61.0505,1.66863,1.64918,-0.189316,1.64329,1.55817,125.981,1.66466,1.77835,61.0505,1.75667,1.75698,-0.189316,1.60576,1.78716,125.981,3.07989,3.03176,61.0505,3.02232,3.02438,-0.189316,3.05592,3.02692,125.981,3.17198,3.1434,61.0505,3.14432,3.12674,-0.189316,3.15417,3.14255,125.981,0.268,0.268,61.0505,0.268,0.268,-0.189316,0.268,0.268,All
126.998,1.66916,1.59022,61.3737,1.66929,1.65263,-0.18215,1.65059,1.56267,126.998,1.66788,1.77723,61.3737,1.76931,1.75749,-0.18215,1.60287,1.7859,126.998,3.08149,3.03157,61.3737,3.02458,3.02565,-0.18215,3.05906,3.02698,126.998,3.17329,3.14265,61.3737,3.14718,3.12782,-0.18215,3.15618,3.142,126.998,0.268,0.268,61.3737,0.268,0.268,-0.18215,0.268,0.268,All
128.015,1.67247,1.59442,61.697,1.66995,1.65609,-0.174984,1.65455,1.56717,128.015,1.67291,1.77611,61.697,1.78194,1.75801,-0.174984,1.60753,1.78464,128.015,3.0825,3.03138,61.697,3.02684,3.02692,-0.174984,3.06127,3.02705,128.015,3.17429,3.1419,61.697,3.15003,3.1289,-0.174984,3.15794,3.14145,128.015,0.268,0.268,61.697,0.268,0.268,-0.174984,0.268,0.268,All
129.032,1.67579,1.59862,62.0202,1.67053,1.65955,-0.167818,1.6585,1.57167,129.032,1.67793,1.77499,62.0202,1.79471,1.75852,-0.167818,1.6122,1.78338,129.032,3.08351,3.03119,62.0202,3.02912,3.0282,-0.167818,3.06348,3.02711,129.032,3.17529,3.14115,62.0202,3.15287,3.12998,-0.167818,3.1597,3.14091,129.032,0.268,0.268,62.0202,0.268,0.268,-0.167818,0.268,0.268,All
130.049,1.6791,1.60282,62.3434,1.67008,1.663,-0.160652,1.66246,1.57618,130.049,1.68296,1.77387,62.3434,1.80941,1.75904,-0.160652,1.61687,1.78211,130.049,3.08452,3.031,62.3434,3.03162,3.02947,-0.160652,3.06569,3.02718,130.049,3.17629,3.1404,62.3434,3.15546,3.13106,-0.160652,3.16146,3.14036,130.049,0.268,0.268,62.3434,0.268,0.268,-0.160652,0.268,0.268,All
131.067,1.68242,1.60703,62.6667,1.66964,1.66646,-0.153486,1.66641,1.58068,131.067,1.68798,1.77275,62.6667,1.82412,1.75955,-0.153486,1.62153,1.78085,131.067,3.08553,3.03081,62.6667,3.03412,3.03074,-0.153486,3.0679,3.02724,131.067,3.17729,3.13965,62.6667,3.15805,3.13214,-0.153486,3.16322,3.13981,131.067,0.268,0.268,62.6667,0.268,0.268,-0.153486,0.268,0.268,All
132.084,1.68573,1.61123,62.9899,1.66919,1.66991,-0.14632,1.67037,1.58518,132.084,1.69301,1.77163,62.9899,1.83883,1.76007,-0.14632,1.6262,1.77959,132.084,3.08654,3.03062,62.9899,3.03662,3.03201,-0.14632,3.07011,3.02731,132.084,3.1783,3.13889,62.9899,3.16064,3.13322,-0.14632,3.16498,3.13926,132.084,0.268,0.268,62.9899,0.268,0.268,-0.14632,0.268,0.268,All
133.101,1.68905,1.61543,63.3131,1.66874,1.67337,-0.139154,1.67405,1.58968,133.101,1.69804,1.77051,63.3131,1.85353,1.76058,-0.139154,1.63143,1.77833,133.101,3.08754,3.03042,63.3131,3.03911,3.03329,-0.139154,3.07221,3.02737,133.101,3.1793,3.13814,63.3131,3.16323,3.13431,-0.139154,3.1667,3.13871,133.101,0.268,0.268,63.3131,0.268,0.268,-0.139154,0.268,0.268,All
134.118,1.69236,1.61963,63.6364,1.66829,1.67683,-0.131988,1.67674,1.59419,134.118,1.70306,1.76939,63.6364,1.86824,1.7611,-0.131988,1.63874,1.77707,134.118,3.08855,3.03023,63.6364,3.04161,3.03456,-0.131988,3.07396,3.02744,134.118,3.1803,3.13739,63.6364,3.16582,3.13539,-0.131988,3.16825,3.13817,134.118,0.268,0.268,63.6364,0.268,0.268,-0.131988,0.268,0.268,All
135.135,1.69419,1.62383,63.9596,1.66784,1.68028,-0.124823,1.67888,1.59869,135.135,1.71026,1.76827,63.9596,1.88294,1.76161,-0.124823,1.64704,1.77581,135.135,3.08866,3.03004,63.9596,3.04411,3.03583,-0.124823,3.07545,3.02751,135.135,3.18077,3.13664,63.9596,3.16841,3.13647,-0.124823,3.16966,3.13762,135.135,0.268,0.268,63.9596,0.268,0.268,-0.124823,0.268,0.268,All
136.153,1.69569,1.62803,64.2828,1.66739,1.68374,-0.117657,1.68035,1.60319,136.153,1.71793,1.76715,64.2828,1.89765,1.76213,-0.117657,1.65661,1.77455,136.153,3.08857,3.02985,64.2828,3.04661,3.0371,-0.117657,3.07661,3.02757,136.153,3.18112,3.13589,64.2828,3.171,3.13755,-0.117657,3.17088,3.13707,136.153,0.268,0.268,64.2828,0.268,0.268,-0.117657,0.268,0.268,All
137.17,1.69719,1.63223,64.6061,1.66694,1.6872,-0.110491,1.68182,1.6077,137.17,1.7256,1.76603,64.6061,1.91236,1.76264,-0.110491,1.66617,1.77328,137.17,3.08847,3.02966,64.6061,3.04911,3.03838,-0.110491,3.07778,3.02764,137.17,3.18147,3.13514,64.6061,3.17359,3.13863,-0.110491,3.1721,3.13652,137.17,0.268,0.268,64.6061,0.268,0.268,-0.110491,0.268,0.268,All
138.187,1.69869,1.63644,64.9293,1.6665,1.69065,-0.103325,1.68329,1.6122,138.187,1.73327,1.76491,64.9293,1.92706,1.76316,-0.103325,1.67574,1.77202,138.187,3.08838,3.02947,64.9293,3.05161,3.03965,-0.103325,3.07894,3.0277,138.187,3.18183,3.13438,64.9293,3.17618,3.13971,-0.103325,3.17332,3.13598,138.187,0.268,0.268,64.9293,0.268,0.268,-0.103325,0.268,0.268,All
139.204,1.7002,1.64064,65.2525,1.66605,1.69411,-0.096159,1.68476,1.6167,139.204,1.74094,1.76379,65.2525,1.94177,1.76367,-0.096159,1.6853,1.77076,139.204,3.08829,3.02928,65.2525,3.0541,3.04092,-0.096159,3.08011,3.02777,139.204,3.18218,3.13363,65.2525,3.17877,3.14079,-0.096159,3.17454,3.13543,139.204,0.268,0.268,65.2525,0.268,0.268,-0.096159,0.268,0.268,All
140.221,1.70168,1.64484,65.5758,1.6656,1.69756,-0.0889931,1.68623,1.6212,140.221,1.74863,1.76267,65.5758,1.95647,1.76419,-0.0889931,1.69487,1.7695,140.221,3.08819,3.02909,65.5758,3.0566,3.0422,-0.0889931,3.08127,3.02783,140.221,3.18253,3.13288,65.5758,3.18136,3.14188,-0.0889931,3.17576,3.13488,140.221,0.268,0.268,65.5758,0.268,0.268,-0.0889931,0.268,0.268,All
141.238,1.70229,1.64904,65.899,1.66515,1.70102,-0.0818272,1.68769,1.62571,141.238,1.75729,1.76155,65.899,1.97118,1.7647,-0.0818272,1.70443,1.76824,141.238,3.08744,3.0289,65.899,3.0591,3.04347,-0.0818272,3.08244,3.0279,141.238,3.18242,3.13213,65.899,3.18395,3.14296,-0.0818272,3.17698,3.13433,141.238,0.268,0.268,65.899,0.268,0.268,-0.0818272,0.268,0.268,All
142.256,1.70289,1.65324,66.2222,1.6647,1.70448,-0.0746613,1.68916,1.63021,142.256,1.76594,1.76043,66.2222,1.98589,1.76522,-0.0746613,1.714,1.76698,142.256,3.08669,3.02871,66.2222,3.0616,3.04474,-0.0746613,3.0836,3.02796,142.256,3.18232,3.13138,66.2222,3.18654,3.14404,-0.0746613,3.1782,3.13379,142.256,0.268,0.268,66.2222,0.268,0.268,-0.0746613,0.268,0.268,All
143.273,1.7035,1.65744,66.5455,1.66425,1.70793,-0.0674954,1.69026,1.63471,143.273,1.77459,1.75931,66.5455,2.00059,1.76573,-0.0674954,1.72409,1.76572,143.273,3.08594,3.02852,66.5455,3.0641,3.04601,-0.0674954,3.08451,3.02803,143.273,3.18222,3.13063,66.5455,3.18913,3.14512,-0.0674954,3.17924,3.13324,143.273,0.268,0.268,66.5455,0.268,0.268,-0.0674954,0.268,0.268,All
144.29,1.70379,1.66165,66.8687,1.6638,1.71139,-0.0603295,1.69055,1.63921,144.29,1.78283,1.75819,66.8687,2.0153,1.76625,-0.0603295,1.73532,1.76445,144.29,3.08469,3.02833,66.8687,3.06659,3.04729,-0.0603295,3.08487,3.02809,144.29,3.18163,3.12987,66.8687,3.19172,3.1462,-0.0603295,3.17988,3.13269,144.29,0.268,0.268,66.8687,0.268,0.268,-0.0603295,0.268,0.268,All
145.307,1.70374,1.66585,67.1919,1.66593,1.71484,-0.0531636,1.69084,1.64372,145.307,1.79062,1.75707,67.1919,2.01882,1.76676,-0.0531636,1.74656,1.76319,145.307,3.08289,3.02814,67.1919,3.06818,3.04856,-0.0531636,3.08522,3.02816,145.307,3.18052,3.12912,67.1919,3.19266,3.14728,-0.0531636,3.18052,3.13214,145.307,0.268,0.268,67.1919,0.268,0.268,-0.0531636,0.268,0.268,All
146.324,1.7037,1.67005,67.5152,1.66981,1.7183,-0.0459977,1.69113,1.64822,146.324,1.79841,1.75595,67.5152,2.01469,1.76728,-0.0459977,1.75779,1.76193,146.324,3.08109,3.02795,67.5152,3.06914,3.04983,-0.0459977,3.08557,3.02822,146.324,3.17941,3.12837,67.5152,3.19248,3.14836,-0.0459977,3.18116,3.1316,146.324,0.268,0.268,67.5152,0.268,0.268,-0.0459977,0.268,0.268,All
147.341,1.70365,1.67425,67.8384,1.67369,1.72176,-0.0388318,1.69143,1.65272,147.341,1.80619,1.75483,67.8384,2.01056,1.76779,-0.0388318,1.76903,1.76067,147.341,3.0793,3.02775,67.8384,3.0701,3.0511,-0.0388318,3.08592,3.02829,147.341,3.1783,3.12762,67.8384,3.19229,3.14945,-0.0388318,3.1818,3.13105,147.341,0.268,0.268,67.8384,0.268,0.268,-0.0388318,0.268,0.268,All
148.359,1.7036,1.67845,68.1616,1.67757,1.72521,-0.0316658,1.69172,1.65723,148.359,1.81398,1.75371,68.1616,2.00643,1.76831,-0.0316658,1.78026,1.75941,148.359,3.0775,3.02756,68.1616,3.07106,3.05238,-0.0316658,3.08628,3.02836,148.359,3.17718,3.12687,68.1616,3.1921,3.15053,-0.0316658,3.18244,3.1305,148.359,0.268,0.268,68.1616,0.268,0.268,-0.0316658,0.268,0.268,All
149.376,1.70356,1.68265,68.4848,1.68145,1.72867,-0.0244999,1.69189,1.66173,149.376,1.82177,1.75259,68.4848,2.0023,1.76882,-0.0244999,1.79149,1.75815,149.376,3.07571,3.02737,68.4848,3.07202,3.05365,-0.0244999,3.08646,3.02842,149.376,3.17607,3.12612,68.4848,3.19191,3.15161,-0.0244999,3.18293,3.12995,149.376,0.268,0.268,68.4848,0.268,0.268,-0.0244999,0.268,0.268,All
150.393,1.70351,1.68685,68.8081,1.68534,1.73212,-0.017334,1.6918,1.66623,150.393,1.82956,1.75147,68.8081,1.99817,1.76934,-0.017334,1.80269,1.75689,150.393,3.07391,3.02718,68.8081,3.07299,3.05492,-0.017334,3.08628,3.02849,150.393,3.17496,3.12536,68.8081,3.19173,3.15269,-0.017334,3.1831,3.1294,150.393,0.268,0.268,68.8081,0.268,0.268,-0.017334,0.268,0.268,All
151.41,1.70346,1.69106,69.1313,1.68922,1.73558,-0.0101681,1.69172,1.67073,151.41,1.83735,1.75035,69.1313,1.99404,1.76985,-0.0101681,1.81389,1.75562,151.41,3.07212,3.02699,69.1313,3.07395,3.0562,-0.0101681,3.08609,3.02855,151.41,3.17385,3.12461,69.1313,3.19154,3.15377,-0.0101681,3.18327,3.12886,151.41,0.268,0.268,69.1313,0.268,0.268,-0.0101681,0.268,0.268,All
