parameter,value
Cl_pop,10.5552049623869
beta_Cl_logtCLCRMLMIN,0.658264216913293
beta_Cl_logtWTKG,0.776152876951691
V1_pop,43.3785822358585
beta_V1_logtAGEA,-0.0699663071547961
Q_pop,19.6628716230124
beta_Q_ANTU_2,-0.722864994897153
beta_Q_logtAGEA,1.39943528631361
beta_Q_logtCLCRMLMIN,1.08724438518179
V2_pop,51.57437751099
omega_Cl,0.178348587053643
omega_V1,0.270847198549852
omega_Q,0.0149618522641813
omega_V2,0.190649414428731
corr_V2_V1,0.998216843541946
a1,0.306964224879919
a2,0.0599421888684692
