popPred_spline_abscissa,popPred_spline,popPred_ci_abscissa,popPred_piLower,popPred_piUpper,indivPred_spline_abscissa,indivPred_spline,indivPred_ci_abscissa,indivPred_piLower,indivPred_piUpper,split
7.70342,7.85691,7.70342,7.00932,8.46626,4.18339,4.21548,4.18339,3.81882,4.58275,All
7.94968,8.0157,7.94968,7.23218,8.73837,4.40802,4.4286,4.40802,4.02276,4.83017,All
8.20381,8.25127,8.20381,7.46212,9.01922,4.64471,4.65389,4.64471,4.23758,5.09094,All
8.29239,8.34186,8.29239,7.54226,9.11712,4.89411,4.89466,4.89411,4.46388,5.3658,All
8.46606,8.52249,8.46606,7.69938,9.30909,5.1569,5.15077,5.1569,4.70227,5.65549,All
8.7367,8.83776,8.7367,7.94418,9.60829,5.24343,5.23572,5.24343,4.78074,5.75089,All
8.88136,9.00776,8.88136,8.07501,9.76823,5.4338,5.42288,5.4338,4.95338,5.96082,All
9.01599,9.16465,9.01599,8.19676,9.9171,5.72557,5.71263,5.72557,5.2179,6.28264,All
9.30421,9.49657,9.30421,8.45737,10.2358,6.03301,6.01933,6.03301,5.49655,6.62183,All
9.47032,9.68564,9.47032,8.60756,10.4196,6.30347,6.29096,6.30347,5.74163,6.9203,All
9.60164,9.83182,9.60164,8.72627,10.5648,6.35696,6.34474,6.35696,5.79008,6.97933,All
9.90857,10.1694,9.90857,9.00372,10.9044,6.6983,6.68967,6.6983,6.09929,7.35614,All
10.0593,10.3352,10.0593,9.13994,11.0711,7.05797,7.05373,7.05797,6.42501,7.75328,All
10.2253,10.5178,10.2253,9.28999,11.2548,7.36352,7.36363,7.36352,6.70165,8.09076,All
10.5522,10.8728,10.5522,9.58536,11.6166,7.43695,7.4381,7.43695,6.76812,8.17187,All
10.6483,10.9758,10.6483,9.67216,11.7229,7.83628,7.84274,7.83628,7.12956,8.61306,All
10.8895,11.2319,10.8895,9.89013,11.9899,8.25706,8.26778,8.25706,7.5103,9.07807,All
11.2372,11.5994,11.2372,10.2042,12.3748,8.42356,8.43497,8.42356,7.66093,9.26211,All
11.2376,11.5998,11.2376,10.2046,12.3753,8.70042,8.7129,8.70042,7.91137,9.56818,All
11.5969,11.9758,11.5969,10.529,12.773,9.1676,9.18013,9.1676,8.33385,10.0848,All
11.8262,12.2158,11.8262,10.7361,13.0269,9.4836,9.49491,9.4836,8.61957,10.4343,All
11.9676,12.3637,11.9676,10.8638,13.1835,9.65986,9.67039,9.65986,8.7789,10.6292,All
12.3502,12.7596,12.3502,11.2092,13.6072,10.1785,10.1859,10.1785,9.24772,11.2031,All
12.4152,12.8264,12.4152,11.2679,13.6792,10.5436,10.5486,10.5436,9.57764,11.6071,All
12.745,13.1653,12.745,11.5656,14.0446,10.7251,10.7289,10.7251,9.74157,11.8079,All
13.0041,13.4316,13.0041,11.7995,14.3317,11.301,11.302,11.301,10.2618,12.4454,All
13.1524,13.584,13.1524,11.9333,14.496,11.6037,11.6038,11.6037,10.5352,12.7806,All
13.5728,14.0152,13.5728,12.3127,14.9619,11.9078,11.9081,11.9078,10.8098,13.1173,All
13.5931,14.0357,13.5931,12.331,14.9843,12.5472,12.5507,12.5472,11.3871,13.8255,All
14.0067,14.4541,14.0067,12.7042,15.4427,12.6637,12.6682,12.6637,11.4923,13.9546,All
14.1821,14.6315,14.1821,12.8624,15.6371,13.2209,13.232,13.2209,11.9952,14.5719,All
14.4545,14.9063,14.4545,13.1081,15.9391,13.7238,13.7428,13.7238,12.4489,15.1292,All
14.771,15.2216,14.771,13.3937,16.29,13.9308,13.9538,13.9308,12.6358,15.3586,All
14.9165,15.3665,14.9165,13.5249,16.4513,14.6788,14.7174,14.6788,13.3105,16.1878,All
15.36,15.8082,15.36,13.9248,16.9431,14.7838,14.8247,14.7838,13.4052,16.3042,All
15.3934,15.8415,15.3934,13.9549,16.9801,15.467,15.5243,15.467,14.0214,17.0618,All
15.8855,16.3315,15.8855,14.3986,17.5258,15.8439,15.9105,15.8439,14.3611,17.4797,All
15.949,16.3948,15.949,14.4559,17.5963,16.2976,16.3757,16.2976,14.7701,17.9829,All
16.3933,16.8373,16.3933,14.8564,18.0891,16.9039,16.9966,16.9039,15.3167,18.6556,All
16.5379,16.9814,16.5379,14.9868,18.2496,17.1727,17.2716,17.1727,15.5589,18.9538,All
16.9173,17.3557,16.9173,15.3288,18.6705,17.964,18.0811,17.964,16.2719,19.8319,All
17.1269,17.5611,17.1269,15.5177,18.903,18.0948,18.215,18.0948,16.3898,19.9771,All
17.4581,17.8857,17.4581,15.8162,19.2706,19.024,19.1612,19.024,17.2269,21.0086,All
17.7159,18.1383,17.7159,16.0484,19.5566,19.0664,19.2042,19.0664,17.2651,21.0556,All
18.0162,18.4327,18.0162,16.319,19.8899,20.084,20.2318,20.084,18.1816,22.1856,All
18.3048,18.7155,18.3048,16.5791,20.2102,20.0901,20.2379,20.0901,18.1871,22.1924,All
18.5921,18.9971,18.5921,16.8379,20.5292,21.1441,21.2975,21.1441,19.136,23.3629,All
18.8938,19.2927,18.8938,17.1096,20.864,21.1689,21.3223,21.1689,19.1583,23.3905,All
19.1865,19.5796,19.1865,17.3732,21.189,22.2041,22.3561,22.2041,20.0901,24.5406,All
19.4828,19.8699,19.4828,17.6401,21.5179,22.3056,22.4572,22.3056,20.1814,24.6533,All
19.7998,20.1802,19.7998,17.9256,21.87,23.2642,23.409,23.2642,21.044,25.7186,All
20.0717,20.4462,20.0717,18.1705,22.1719,23.5033,23.6464,23.5033,21.2591,25.9843,All
