iteration,convergenceIndicator,phase,Cl_pop,Q_pop,V1_pop,V2_pop,a1,a2,b1,b2,f_pop,omega_Cl,omega_Q,omega_V1,omega_V2,omega_f
1,1263.69,1,10.2275,11.1604,43.2233,60.344,1,1,0.3,0.3,0.8,1,1,1,1,1
2,1256.02,1,9.65751,12.6962,50.7197,75.4182,0.95,0.95,0.285,0.285,1.00632,0.974679,1.00652,0.974679,0.974679,0.974679
3,1233,1,9.46494,14.6602,51.9721,70.3787,0.9025,0.9025,0.27075,0.27075,1.04741,0.95,0.981033,0.95,0.955894,0.95
4,1213.96,1,9.74064,13.4472,51.3209,62.6158,0.857375,0.857375,0.257212,0.257212,1.04406,0.925945,0.956193,0.925945,0.931691,0.925945
5,1192.18,1,9.8373,11.3504,53.3508,65.1341,0.814506,0.814506,0.244352,0.244352,1.02328,0.9025,0.931982,0.9025,0.9081,0.9025
6,1178.48,1,9.60971,13.1544,48.4028,70.8415,0.773781,0.773781,0.232134,0.232134,1.03742,0.879648,0.908383,0.879648,0.907848,0.879648
7,1165.67,1,9.61205,12.6669,50.1899,72.1361,0.735092,0.735092,0.220528,0.220528,1.02103,0.857375,0.885383,0.857375,0.912616,0.857375
8,1143.48,1,9.50464,13.2331,48.9841,65.5955,0.698337,0.698337,0.209501,0.209501,1.0338,0.835666,0.887744,0.835666,0.889508,0.835666
9,1125.78,1,9.45546,13.834,46.151,68.4376,0.66342,0.66342,0.199026,0.199026,1.02185,0.814506,0.865266,0.814506,0.866985,0.814506
10,1097.65,1,9.48532,13.9253,46.5895,60.7598,0.630249,0.630249,0.189075,0.189075,1.02043,0.793882,0.843357,0.793882,0.849089,0.793882
11,1083.74,1,9.40993,14.8045,47.5222,65.6942,0.598737,0.598737,0.179621,0.179621,1.00493,0.773781,0.822003,0.773781,0.82759,0.773781
12,1076.23,1,9.40161,15.4951,45.6381,53.924,0.5688,0.5688,0.17064,0.17064,0.999206,0.754188,0.801189,0.754188,0.806635,0.754188
13,1054.5,1,9.48077,14.1199,48.778,59.4471,0.54036,0.54036,0.162108,0.162108,1.00196,0.735092,0.780902,0.735092,0.78621,0.735092
