iteration,convergenceIndicator,phase,Cl_pop,Q_pop,V1_pop,V2_pop,a1,a2,b1,b2,f_pop,omega_Cl,omega_Q,omega_V1,omega_V2,omega_f
1,1240.1,1,10.2275,11.1604,43.2233,60.344,1,1,0.3,0.3,0.8,1,1,1,1,1
2,1222.7,1,9.29601,14.4508,49.171,81.5988,0.95,0.95,0.285,0.285,0.932058,0.974679,1.15733,0.974679,0.974679,0.974679
3,1209.9,1,8.86563,12.6964,49.9612,83.211,0.9025,0.9025,0.27075,0.27075,0.93176,0.95,1.12802,0.95,1.04596,0.95
4,1186.16,1,8.83448,12.798,50.1427,71.0667,0.857375,0.857375,0.257212,0.257212,0.90656,0.925945,1.09946,0.925945,1.08425,0.925945
5,1170.25,1,8.91906,11.731,47.6683,80.7711,0.814506,0.814506,0.244352,0.244352,0.907897,0.9025,1.07162,0.9025,1.0568,0.9025
6,1153.74,1,8.73665,14.044,46.9123,78.2368,0.773781,0.773781,0.232134,0.232134,0.881684,0.879648,1.04449,0.879648,1.03004,0.879648
7,1122.4,1,8.92098,12.2255,48.6005,80.1824,0.735092,0.735092,0.220528,0.220528,0.889047,0.857375,1.01804,0.857375,1.04262,0.857375
8,1097.82,1,9.21566,12.8653,50.4876,79.0353,0.698337,0.698337,0.209501,0.209501,0.903809,0.835666,0.992265,0.835666,1.01622,0.835666
9,1089.3,1,9.29064,12.1967,51.5782,81.589,0.66342,0.66342,0.199026,0.199026,0.916777,0.814506,0.96714,0.814506,1.00463,0.814506
10,1066.67,1,9.16947,11.2471,50.3993,80.9711,0.630249,0.630249,0.189075,0.189075,0.93214,0.793882,0.942651,0.793882,0.997264,0.793882
11,1048.29,1,9.45274,11.5864,52.4459,81.745,0.598737,0.598737,0.179621,0.179621,0.958783,0.773781,0.918783,0.773781,1.01254,0.773781
12,1031.19,1,9.38426,11.2802,51.3502,73.3796,0.5688,0.5688,0.17064,0.17064,0.935428,0.754188,0.895519,0.754188,1.04843,0.754188
13,1016.85,1,9.41566,10.9208,52.3946,72.9437,0.54036,0.54036,0.162108,0.162108,0.929111,0.735092,0.872844,0.735092,1.02188,0.735092
14,1004.36,1,9.31844,12.5797,47.4814,65.2781,0.513342,0.513342,0.154003,0.154003,0.938,0.716479,0.850743,0.716479,0.996008,0.716479
