iteration,convergenceIndicator,phase,Cl_pop,beta_Cl_logtCLCRMLMIN,V1_pop,Q_pop,V2_pop,omega_Cl,omega_V1,omega_Q,omega_V2,corr_V2_V1,a1,a2
470,746.744,1,5.25003,0.607227,20.4565,5.94116,22.2186,0.212322,0.243243,0.740707,0.255474,0.998743,0.302683,0.0617115
471,748.913,1,5.2264,0.62829,20.4651,5.9292,22.192,0.216507,0.242694,0.721952,0.255335,0.998743,0.303261,0.0622057
472,747.447,1,5.24057,0.646159,20.6131,5.91815,22.3934,0.214364,0.241802,0.703672,0.258541,0.998743,0.306809,0.0606306
473,749.003,1,5.26469,0.621435,20.5648,6.1069,22.3374,0.210713,0.246466,0.685855,0.266218,0.998743,0.303101,0.0618439
474,755.175,1,5.26128,0.611107,20.5195,6.27303,22.2769,0.207484,0.24209,0.668488,0.263209,0.998743,0.297908,0.0651725
475,756.036,1,5.30838,0.62753,20.5661,6.562,22.3822,0.202231,0.242028,0.651562,0.265007,0.998743,0.302113,0.0654834
476,755.896,1,5.27405,0.618265,20.542,6.29962,22.3327,0.19711,0.245302,0.635064,0.268613,0.998743,0.300249,0.0678103
477,755.298,1,5.28984,0.617878,20.5911,6.25158,22.3947,0.197322,0.248059,0.618984,0.26908,0.998743,0.298422,0.067383
478,745.044,1,5.27421,0.619902,20.5223,6.04555,22.3573,0.204158,0.245704,0.617997,0.264476,0.998743,0.301679,0.0656769
479,741.766,1,5.2753,0.632022,20.6538,5.99812,22.5856,0.20944,0.24678,0.621895,0.266183,0.998743,0.303516,0.0640139
480,741.011,1,5.26809,0.597954,20.6761,5.82836,22.5839,0.206257,0.248824,0.606149,0.267465,0.998743,0.298368,0.062393
481,745.535,1,5.24292,0.596593,20.5358,6.1824,22.4599,0.208242,0.250294,0.590801,0.269788,0.998743,0.301081,0.0615041
482,747.177,1,5.24357,0.607725,20.4143,5.9727,22.2705,0.207304,0.247822,0.640948,0.267186,0.998743,0.303435,0.0622649
483,749.19,1,5.24612,0.619822,20.2408,6.20049,22.0448,0.208196,0.250364,0.67188,0.269182,0.998743,0.30662,0.061137
484,748.833,1,5.25961,0.617749,20.1062,6.50944,21.9794,0.20761,0.252569,0.723279,0.271846,0.998743,0.301413,0.0611839
485,751.306,1,5.26946,0.6291,20.1832,6.68226,22.186,0.210336,0.251686,0.710599,0.272015,0.998743,0.302513,0.0624175
486,758.396,1,5.26314,0.621861,20.3603,6.298,22.3759,0.208367,0.256686,0.719186,0.278734,0.998743,0.305587,0.0621186
487,760.657,1,5.26758,0.613466,20.418,6.36126,22.4451,0.211511,0.258009,0.729454,0.280862,0.998743,0.303423,0.0638966
488,760.613,1,5.24852,0.630303,20.4471,6.14735,22.5152,0.214157,0.260164,0.710984,0.283105,0.998743,0.307266,0.0627209
489,763.338,1,5.23534,0.647393,20.6854,6.22798,22.8258,0.212197,0.259746,0.692981,0.284359,0.998743,0.311373,0.0627198
490,754.061,1,5.2677,0.632373,20.6629,6.00184,22.8341,0.208647,0.25986,0.675435,0.283553,0.998743,0.305122,0.0620031
491,755.977,1,5.25364,0.629278,20.5443,6.27959,22.7205,0.208337,0.253972,0.675866,0.277485,0.998743,0.301106,0.0608642
492,750.685,1,5.27535,0.614365,20.5086,6.10408,22.7454,0.205236,0.252129,0.658753,0.277082,0.998743,0.300477,0.0619606
493,750.263,1,5.2563,0.619828,20.5064,6.004,22.7035,0.212742,0.250769,0.651956,0.274864,0.998743,0.30142,0.0633034
494,756.223,1,5.26442,0.628739,20.4872,6.35268,22.6156,0.212438,0.253425,0.664459,0.276947,0.998743,0.306596,0.0617005
495,752.75,1,5.27036,0.630767,20.4034,6.46889,22.5287,0.213572,0.252932,0.665085,0.274404,0.998743,0.306418,0.0611722
496,750.509,1,5.24435,0.605611,20.4682,6.13368,22.5194,0.210164,0.251883,0.648245,0.272217,0.998743,0.305183,0.0629643
497,747.2,1,5.26094,0.615006,20.4001,6.03071,22.4485,0.216762,0.252962,0.631831,0.274075,0.998743,0.307194,0.06137
498,751.222,1,5.25136,0.636225,20.6954,5.73088,22.7739,0.211871,0.246557,0.615833,0.267136,0.998743,0.303403,0.063079
499,747.525,1,5.23613,0.627852,20.7139,5.68415,22.7963,0.21404,0.240314,0.658671,0.260372,0.998743,0.30412,0.0614818
500,747.641,1,5.26122,0.635705,20.724,5.81906,22.8619,0.20862,0.239742,0.65059,0.258078,0.998743,0.303452,0.0621777
501,744.336,1,5.27175,0.613862,20.8087,6.14756,22.913,0.207866,0.241271,0.653758,0.258764,0.998743,0.299976,0.0623149
502,752.937,1,5.27274,0.616087,20.6599,6.10837,22.7677,0.205416,0.241027,0.637205,0.260561,0.998743,0.302918,0.063755
503,754.985,1,5.27222,0.632366,20.6146,6.12301,22.6496,0.201601,0.241718,0.621071,0.262562,0.998743,0.306659,0.0635498
504,742.231,1,5.26135,0.650454,20.612,6.06915,22.691,0.205495,0.243278,0.605345,0.262052,0.998743,0.307196,0.0619406
505,739.508,1,5.26554,0.616963,20.7462,5.76803,22.8632,0.203497,0.245982,0.597068,0.262145,0.998743,0.303986,0.0608487
506,753.838,1,5.27349,0.606298,20.7481,6.00537,22.8732,0.209066,0.24953,0.62431,0.264574,0.998743,0.304575,0.0624919
507,752.442,1,5.26963,0.609423,20.4709,6.23978,22.5725,0.208862,0.250125,0.614431,0.267921,0.998743,0.305501,0.0620989
508,757.22,1,5.24325,0.622964,20.3921,6.18812,22.4725,0.20574,0.251211,0.638916,0.268628,0.998743,0.302101,0.0639568
509,757.515,1,5.26379,0.616735,20.2334,6.43055,22.3138,0.208123,0.257117,0.646436,0.276548,0.998743,0.305753,0.0636787
510,759.374,1,5.27322,0.594208,20.2601,6.52795,22.3417,0.210986,0.256462,0.666912,0.275648,0.998743,0.300983,0.064168
511,761.673,1,5.25677,0.600685,20.4622,5.92798,22.6241,0.206358,0.258616,0.650025,0.279337,0.998743,0.302215,0.0652446
512,755.115,1,5.24956,0.62012,20.5562,5.56422,22.6295,0.205936,0.261342,0.687652,0.277683,0.998743,0.302272,0.0635926
513,755.952,1,5.23688,0.59989,20.6995,5.60857,22.7313,0.204776,0.260409,0.705182,0.276253,0.998743,0.304182,0.0626935
514,762.466,1,5.23249,0.577671,20.4115,6.23178,22.4003,0.199813,0.263753,0.736237,0.277424,0.998743,0.29837,0.0648131
515,762.716,1,5.24816,0.613004,20.4829,5.89835,22.4589,0.207151,0.263345,0.737699,0.275528,0.998743,0.30143,0.0638582
516,760.889,1,5.22297,0.610376,20.5683,5.98709,22.5156,0.210492,0.263962,0.71902,0.275873,0.998743,0.301779,0.0645022
517,761.277,1,5.26397,0.624728,20.4059,6.54663,22.3294,0.207249,0.268661,0.700814,0.279785,0.998743,0.302119,0.0629268
518,761.273,1,5.24344,0.643869,20.4411,6.13358,22.3159,0.209149,0.264514,0.704868,0.280278,0.998743,0.301996,0.0640731
519,762.701,1,5.26166,0.646404,20.5031,6.36498,22.4044,0.211088,0.263073,0.687021,0.280172,0.998743,0.304086,0.0650967
520,767.901,1,5.26488,0.648345,20.5891,6.22294,22.4911,0.208047,0.257226,0.669625,0.273078,0.998743,0.306456,0.064373
521,753.39,1,5.28799,0.661472,20.6699,6.18984,22.61,0.206276,0.255414,0.65267,0.27047,0.998743,0.301724,0.063583
522,753.138,1,5.28022,0.645335,20.6665,6.32489,22.6122,0.206286,0.262192,0.636144,0.275672,0.998743,0.301889,0.0630184
523,753.123,1,5.31896,0.611293,20.798,6.23129,22.7971,0.208659,0.266184,0.62347,0.27892,0.998743,0.301979,0.0634965
524,749.283,1,5.27678,0.628472,20.748,6.22836,22.7595,0.214941,0.266844,0.607683,0.279846,0.998743,0.301375,0.0626515
525,747.725,1,5.29113,0.629702,20.8575,6.10609,22.8956,0.209498,0.267624,0.592296,0.279523,0.998743,0.302526,0.0629042
526,759.045,1,5.26664,0.643763,20.7715,6.09033,22.8089,0.21065,0.262876,0.577299,0.276233,0.998743,0.304797,0.0632837
527,755.776,1,5.26912,0.620607,20.7584,6.23489,22.7808,0.210994,0.26355,0.58031,0.273734,0.998743,0.298874,0.0633404
528,756.225,1,5.26655,0.619812,20.7288,6.17259,22.7144,0.205651,0.26477,0.590968,0.273112,0.998743,0.298805,0.0640004
529,754.201,1,5.26094,0.589887,20.7239,5.78249,22.7601,0.205214,0.26135,0.603369,0.266197,0.998743,0.30107,0.0643157
530,753.723,1,5.26696,0.607104,20.7185,5.71782,22.6733,0.205059,0.258008,0.588092,0.263872,0.998743,0.300694,0.0633151
531,753.012,1,5.27553,0.589868,20.82,6.00457,22.7371,0.205029,0.253517,0.609498,0.25867,0.998743,0.300742,0.0635985
532,752.392,1,5.27823,0.612065,20.8395,6.08862,22.7826,0.211463,0.253619,0.637105,0.260634,0.998743,0.307203,0.0621079
533,749.433,1,5.28647,0.619683,21.0337,5.9341,22.952,0.211996,0.250764,0.623473,0.255572,0.998743,0.2997,0.062846
534,751.199,1,5.26458,0.657349,21.1455,6.0154,23.0465,0.214569,0.253364,0.62754,0.258417,0.998743,0.303044,0.0622738
535,744.579,1,5.28317,0.624287,21.1544,5.97064,23.0608,0.214073,0.257697,0.630233,0.263784,0.998743,0.302221,0.061592
536,745.112,1,5.27697,0.611014,21.0057,5.81101,22.9007,0.208652,0.257249,0.625841,0.265376,0.998743,0.29999,0.0615678
537,751.913,1,5.29058,0.598208,21.1146,5.76941,22.9407,0.208817,0.256867,0.64161,0.264084,0.998743,0.30282,0.0620281
538,752.196,1,5.27419,0.628955,20.985,5.72269,22.8139,0.20353,0.263116,0.625364,0.269725,0.998743,0.303047,0.0624525
539,749.999,1,5.2606,0.630433,20.8497,5.59457,22.6039,0.207639,0.268508,0.627975,0.272919,0.998743,0.303742,0.0619408
540,746.15,1,5.23867,0.618726,20.9185,5.81865,22.6818,0.206681,0.268611,0.623488,0.272139,0.998743,0.305535,0.0605014
541,749.557,1,5.26721,0.611773,20.9459,5.9075,22.749,0.203281,0.277571,0.607701,0.277823,0.998743,0.302188,0.0611359
542,745.023,1,5.26243,0.604544,20.7712,5.86753,22.5909,0.212156,0.278232,0.592313,0.277546,0.998743,0.30357,0.0612163
543,750.751,1,5.23876,0.621146,20.7687,5.73633,22.579,0.210246,0.273734,0.577316,0.275265,0.998743,0.305648,0.0621155
544,752.853,1,5.25719,0.616203,20.8318,5.71594,22.6384,0.210889,0.276542,0.570325,0.275778,0.998743,0.299458,0.06317
545,748.568,1,5.25056,0.604631,20.9093,5.79338,22.6456,0.20555,0.272593,0.555884,0.272321,0.998743,0.30429,0.0620326
546,745.202,1,5.27954,0.610393,20.8846,5.92907,22.6195,0.203598,0.272797,0.541808,0.272429,0.998743,0.300467,0.0623409
547,754.652,1,5.27036,0.596798,21.0051,5.59035,22.7166,0.204075,0.269699,0.574898,0.272059,0.998743,0.301722,0.0631783
548,755.775,1,5.26171,0.593181,20.925,5.66916,22.6092,0.207397,0.266525,0.578592,0.270294,0.998743,0.299385,0.0648837
549,754.68,1,5.2617,0.601736,20.9749,5.78534,22.5941,0.206974,0.266927,0.597419,0.272274,0.998743,0.300732,0.0638505
550,748.977,1,5.25297,0.621161,20.9247,6.04105,22.5652,0.210828,0.262943,0.582292,0.270601,0.998743,0.30524,0.0628027
551,751.602,1,5.24835,0.610744,21.0048,5.74989,22.6999,0.20549,0.26563,0.604623,0.275932,0.998743,0.30833,0.061471
552,752.579,1,5.26002,0.608123,20.8126,5.7105,22.5665,0.208855,0.260308,0.589313,0.268945,0.998743,0.304814,0.0632716
553,752.171,1,5.27473,0.619428,20.9255,5.65212,22.6998,0.203814,0.261388,0.574392,0.271271,0.998743,0.306749,0.0642419
554,754.628,1,5.25418,0.627204,21.1222,5.62833,22.9241,0.201318,0.25477,0.566169,0.264402,0.998743,0.302532,0.0639056
555,747.32,1,5.26951,0.616257,21.2217,5.51429,23.0028,0.2035,0.250574,0.551834,0.257819,0.998743,0.296689,0.0659608
556,744.418,1,5.25565,0.609041,21.1639,5.60193,22.9144,0.205707,0.254819,0.537861,0.258922,0.998743,0.302658,0.0642907
557,747.325,1,5.25345,0.594449,21.018,5.45398,22.7796,0.208401,0.256876,0.524242,0.262714,0.998743,0.300614,0.0637911
558,751.806,1,5.26613,0.598289,21.0296,5.55967,22.788,0.206532,0.257355,0.512763,0.26112,0.998743,0.301568,0.0655517
559,758.428,1,5.2557,0.61559,21.1962,5.4364,22.9459,0.21049,0.257908,0.500418,0.26331,0.998743,0.302457,0.0656772
560,757.38,1,5.2794,0.624151,21.2193,5.74713,22.9691,0.214489,0.257256,0.539377,0.265001,0.998743,0.301453,0.0657219
561,754.356,1,5.26148,0.626588,21.2909,5.77193,22.9953,0.210285,0.257478,0.537219,0.264377,0.998743,0.301185,0.0646458
562,748.56,1,5.27934,0.617441,21.5178,5.39312,23.2648,0.209455,0.270574,0.551771,0.273663,0.998743,0.299843,0.063009
563,757.567,1,5.28692,0.612557,21.4918,5.46319,23.1636,0.210704,0.272378,0.5378,0.278049,0.998743,0.301142,0.0648351
564,756.07,1,5.28765,0.617849,21.4188,5.65833,23.0627,0.208441,0.271629,0.53032,0.279436,0.998743,0.303226,0.0646573
565,760.155,1,5.24252,0.632031,21.4228,5.28961,23.1001,0.203382,0.27128,0.516892,0.280873,0.998743,0.302038,0.0662427
566,753.984,1,5.23029,0.630355,21.3508,5.12379,23.0207,0.202689,0.278001,0.503804,0.288167,0.998743,0.297227,0.0666236
567,760.892,1,5.22471,0.638355,21.56,4.99438,23.2435,0.206791,0.283301,0.491047,0.293933,0.998743,0.305954,0.066815
568,759.003,1,5.24645,0.629792,21.5923,5.43472,23.1938,0.205788,0.28144,0.478614,0.29423,0.998743,0.299838,0.0663245
569,760.038,1,5.24111,0.632724,21.3687,5.32687,22.957,0.202892,0.275706,0.466495,0.287569,0.998743,0.303389,0.0690583
570,753.617,1,5.25568,0.595515,21.3523,5.44222,23.0097,0.202561,0.276902,0.454683,0.289577,0.998743,0.295707,0.0697848
571,755.069,1,5.23902,0.614414,21.3899,5.22362,23.0754,0.204394,0.279518,0.471087,0.293973,0.998743,0.296162,0.0680178
572,760.468,1,5.23812,0.632997,21.2627,5.14513,23.0448,0.205682,0.277047,0.491886,0.291975,0.998743,0.301456,0.0665971
573,757.493,1,5.24032,0.633429,21.3115,5.35241,22.9714,0.20695,0.275037,0.53118,0.291949,0.998743,0.300875,0.065201
574,753.11,1,5.23429,0.631547,21.2394,5.6523,22.8398,0.211632,0.276791,0.517731,0.292747,0.998743,0.304196,0.06355
575,749.551,1,5.26343,0.623941,21.2126,5.60316,22.7153,0.206273,0.269808,0.504621,0.286328,0.998743,0.303486,0.0622414
576,751.639,1,5.25288,0.62265,21.186,5.7293,22.672,0.212521,0.268324,0.519625,0.283782,0.998743,0.30191,0.063679
577,752.67,1,5.24937,0.603764,21.2474,5.34554,22.7635,0.20714,0.266189,0.523478,0.280479,0.998743,0.300864,0.0641997
578,755.656,1,5.25657,0.608702,21.3268,5.35407,22.7578,0.206777,0.266945,0.510223,0.282818,0.998743,0.300831,0.0657513
579,751.541,1,5.24175,0.618219,21.0157,5.53083,22.4584,0.203022,0.264465,0.538303,0.279441,0.998743,0.296672,0.0658728
580,753.268,1,5.27884,0.63511,21.1771,5.44168,22.5946,0.199594,0.259537,0.533501,0.276408,0.998743,0.298031,0.0665351
581,756.334,1,5.23845,0.607769,21.0976,5.22826,22.51,0.200748,0.26366,0.519992,0.28301,0.998743,0.303026,0.0675075
582,755.703,1,5.2204,0.611045,21.1149,5.24143,22.5207,0.196548,0.261903,0.506826,0.281676,0.998743,0.302286,0.0678403
583,761.444,1,5.22919,0.641524,21.1405,5.42716,22.5493,0.199721,0.258708,0.527808,0.278808,0.998743,0.304907,0.0667075
584,757.836,1,5.2351,0.648188,21.1983,5.27812,22.6385,0.202526,0.259916,0.514443,0.280148,0.998743,0.304246,0.0657238
585,755.664,1,5.23475,0.63537,21.194,5.2897,22.6329,0.20358,0.261601,0.501417,0.282578,0.998743,0.302108,0.0664287
586,753.925,1,5.23525,0.6515,20.9624,5.4188,22.4245,0.202641,0.259211,0.531363,0.281484,0.998743,0.298751,0.0647467
587,755.552,1,5.24909,0.643659,20.9149,5.53396,22.3266,0.205615,0.258318,0.576774,0.282153,0.998743,0.305998,0.0639391
588,756.028,1,5.22041,0.636752,20.878,5.56243,22.2747,0.214278,0.257962,0.56217,0.281752,0.998743,0.305664,0.0645751
589,763.882,1,5.21504,0.646525,21.0082,5.37596,22.3809,0.21039,0.254868,0.57131,0.278967,0.998743,0.304078,0.065653
590,754.788,1,5.25172,0.630397,21.1006,5.81939,22.5387,0.208606,0.252602,0.59194,0.278228,0.998743,0.302181,0.0643972
591,755.946,1,5.26012,0.630262,21.056,5.92349,22.4188,0.212249,0.250778,0.586954,0.276052,0.998743,0.307162,0.0642507
592,754.198,1,5.26308,0.642742,21.2657,5.6587,22.6543,0.208648,0.253216,0.583958,0.280023,0.998743,0.305031,0.0633604
593,753.099,1,5.24767,0.620245,21.1958,5.38364,22.5727,0.204362,0.256914,0.589831,0.282153,0.998743,0.297308,0.0652868
594,755.836,1,5.22579,0.606801,21.2387,5.37514,22.6042,0.203796,0.259813,0.574896,0.284686,0.998743,0.303268,0.064262
595,753.682,1,5.24729,0.593711,21.1285,5.51321,22.4928,0.20416,0.260692,0.640639,0.284829,0.998743,0.297703,0.0641336
596,761.3,1,5.23255,0.587458,20.8942,5.8757,22.2614,0.206843,0.264776,0.650684,0.290946,0.998743,0.299991,0.0651824
597,759.865,1,5.23391,0.598849,20.8288,5.58942,22.1948,0.207845,0.264854,0.634209,0.290186,0.998743,0.302439,0.063532
598,755.394,1,5.22425,0.613285,20.8449,5.6241,22.2359,0.212468,0.270157,0.61815,0.292606,0.998743,0.303689,0.063615
599,758.306,1,5.25561,0.624989,20.8187,5.76809,22.2042,0.208249,0.264926,0.602498,0.287866,0.998743,0.301938,0.0657293
600,761.208,1,5.27037,0.630735,20.7742,6.02109,22.2488,0.20674,0.266466,0.593976,0.285291,0.998743,0.299199,0.0653994
601,755.307,1,5.26401,0.618399,20.8911,6.18066,22.4055,0.206564,0.261381,0.580834,0.284343,0.998743,0.301199,0.0640864
602,761.374,1,5.29907,0.622524,20.8999,6.29438,22.4403,0.20212,0.262901,0.584702,0.28703,0.998743,0.297726,0.0663503
603,757.607,1,5.27586,0.604557,20.9082,5.98429,22.6087,0.204978,0.263469,0.600061,0.287582,0.998743,0.298286,0.0648107
604,760.338,1,5.26812,0.613152,20.961,6.09636,22.6858,0.203169,0.269297,0.584867,0.291211,0.998743,0.297618,0.066652
605,770.085,1,5.25158,0.624069,21.0302,5.97601,22.8004,0.202804,0.272118,0.593711,0.295268,0.998743,0.299263,0.0671346
606,767.679,1,5.24954,0.623676,21.0524,5.75941,22.7331,0.204943,0.268672,0.578678,0.291343,0.998743,0.300365,0.0687803
607,761.047,1,5.25831,0.636043,21.1538,5.83954,22.8366,0.204903,0.26738,0.564025,0.290811,0.998743,0.297923,0.0670387
608,765.4,1,5.22471,0.608721,21.0816,5.32193,22.8048,0.204707,0.263768,0.552997,0.288291,0.998743,0.300152,0.0677677
609,757.638,1,5.23354,0.604377,21.1297,5.45048,22.9271,0.201752,0.262468,0.552832,0.283304,0.998743,0.300424,0.0661947
610,753.622,1,5.22672,0.62036,21.1404,5.41311,22.9146,0.205366,0.260619,0.570488,0.279593,0.998743,0.29953,0.0648917
611,763.362,1,5.26673,0.628357,21.3376,5.52152,23.1428,0.207688,0.25402,0.556043,0.272514,0.998743,0.292224,0.0694966
612,762.999,1,5.26495,0.603606,21.1707,5.49242,22.9586,0.210807,0.255025,0.56525,0.273267,0.998743,0.302509,0.0677369
613,758.557,1,5.23164,0.590488,21.1501,5.35289,23.028,0.206484,0.256133,0.598676,0.273549,0.998743,0.298665,0.0660217
614,751.076,1,5.23095,0.612624,21.2336,5.36802,23.0788,0.208268,0.254365,0.583518,0.271397,0.998743,0.293572,0.0667848
615,761.337,1,5.22462,0.6376,21.2476,5.20548,23.0002,0.205381,0.253282,0.568743,0.267096,0.998743,0.299931,0.0673052
616,759.328,1,5.25253,0.61536,21.1614,5.35429,22.8805,0.201434,0.256524,0.583783,0.270226,0.998743,0.294153,0.0689684
617,766.367,1,5.24512,0.624679,21.1251,5.40324,22.7822,0.200414,0.254984,0.588941,0.27038,0.998743,0.299438,0.0689687
618,768.346,1,5.23352,0.628286,21.0229,5.27507,22.7056,0.204053,0.266162,0.574029,0.282397,0.998743,0.301287,0.0683477
619,764.189,1,5.21641,0.617805,21.1985,5.50465,22.9694,0.204012,0.262156,0.593362,0.282817,0.998743,0.296915,0.0679955
620,755.015,1,5.2422,0.618999,21.1882,5.33977,22.9997,0.200069,0.262728,0.578337,0.284525,0.998743,0.303895,0.0662738
621,760.319,1,5.24982,0.613081,21.1931,5.26012,22.9994,0.199458,0.261431,0.563694,0.286911,0.998743,0.302431,0.0655789
622,748.956,1,5.24485,0.61815,21.2179,5.17468,22.9343,0.198973,0.261159,0.549421,0.282301,0.998743,0.29867,0.0651807
623,759.188,1,5.22088,0.611578,21.3537,5.25969,23.1193,0.203352,0.265974,0.539966,0.28621,0.998743,0.302041,0.0653321
624,752.934,1,5.22551,0.608524,21.5137,4.99536,23.3013,0.205278,0.266833,0.526294,0.284398,0.998743,0.301198,0.0654886
625,763.453,1,5.24004,0.612468,21.546,5.13665,23.3319,0.210093,0.265437,0.51884,0.284001,0.998743,0.299057,0.0669431
626,754.941,1,5.25441,0.624072,21.5494,5.38171,23.4232,0.21009,0.263383,0.505702,0.279492,0.998743,0.301493,0.0654211
627,752.681,1,5.26967,0.620841,21.7058,5.46349,23.6633,0.20588,0.260237,0.557273,0.273621,0.998743,0.300323,0.0652238
628,757.347,1,5.25256,0.614486,21.7272,5.52997,23.7881,0.204566,0.259001,0.566542,0.272795,0.998743,0.295242,0.0678682
629,758.69,1,5.2185,0.610472,21.5513,5.2725,23.5592,0.205689,0.262916,0.552197,0.276573,0.998743,0.30368,0.0661497
630,761.743,1,5.21726,0.606386,21.5937,5.16122,23.6705,0.206622,0.258439,0.545339,0.272232,0.998743,0.303572,0.0666039
631,761.537,1,5.21061,0.613467,21.7296,5.14059,23.8438,0.205744,0.258382,0.533101,0.270127,0.998743,0.30269,0.0669681
632,762.881,1,5.22848,0.623058,21.7427,4.88092,23.8025,0.209,0.261803,0.522348,0.271387,0.998743,0.302187,0.0663485
633,769.806,1,5.2063,0.631844,21.7662,5.09164,23.8827,0.204233,0.260767,0.544943,0.272308,0.998743,0.302106,0.0695373
634,765.249,1,5.26384,0.639357,21.6956,5.42516,23.8152,0.208367,0.260896,0.548271,0.273288,0.998743,0.298394,0.0683155
635,753.133,1,5.28004,0.634156,21.6214,5.33915,23.7176,0.206152,0.25429,0.592339,0.266368,0.998743,0.297954,0.0665857
636,755.337,1,5.27806,0.634475,21.5195,5.64276,23.6218,0.206651,0.253745,0.586776,0.264689,0.998743,0.29871,0.0651684
637,756.007,1,5.27575,0.634251,21.482,5.77011,23.5294,0.21415,0.252963,0.571918,0.265163,0.998743,0.302968,0.0652259
638,754.996,1,5.26196,0.62778,21.4873,5.54732,23.5495,0.208727,0.247962,0.557437,0.258449,0.998743,0.29998,0.0670748
639,753.551,1,5.24141,0.618175,21.396,5.41786,23.4398,0.208802,0.249694,0.543323,0.258499,0.998743,0.300987,0.0666991
640,762.207,1,5.29102,0.627123,21.5098,5.56575,23.5605,0.208054,0.25013,0.535245,0.259637,0.998743,0.302685,0.066193
641,755.675,1,5.24203,0.626216,21.5168,5.28313,23.5697,0.207801,0.248042,0.578347,0.259693,0.998743,0.302914,0.0645169
642,747.25,1,5.25473,0.646298,21.3889,5.39995,23.4133,0.208046,0.24617,0.57972,0.261659,0.998743,0.305435,0.0628833
643,759.668,1,5.24664,0.623445,21.4077,5.20455,23.4606,0.209027,0.248248,0.640544,0.263869,0.998743,0.305685,0.0646487
644,755.692,1,5.24345,0.643452,21.5334,5.14767,23.5937,0.213709,0.254195,0.624325,0.269647,0.998743,0.306996,0.0635677
645,765.531,1,5.23627,0.653735,21.5202,5.12199,23.5831,0.210665,0.253231,0.628049,0.26864,0.998743,0.307385,0.0649944
646,754.28,1,5.23631,0.62993,21.5057,5.15776,23.592,0.208999,0.252627,0.636501,0.271217,0.998743,0.302916,0.0633918
647,765.201,1,5.22654,0.621574,21.4847,4.98104,23.574,0.212494,0.252282,0.620385,0.273425,0.998743,0.303117,0.0663728
648,755.108,1,5.21836,0.640696,21.6496,4.92846,23.7918,0.211664,0.248934,0.604676,0.270151,0.998743,0.303952,0.0646922
649,754.423,1,5.22556,0.627648,21.6629,5.20649,23.7724,0.212037,0.250402,0.62227,0.272092,0.998743,0.300679,0.0646957
650,756.361,1,5.25368,0.614719,21.5946,5.39008,23.8021,0.207631,0.25278,0.606514,0.273771,0.998743,0.299636,0.0649758
651,752.781,1,5.24045,0.61075,21.4631,5.12735,23.7256,0.213176,0.255284,0.601196,0.277537,0.998743,0.303909,0.0633306
652,757.278,1,5.26338,0.620414,21.4149,5.52505,23.6629,0.210488,0.255998,0.604984,0.278625,0.998743,0.30629,0.0617572
653,756.007,1,5.24951,0.640951,21.3653,5.3439,23.5882,0.212473,0.259988,0.589666,0.284075,0.998743,0.306353,0.0638573
654,750.475,1,5.24049,0.613452,21.4386,5.30441,23.6447,0.208967,0.266521,0.586834,0.289596,0.998743,0.30016,0.0632242
655,755.716,1,5.24714,0.621264,21.3271,5.43734,23.533,0.203676,0.269581,0.618718,0.294583,0.998743,0.298097,0.0647227
656,752.699,1,5.24223,0.601317,21.188,5.51864,23.3758,0.20594,0.26592,0.615295,0.291392,0.998743,0.297686,0.0633863
657,756.291,1,5.22471,0.613715,21.0383,5.50561,23.286,0.210195,0.262387,0.654963,0.289389,0.998743,0.302494,0.0635912
658,756.845,1,5.23871,0.615505,20.9943,5.52065,23.3451,0.213499,0.26056,0.638379,0.288102,0.998743,0.305018,0.0637894
659,759.018,1,5.26665,0.613263,21.0752,5.97566,23.4107,0.208508,0.262596,0.63867,0.289031,0.998743,0.300808,0.0649933
660,764.409,1,5.26344,0.608405,21.2014,5.66374,23.514,0.209639,0.263019,0.622498,0.289332,0.998743,0.299103,0.0669372
661,762.635,1,5.2774,0.618278,21.244,5.75885,23.5343,0.206872,0.26123,0.606736,0.288604,0.998743,0.299688,0.0674516
662,767.831,1,5.29899,0.62293,21.3794,5.88866,23.7225,0.21042,0.264182,0.604265,0.290659,0.998743,0.297821,0.067234
663,764.33,1,5.31369,0.600658,21.2877,6.02543,23.6309,0.20682,0.270619,0.588965,0.296669,0.998743,0.2972,0.0675712
664,762.027,1,5.29362,0.610094,21.3122,5.89636,23.7245,0.203236,0.265286,0.574052,0.290053,0.998743,0.295212,0.0682886
665,757.373,1,5.28444,0.623567,21.3063,5.59574,23.7328,0.210365,0.265411,0.559517,0.291812,0.998743,0.299248,0.0665595
666,761.581,1,5.26786,0.619372,21.2127,5.592,23.5755,0.212199,0.268333,0.569254,0.291738,0.998743,0.296891,0.0657197
667,762.929,1,5.25322,0.625176,21.0781,5.8881,23.3891,0.217329,0.26796,0.61677,0.287985,0.998743,0.301774,0.0651918
668,761.489,1,5.2717,0.602124,21.0147,5.8488,23.2673,0.213657,0.270694,0.623262,0.289793,0.998743,0.302537,0.0648426
669,763.414,1,5.27191,0.599239,20.9796,5.86931,23.3051,0.213584,0.271592,0.649288,0.290367,0.998743,0.304403,0.0640736
670,775.073,1,5.25606,0.633686,20.9821,5.62855,23.3609,0.216613,0.26583,0.634944,0.284522,0.998743,0.307706,0.0660593
671,755.469,1,5.25629,0.608711,20.8918,5.68531,23.268,0.211128,0.261993,0.618867,0.281192,0.998743,0.300617,0.0648803
