simulations,OFV
500,950.713
1000,949.75
1500,949.637
2000,949.648
2500,950.824
3000,951.221
3500,951.041
4000,951.195
4500,951.78
5000,951.649
5500,951.74
6000,951.784
6500,951.718
7000,951.473
7500,951.592
8000,951.812
8500,952.058
9000,951.804
9500,951.553
10000,951.239
10500,951.03
11000,951.22
11500,951.231
12000,951.14
12500,951.225
13000,951.11
13500,951.184
14000,951.155
14500,950.935
15000,950.946
15500,950.785
16000,950.821
16500,950.788
17000,950.786
17500,950.853
18000,950.863
18500,950.989
19000,950.976
19500,950.969
20000,950.922
20500,950.856
21000,950.738
21500,950.777
22000,950.897
22500,950.801
23000,950.746
23500,950.729
24000,950.793
24500,950.652
25000,950.732
25500,950.758
26000,950.697
26500,950.664
27000,950.616
27500,950.626
28000,950.74
28500,950.756
29000,950.814
29500,950.887
30000,950.948
