rep,ID,standEta_Cl_simulated,standEta_V1_simulated,standEta_Q_simulated,standEta_V2_simulated,filter
1,1,-2.85698,-0.861062,0.332907,0.356985,0
2,1,-2.5586,-0.765133,-0.341293,0.325522,0
3,1,-2.69057,-1.86363,0.430937,0.500526,0
4,1,-2.80841,-1.11538,0.525262,1.36486,0
5,1,-2.62007,-1.06469,0.280932,1.11931,0
6,1,-2.69587,-0.992265,0.48961,0.0660325,0
7,1,-2.66998,-2.93929,0.76769,-0.175035,0
8,1,-2.67625,-1.39844,0.179844,-0.773789,0
9,1,-2.65374,-0.365463,0.455584,0.307193,0
10,1,-2.59191,-1.68098,0.946539,-0.222818,0
1,2,1.0932,0.661418,0.0307397,0.564756,0
2,2,1.12698,-0.267296,0.840314,-0.281271,0
3,2,0.857298,0.626888,-0.25261,-1.14594,0
4,2,0.995893,0.50116,-0.111385,0.2749,0
5,2,0.780034,0.522356,-0.465249,-0.468358,0
6,2,0.9238,0.441152,-0.473437,0.766308,0
7,2,0.871984,1.33622,-0.959141,0.483328,0
8,2,1.02588,0.620474,-0.0209752,-0.138042,0
9,2,0.960983,0.391718,0.231714,-0.807683,0
10,2,1.13445,0.957968,-0.200495,0.486184,0
1,3,0.640672,0.911186,-0.244098,1.14854,0
2,3,0.717939,0.880688,-0.138335,0.778567,0
3,3,0.735097,0.552256,0.00545515,0.386585,0
4,3,0.70909,0.506706,0.25581,0.248722,0
5,3,0.668776,0.457533,0.204773,1.39269,0
6,3,0.624433,0.576237,-0.257716,1.40272,0
7,3,0.631177,0.444018,-0.030122,0.523104,0
8,3,0.721869,0.621394,-0.200772,0.62412,0
9,3,0.66821,0.86191,0.255054,0.984953,0
10,3,0.703799,1.20317,-0.207419,2.80428,0
1,4,0.0986664,-0.449356,0.404806,-2.65349,0
2,4,-0.00640114,-0.000343801,-0.629022,-0.0861278,0
3,4,0.030062,-1.08757,0.493147,-2.01167,0
4,4,-0.0501082,-0.520779,-0.401539,-1.45647,0
5,4,-0.190189,-0.0329958,-1.16779,1.13953,0
6,4,-0.0396729,-1.45564,0.853174,-1.59843,0
7,4,-0.001652,0.134441,-1.15396,0.708554,0
8,4,0.0498763,-2.33264,1.40197,-0.796618,0
9,4,0.0153677,-1.43894,1.1681,-1.97895,0
10,4,-0.164685,-0.694378,-0.609012,-2.16886,0
1,5,-0.488068,-0.116843,0.631977,0.0268753,0
2,5,-0.363307,0.387568,0.807893,0.128182,0
3,5,-0.434474,0.915435,0.414093,-0.554972,0
4,5,-0.524489,-0.0616125,1.03649,0.187293,0
5,5,-0.40277,-0.684506,0.97245,0.352828,0
6,5,-0.464503,0.10441,1.0472,-0.763933,0
7,5,-0.355558,0.208029,0.916715,0.719814,0
8,5,-0.446763,-0.087018,0.644141,-0.542241,0
9,5,-0.576315,0.740605,-0.0624503,0.0259651,0
10,5,-0.465009,0.197456,0.456057,1.43667,0
1,6,0.611384,1.85588,1.41916,-0.184715,0
2,6,0.358952,1.34962,0.558366,-0.822446,0
3,6,0.529573,2.16522,1.27866,0.0927534,0
4,6,0.418144,0.522189,1.99814,1.15893,0
5,6,0.507524,2.05518,0.988366,1.23058,0
6,6,0.405682,2.18204,0.642688,0.0306198,0
7,6,0.465117,1.30856,2.1078,0.551507,0
8,6,0.545867,1.92025,0.938049,0.137104,0
9,6,0.437709,0.232691,1.97911,0.998411,0
10,6,0.535569,1.70723,1.23904,0.417981,0
1,7,0.372257,-1.45123,-1.43195,0.800123,0
2,7,0.43913,-1.6884,-1.26846,1.11051,0
3,7,0.480212,-1.70748,-1.21266,-0.905512,0
4,7,0.437646,-1.68956,-1.22323,-1.40612,0
5,7,0.391002,-1.59755,-1.25337,1.12727,0
6,7,0.394052,-1.83444,-1.41278,-0.111644,0
7,7,0.366041,-2.02987,-1.1285,0.151919,0
8,7,0.529759,-1.50743,-1.13794,-0.700692,0
9,7,0.424561,-2.10959,-1.14443,-0.79002,0
10,7,0.328964,-1.88064,-1.20606,-1.03829,0
1,8,0.901378,0.273236,-0.482534,0.819651,0
2,8,0.781388,-0.0700288,-0.285045,-0.351158,0
3,8,0.927536,0.250165,-0.698852,0.631653,0
4,8,0.885011,0.383781,-0.57725,0.789443,0
5,8,0.824857,0.184061,-0.387409,-0.0920069,0
6,8,0.956764,0.173603,-0.000572044,-0.181282,0
7,8,0.887582,0.462211,-0.546046,0.92396,0
8,8,0.902491,0.269888,-0.429182,-0.396192,0
9,8,0.722531,-0.211048,-0.412431,-0.44679,0
10,8,0.912989,0.271609,-0.609831,0.841075,0
1,9,-0.0161781,-0.105485,0.8826,0.183592,0
2,9,-0.267374,-0.0551458,0.216742,1.08167,0
3,9,-0.21807,-0.715874,0.812537,0.324862,0
4,9,-0.235393,-0.42275,0.65068,0.615203,0
5,9,-0.164867,-1.07201,1.25233,0.413607,0
6,9,-0.219525,-1.02451,0.607308,0.224523,0
7,9,-0.120127,-0.207375,0.435046,0.497135,0
