standEta_Cl_abscissa,standEta_Cl_pdf,standEta_V1_abscissa,standEta_V1_pdf,standEta_Q_abscissa,standEta_Q_pdf,standEta_V2_abscissa,standEta_V2_pdf,split
-2.69067,0.232641,-2.7259,0.0181315,-2.27821,0.121734,-2.42608,0.0340275,All
-2.35805,0,-2.29912,0.0362629,-1.89682,0.121734,-1.97127,0.0850688,All
-2.02543,0.0232641,-1.87235,0.145052,-1.51543,0.101445,-1.51645,0.0510413,All
-1.69281,0.209377,-1.44557,0.12692,-1.13404,0.324625,-1.06164,0.102083,All
-1.36019,0,-1.01879,0.12692,-0.752645,0.162313,-0.606826,0.374303,All
-1.02757,0,-0.592014,0.271972,-0.371253,0.344914,-0.152012,0.425344,All
-0.694952,0.0232641,-0.165236,0.398892,0.0101395,0.263758,0.302802,0.612495,All
-0.362333,0.418754,0.261541,0.453286,0.391532,0.608672,0.757615,0.391317,All
-0.0297137,0.604867,0.688319,0.562075,0.772924,0.486938,1.21243,0.255206,All
0.302905,0.442018,1.1151,0.217577,1.15432,0.182602,1.66724,0.0340275,All
0.635525,0.744452,1.54187,0.0906573,1.53571,0.0608672,2.12206,0,All
0.968144,0.558339,1.96865,0.0906573,1.9171,0.0608672,2.57687,0.0170138,All
