rep,id,eta_Cl,eta_V1,eta_Q2,eta_V2,eta_Q3,eta_V3
8,13,0.0458799564888623,-0.0963682267524885,-0.408468234164657,5.89536247601984e-8,1.31017855586257e-7,0.253123282760599
9,13,-0.00780301378544362,-1.37738694976964,-0.438157094387733,3.68826398881385e-8,-2.36553743160638e-8,0.364720813435078
10,13,-0.00433639317081623,-0.420828366259767,0.0181925866868649,-5.47729583132154e-8,2.84709956990233e-8,0.161352746899865
1,14,0.170923455525443,1.08256255027357,-0.695368936067975,-1.45800655908667e-7,3.7007259641994e-8,-0.355399082151813
2,14,0.169035260941581,1.22280248955331,-0.4841631104957,4.51539495170664e-8,6.61234640985329e-9,-0.405311932891204
3,14,0.200408121769646,-0.289659130646501,-0.624995161415385,-9.91070604579061e-8,-7.84256797516222e-8,0.00806893714100122
4,14,0.2143681287618,0.750960512581752,-0.669954830679489,1.01460002562173e-7,5.12609385295143e-8,-0.120648451633945
5,14,0.197219550254767,0.914927075834859,-0.67401783677526,-1.39031997573708e-7,-8.49951600982527e-8,-0.216233181298228
6,14,0.13561554632816,1.38154332328755,-0.923457464894064,-2.02138762190712e-7,-4.94595995157761e-8,-0.644969606658036
7,14,0.171462534320853,1.30233559641462,-0.675338659103569,8.71294217167495e-8,-5.26043993113317e-8,-0.435692986275684
8,14,0.190454325503855,1.54054530628837,-0.647461799731891,-9.26892609508905e-8,1.91699531606453e-7,-0.779782462736168
9,14,0.126389002964491,1.06139377647069,-0.841449250230593,-2.22540109504472e-7,5.16934648935555e-8,-0.439135503178438
10,14,0.159649771695477,0.92615129479315,-0.338687311556311,3.80254769488714e-8,-2.02840817204257e-8,-0.424005387182935
