rep,id,eta_Cl,eta_V1,eta_Q2,eta_V2,eta_Q3,eta_V3
1,1,-0.677079978647511,0.241740606060459,0.724778470602323,-1.36212322905882e-7,-7.94616717699399e-9,-0.30351076097267
2,1,-0.652988829794815,-0.644879538710968,1.17947953853942,1.40199728726198e-7,6.96216558361553e-8,-0.154796944817635
3,1,-0.659889222257504,0.241732423128173,0.916262130640794,-1.21792325163426e-7,-3.55097232839239e-9,-0.330349820882072
4,1,-0.72161422911596,-0.380004904463548,0.313765568860696,-4.33945166789848e-8,-6.55943565654694e-8,-0.176069626239792
5,1,-0.68813145287338,0.221356661415066,0.872862556704868,3.00484470449346e-7,-1.85290703379333e-8,-0.491696995363475
6,1,-0.646384047408688,-0.814942329730165,0.747784516748106,1.77260102347992e-8,7.40782657145965e-8,-0.206942915351027
7,1,-0.718799222162424,-1.28618148912528,0.551815633555202,1.27841290370856e-7,1.58223773060931e-8,-0.149062022269818
8,1,-0.6996259493457,0.0654989818270683,0.329958115288536,-6.20419500860423e-8,-8.31337051576963e-8,-0.10935514195684
9,1,-0.666570017955923,-0.406083079108432,0.527900786562766,4.40843891816076e-9,-2.11912820146589e-8,-0.238392624314558
10,1,-0.731987326557231,-0.491513146438927,0.502108586153049,1.28172404962251e-7,7.05239522118341e-8,-0.0362697566170411
1,2,0.253461610016237,-0.667668777690561,0.388274320665583,-5.96013476398559e-8,9.28431841536848e-8,0.129925650744683
2,2,0.303280273327923,0.0301228687768177,-0.171113979648805,5.63195567617025e-8,-5.60446238261069e-8,0.282577786009313
3,2,0.278708564862638,0.924252881173726,0.10511669283889,2.5238708483449e-8,-4.03369950471593e-9,-0.0306112514004308
4,2,0.27572199849652,0.798526481674601,-0.257005522447173,2.13763003474828e-8,-1.42745645424987e-8,0.0620325486062145
5,2,0.232429115225125,-0.664828440030134,-9.68427899351865e-5,1.14065672427429e-7,-2.07018856994494e-8,0.184523902611863
6,2,0.268084726509389,1.23984959470043,-0.0105726607712444,8.90354105898339e-8,4.75946410921157e-8,-0.165471931180919
7,2,0.236217786179822,0.894844533126428,0.392949434264559,4.89273770755852e-8,6.16789892966383e-8,-0.0232108647380648
8,2,0.280129775824367,0.540556697393604,0.352648245925297,-3.74512825108154e-7,-4.89463994562462e-8,0.0491995199701336
9,2,0.289684174056772,0.624594582347412,-0.056410695554591,-4.99535093076043e-8,-6.70047098012856e-8,0.279359145468664
10,2,0.248000074411408,0.621577106533016,-0.0510982776904588,2.96866143117417e-7,-7.8986464599121e-9,-0.00386205274057031
1,3,0.196717296643472,-0.906683054639131,0.817413035660058,3.16657827442517e-8,2.96792269308302e-8,0.216671126892231
2,3,0.203999497779325,0.350258149820728,0.943127342660249,9.80425904438137e-8,5.7132836591168e-8,-0.00667941686869338
3,3,0.17815202943111,-0.786955155984093,0.519047132462601,8.99234112514047e-8,3.37883960484629e-8,0.201279620909673
4,3,0.188332081288276,-0.895403126610067,0.366702946956105,9.59563114933093e-8,-4.10541250304342e-8,0.222818896750805
5,3,0.199995063713331,1.04287717274971,1.0541324541484,1.14660117998342e-7,-1.46499369990711e-8,-0.297545376432263
6,3,0.247015197613869,-0.280079021201461,0.50799543199714,-1.16709660664839e-7,-6.69342544410218e-8,0.223054424152239
7,3,0.15856747060784,-0.234816326541033,0.188813980336692,-7.17056776311783e-8,-7.20281071606429e-8,0.145090774949971
8,3,0.191205830790653,-0.578886326534564,-0.130534014695881,1.27518491315913e-8,-1.64404775107621e-7,0.261420036757898
9,3,0.170135217134322,1.11128235599437,0.506814848012554,-1.91561779562443e-7,6.22428772402095e-8,-0.460077213564882
10,3,0.171473365332798,0.283980076386739,0.425845805864517,1.42498513543942e-7,1.52852181631913e-8,0.0319537011167706
1,4,-0.0173957887098152,0.231570319981782,-0.183496932893202,2.73125297931848e-8,-3.56646848279224e-8,-0.296973382846633
2,4,0.00365439594344644,-0.16541243524034,-0.786744727554573,4.13877471872819e-8,-5.8182747691625e-8,0.0025458397110889
3,4,-0.0279955931716506,-1.91685446829191,-0.72314582756447,-1.61521144391969e-7,-5.50453341987298e-8,0.0209454125321666
4,4,-0.0718125137263022,0.174682682972364,-0.486893281920094,1.08016748802992e-7,-3.08283852255938e-8,-0.193012605478673
5,4,-0.0105885541431131,-0.371377892708575,-0.570539100372865,2.11809309271633e-7,3.74877371038264e-8,0.0548156550167548
6,4,-0.0535811498381407,-0.940694508036191,-0.593840939331066,-1.8117200225041e-8,-5.30306533506295e-8,-0.0887166312163424
7,4,-0.0161789703829551,-0.63252330153677,-0.499222118502224,6.76522859676647e-8,1.07294355554396e-7,0.00336378628654928
8,4,-0.0725943738151266,-1.14857911649223,-1.1919240601257,-1.28604957455251e-7,-5.94528426212302e-8,-0.0148317548267688
9,4,-0.00962713319848556,0.107135375944528,-0.595280452479409,1.62445014619422e-7,-4.60890309090765e-8,-0.0841480396572794
10,4,-0.0595082686259845,-1.25639798650877,-0.0925661680861289,1.87945526584655e-7,-8.88358783490098e-8,-0.139617078407498
1,5,-0.166544539561373,-0.168072406866131,0.129233862951605,-9.22369093921014e-8,2.02761398088515e-8,0.295021010355019
2,5,-0.147579892907347,0.0557688273574398,0.185314341399013,1.06183610550797e-8,2.90930328989758e-8,0.0266808612482246
3,5,-0.159977356276624,-0.00845459610474747,0.0572091219270833,1.7073805918983e-8,-7.92167470899114e-9,0.231740203313961
4,5,-0.156444801514559,0.264757838327344,0.730238760562806,-1.37215784726394e-7,-3.00088062604654e-8,0.13465335599427
5,5,-0.109512210375293,-2.10355012703717,-0.444612322636043,2.05369409629326e-7,-5.05688479881879e-9,0.460108513654071
6,5,-0.0965968903477616,-0.519650834896256,-0.00427146208029067,-6.6287887683337e-8,-7.75515338717021e-8,0.390532715046662
7,5,-0.113826704899785,0.0443657203722973,0.405916066282999,-7.37816764608021e-8,-4.56477980313127e-8,0.0907090572286957
8,5,-0.1705364458863,0.29303063226335,0.532260836572295,2.39896422053998e-7,2.43772640959015e-8,-0.00599995516389098
9,5,-0.129408014340675,0.813155467454369,0.382393882289878,6.11078594140554e-8,-7.60027590722583e-9,0.116262186765428
10,5,-0.0943398940534469,0.42894617817802,-0.0722706232086787,-5.45957679149034e-8,1.58839198973093e-7,0.274538794025078
1,6,0.150192462026907,0.842036273941894,-0.174107135375451,3.81962123431084e-8,5.43452115721213e-8,0.637330029837981
2,6,0.103508082480033,1.62166709530344,-0.7286983071109,-1.28480729602726e-7,-4.76412847222179e-8,0.366731801962826
3,6,0.120066754977568,1.49080906518685,-0.0408743269837248,-4.49932660064848e-8,5.97776300649116e-8,0.505391810696612
4,6,0.147838349627511,0.696057249877991,1.14972604415101,8.2056269904868e-8,-7.94826177502067e-9,0.352235999307812
5,6,0.163818362834092,1.7339706716647,0.481645809775599,1.83739697696143e-7,4.04914285742569e-8,0.245163979020428
6,6,0.129723277999482,0.794111139298713,0.27423140304445,2.52790774804678e-7,-3.87182920752669e-8,0.69170374294398
7,6,0.15415790276961,1.70324070041614,0.937482918990312,3.86332550728861e-8,2.79448643771985e-8,0.225522368370621
8,6,0.15551743459797,0.819002036992711,0.0229622614527012,1.05489465067377e-7,8.96921596556021e-8,0.722411451512393
9,6,0.160503550259822,-0.23854020474161,0.440483515501705,7.32365087504001e-9,7.89608834706055e-8,0.89858021765736
10,6,0.150935948571917,0.045248757104089,0.936985579167465,-1.87484140064703e-7,7.72570861722338e-9,0.699843964812791
1,7,0.126978278481744,-0.681238530514521,-0.0949414734814869,1.22135453144383e-7,7.7107604258278e-8,-0.632601854086134
2,7,0.0786909843718396,-1.21605795203233,-0.448934660939781,4.82192338295042e-8,-4.51520173658156e-9,-0.602739214339613
3,7,0.143602671624013,-1.19847020757112,-0.207751684298709,2.57400617248895e-8,-4.24015436802596e-8,-0.594961190782124
4,7,0.0624715485966796,-1.45109650741786,-0.379245643843145,1.27404159890183e-7,-6.30826673415477e-8,-0.618369679144483
5,7,0.1365792542516,-1.3877050548592,-0.137948665435715,7.89545929008912e-8,3.67260286749916e-8,-0.629563463954002
6,7,0.0976883427707906,-1.3154187586498,-0.315964775139391,1.30579337889991e-7,5.87573797895504e-8,-0.597237813780192
7,7,0.120752286239936,-0.541047330422324,-0.102046163384015,1.25974155728292e-7,-8.45600412333811e-9,-0.703341535888878
8,7,0.0907044428373879,-0.635362634395997,0.0421185457943235,-1.52950847674178e-7,-2.51758298725657e-8,-0.795386837956998
9,7,0.158142843645418,-0.642807860121375,-0.149933798771991,-1.82724101541389e-7,3.88379801103288e-8,-0.599068340863827
10,7,0.104002715242733,-0.410366432670722,-0.240514734679066,5.64840987618645e-8,3.73830004247714e-8,-0.725802638529531
1,8,0.249248793392067,-0.983585665713315,0.0559039989769119,8.95079273479291e-8,3.10112989666391e-8,0.0583010679209751
2,8,0.232197250167038,0.261212413589042,0.204829999008193,-1.32487741181083e-8,5.00616598506475e-8,-0.127315590009594
3,8,0.285580081578554,-0.673409367885298,-0.136075428757891,-9.01420845874463e-8,-4.34280358493896e-8,0.195269278912176
4,8,0.232856488485401,0.354791528532644,-0.04631370613358,-5.32106938636718e-8,8.41376511799554e-8,-0.023310475649133
5,8,0.23936205502615,-1.13372204086175,-0.194392895702502,-1.08719377781692e-7,-2.51774700982165e-8,0.109619405540012
6,8,0.217304171434805,-0.59560565121732,-0.0730655745919314,-1.90889835996906e-8,5.71763016815959e-8,-0.0251935410217279
7,8,0.266074539292687,0.355588661790598,0.0290503869942393,-1.36059558098409e-7,4.70168668421573e-8,-0.0940642506241027
8,8,0.262696471114853,-0.0366317992570412,0.548575133212974,-1.50041924931775e-7,4.24583395551487e-8,-0.144696394202572
9,8,0.281577791722271,-0.162987689338536,0.140921141488985,1.00980213241184e-7,4.21037305239292e-8,0.0576518693890299
10,8,0.261527805612055,0.466167493530641,0.544186349946109,-1.68617429389594e-8,2.81077149186834e-9,-0.0974097760479661
1,9,-0.0637632450411795,-0.733627865573831,0.686292829210194,7.85464155881749e-8,1.46192737819192e-7,0.0332769482247872
2,9,-0.0821522136126245,0.155559940148176,0.382476028097193,5.13879689249036e-9,8.17332160323494e-8,0.153429878152771
3,9,-0.070449063082613,-0.434156283200155,0.393695863477853,5.38465044672091e-8,3.21110492837303e-9,-0.0036183590178194
4,9,-0.0340876609436623,-2.02402928782656,0.849792027613181,-9.29526243947926e-8,-1.07056288580953e-7,0.22603780171165
5,9,-0.0491927088798675,-0.329732341790068,0.344970157576622,-1.67215985357792e-8,-2.17933437730072e-8,0.0296270912100531
6,9,-0.0628365449103652,-0.266876040819822,1.03279331507874,9.2954958547232e-8,-7.99582602438121e-8,-0.217442914210968
7,9,-0.0614451645806347,-0.419768694809455,0.558608527989632,4.430106125648e-8,1.73024372516215e-8,0.0478693639165224
8,9,-0.0433200556186479,0.906930239723461,0.591310612988952,-1.50546387547342e-8,3.04786467400022e-8,-0.264449173227811
9,9,-0.0595340837215773,-0.7756217952053,0.790377944963761,-3.103883645621e-8,1.04528689275161e-7,0.0504308080773044
10,9,-0.0133891457642944,-0.776455232865001,0.82147019420077,-1.06791823381498e-7,-6.5441518607655e-8,0.15784570159787
1,10,-0.374298344591778,-0.713395322164387,-0.260920561360254,1.01830243935298e-7,-2.81863041272177e-8,-0.0133643080777369
2,10,-0.441177511795875,0.893248743908715,-0.485000386602027,1.50129506421119e-7,1.43307279383451e-8,-0.547086346702353
3,10,-0.379819336272039,-1.05161540960712,-0.730831349398708,1.91247776036735e-7,4.35265438732423e-8,0.017782250466494
4,10,-0.438901941210155,-0.820265521130039,-1.11017106827037,-2.38743057201951e-7,-4.72557657545312e-8,-0.115418715307258
5,10,-0.424449653891291,0.166849576058253,-0.406263923603533,-8.86335416557225e-9,-1.99595727912117e-8,-0.321510432858309
6,10,-0.392215566440801,0.305863235233369,-0.669770445184474,-1.78519026833351e-7,-3.57171990178235e-8,-0.329457175482734
7,10,-0.406500604888557,-0.678743866235593,-0.412282120481208,-7.00036863718259e-8,-4.37403575630663e-8,-0.0606023239008574
8,10,-0.45366345592278,-0.106877521919792,-0.752648121562785,-2.55195554152087e-7,-5.49902970306966e-8,-0.239447697236335
9,10,-0.441986601942976,0.140758462932445,-0.319083674784952,-1.58294545855432e-7,-6.82916687568901e-8,-0.324040850116766
10,10,-0.380618591597519,-0.0389993500797882,-0.150910175189763,1.20912995192309e-7,6.42366833769457e-8,-0.253700251740136
1,11,0.24400524831926,0.823950642615331,-0.204438026274376,-1.23037414991797e-7,9.05877563470601e-8,0.172532015248026
2,11,0.196760973027808,-0.0445897167879351,0.723477035824339,1.23800444933367e-7,-1.95543955072632e-10,0.0115270163336897
3,11,0.220915219382006,0.0707929262147549,0.08844670954252,-1.32262721856459e-7,-2.32287984434643e-8,0.103093701648978
4,11,0.284516468955041,-0.417366849853793,0.0840648908019665,1.14166435109336e-7,-2.55617027123079e-8,0.337032170056444
5,11,0.209826453802961,0.414821922808655,0.388424767743073,-7.85162189784117e-9,-8.74594263483039e-8,0.184420800245144
6,11,0.20475849057356,-0.0653215178545489,-0.41610014018544,9.33454607371565e-8,2.08049542758437e-8,0.338917133209415
7,11,0.199039237986453,-0.146439197535931,0.049308984660608,6.69895179571017e-8,-4.17380952234302e-8,0.137627206834428
8,11,0.215987315747666,0.427613858205186,-0.150377514695891,-3.75553410446343e-7,-3.03887370013762e-8,0.179872210933454
9,11,0.22197027827018,-1.32593431949393,0.081963599093562,-1.29741594893252e-7,-2.29974588514913e-8,0.361853551560043
10,11,0.253665074003154,0.354518217239407,0.327314113819644,-1.64245761187894e-7,-5.19257622877636e-8,0.164538919575057
1,12,-0.00878430036208422,0.0070137650815924,0.515622216393428,-3.22022749263054e-7,-9.9029407513188e-8,0.430105496263365
2,12,-0.0110667157616241,0.113186285551565,0.670089459761643,7.83854890067777e-8,-8.42081914036169e-8,0.366984705057109
3,12,-0.0460991174301141,0.509878415816205,0.0989832844391439,-6.96280035896517e-8,3.06298052031321e-9,0.454993770895499
4,12,-0.0358915394328765,-0.868309471057961,-0.439310064352732,2.04669651493692e-7,-6.34616255746007e-8,0.506361758653672
5,12,0.00115069652787288,-0.157627983952273,0.179951801637845,4.25599618411431e-8,7.18246965561826e-8,0.584509867918222
6,12,-0.0333425343902614,-1.01835661435571,0.162736993686343,-9.67968013318981e-8,-3.17060955624922e-10,0.423191042799396
7,12,-0.0619101073461084,-0.483255958548777,0.43325441620614,-2.527966289451e-8,-3.88313978549393e-8,0.309828391753993
8,12,-0.027984110857821,0.920636460244686,0.614161983970558,9.390459513381e-8,7.37241130660393e-8,0.0474563799022531
9,12,0.00101684428401465,-0.338610867027,0.00526283969527438,-1.28114133333932e-7,-5.29982659469069e-8,0.461992368464776
10,12,-0.0370857590060282,0.817677599611925,0.495617849564096,2.1321736896978e-8,-1.36683776361654e-8,0.287570560271695
1,13,0.0217359119143947,-0.218509717910471,-0.0174237022619714,-1.27481077042577e-7,1.78294206951742e-7,0.296146044359341
2,13,0.00900930069372142,0.620517380709961,-0.706032061166962,-7.80275043697003e-8,-9.87339408861996e-8,0.190958484163661
3,13,0.0283935837777059,0.316409454131107,0.590431702406265,-1.01385620994712e-7,-9.39956097788121e-8,-0.00431295121323935
4,13,0.0122157023892959,0.236080904391306,-0.103543827971318,-1.1750536305703e-7,-2.1352014937932e-7,0.118807630192314
5,13,0.0448876412021614,1.01443951204488,0.386360322789975,1.76583681505451e-8,-1.00406212997896e-7,-0.155884384380078
6,13,0.039145675842541,0.775684333299974,0.487327957837257,-1.70910239453211e-7,-4.97157457610412e-8,0.0105221267654539
7,13,0.0435169320596591,-1.17042747398177,0.165482383429073,-1.25177427367522e-7,6.25616974069597e-9,0.265716355935754
