simulations,OFV
500,948.135
1000,949.159
1500,948.143
2000,946.734
2500,948.06
3000,948.398
3500,948.573
4000,948.772
4500,949.117
5000,948.615
5500,948.734
6000,948.917
6500,948.572
7000,948.282
7500,948.555
8000,948.723
8500,949.045
9000,948.808
9500,948.634
10000,947.974
10500,947.923
11000,948.126
11500,948.111
12000,947.533
12500,946.564
13000,946.407
13500,946.493
14000,946.639
14500,946.561
15000,946.561
15500,946.701
16000,946.783
16500,946.634
17000,946.747
17500,946.761
18000,946.739
18500,946.827
19000,946.891
19500,946.888
20000,946.769
20500,946.712
21000,946.61
21500,946.666
22000,946.807
22500,946.857
23000,946.71
23500,946.782
24000,946.759
24500,946.818
25000,946.905
25500,946.9
26000,946.866
26500,946.86
27000,946.888
27500,946.93
28000,947.017
28500,947
29000,947.092
29500,947.149
30000,947.226
