Cl_abscissa,Cl_pdf,V1_abscissa,V1_pdf,Q_abscissa,Q_pdf,V2_abscissa,V2_pdf,split
2.58278,0.20597,13.3055,0.0424266,2.43571,0.122526,26.123,138366,All
2.95847,0,15.6765,0.0489537,5.40399,0.0964563,26.123,113209,All
3.33417,0.20597,18.0476,0.0685352,8.37227,0.0677801,26.123,113209,All
3.70986,0,20.4186,0.0946438,11.3406,0.0391039,26.123,264154,All
4.08555,0,22.7897,0.0783259,14.3088,0.0182485,26.123,226418,All
4.46124,0.144179,25.1607,0.0652716,17.2771,0.00260693,26.123,276733,All
4.83693,0.47373,27.5318,0.0261086,20.2454,0.0104277,26.123,188681,All
5.21262,0.350148,29.9028,0.0130543,23.2137,0.00260693,26.123,150945,All
5.58831,0.247164,32.2739,0.00979074,26.182,0.00260693,26.123,163524,All
5.964,0.556118,34.6449,0.00326358,29.1503,0,26.123,88051.3,All
6.33969,0.370745,37.0159,0,32.1185,0,26.123,12578.8,All
6.71538,0.329552,39.387,0.00652716,35.0868,0.00260693,26.123,25157.5,All
