simulations,OFV
500,961.809
1000,963.427
1500,963.271
2000,963.32
2500,963.432
3000,963.229
3500,963.641
4000,963.718
4500,963.597
5000,963.831
5500,963.793
6000,964.119
6500,964.089
7000,964.487
7500,964.634
8000,964.504
8500,964.7
9000,964.649
9500,964.402
10000,964.61
10500,964.685
11000,964.546
11500,964.498
12000,964.307
12500,964.378
13000,964.2
13500,963.872
14000,963.921
14500,963.784
15000,963.792
15500,963.858
16000,963.793
16500,963.716
17000,963.776
17500,963.893
18000,963.839
18500,963.814
19000,963.784
19500,963.783
20000,963.784
20500,963.477
21000,963.5
21500,963.379
22000,963.451
22500,963.428
23000,963.421
23500,963.235
24000,963.281
24500,963.332
25000,963.412
25500,963.376
26000,963.354
26500,963.334
27000,963.377
27500,963.328
28000,963.431
28500,963.44
29000,963.472
29500,963.54
30000,963.541
