simulations,OFV
500,946.637
1000,947.001
1500,945.94
2000,945.872
2500,947.375
3000,947.727
3500,947.779
4000,948.066
4500,948.335
5000,948.384
5500,948.389
6000,948.269
6500,948.256
7000,948.001
7500,948.124
8000,948.338
8500,948.431
9000,948.208
9500,948.037
10000,947.719
10500,947.183
11000,947.303
11500,947.339
12000,947.275
12500,947.153
13000,946.809
13500,946.81
14000,946.733
14500,945.521
15000,945.622
15500,945.651
16000,945.744
16500,945.808
17000,945.846
17500,945.844
18000,945.859
18500,945.966
19000,945.814
19500,945.726
20000,945.586
20500,945.41
21000,945.231
21500,945.264
22000,944.649
22500,944.669
23000,944.615
23500,944.649
24000,944.699
24500,944.714
25000,944.811
25500,944.856
26000,944.894
26500,944.662
27000,944.707
27500,944.771
28000,944.903
28500,944.931
29000,944.951
29500,945.017
30000,945.099
