simulations,OFV
500,941.867
1000,942.4
1500,941.309
2000,939.535
2500,940.043
3000,940.053
3500,939.893
4000,939.929
4500,939.987
5000,940.111
5500,940.06
6000,940.261
6500,939.668
7000,939.83
7500,939.429
8000,939.604
8500,939.856
9000,939.504
9500,939.312
10000,939.002
10500,938.96
11000,938.964
11500,938.727
12000,938.486
12500,938.575
13000,938.323
13500,938.183
14000,938.172
14500,938.172
15000,938.225
15500,938.222
16000,938.331
16500,938.242
17000,938.321
17500,938.411
18000,938.195
18500,938.304
19000,938.187
19500,938.128
20000,937.923
20500,937.839
21000,937.771
21500,937.791
22000,937.845
22500,937.871
23000,937.706
23500,937.672
24000,937.665
24500,937.692
25000,937.719
25500,937.717
26000,937.715
26500,937.721
27000,937.666
27500,937.727
28000,937.805
28500,937.801
29000,937.895
29500,937.95
30000,938.012
