simulations,OFV
500,945.847
1000,946.788
1500,946.097
2000,946.736
2500,947.821
3000,946.465
3500,946.16
4000,946.057
4500,946.307
5000,946.476
5500,946.679
6000,947.033
6500,946.148
7000,946.419
7500,946.732
8000,946.903
8500,946.796
9000,946.202
9500,946.202
10000,946.174
10500,946.138
11000,946.398
11500,946.467
12000,945.993
12500,945.11
13000,944.833
13500,944.857
14000,945.002
14500,944.955
15000,944.732
15500,944.86
16000,944.981
16500,944.859
17000,944.79
17500,944.73
18000,944.641
18500,944.79
19000,944.337
19500,944.014
20000,943.691
20500,943.67
21000,943.396
21500,943.482
22000,943.584
22500,943.615
23000,943.505
23500,943.408
24000,943.459
24500,943.466
25000,943.52
25500,943.514
26000,943.131
26500,943.15
27000,943.218
27500,943.247
28000,943.249
28500,943.315
29000,943.396
29500,943.48
30000,943.516
