simulations,OFV
500,1347.42
1000,1345.63
1500,1345.43
2000,1345.72
2500,1345.79
3000,1346.35
3500,1346.55
4000,1346.52
4500,1346.72
5000,1346.67
5500,1346.71
6000,1346.64
6500,1346.75
7000,1346.85
7500,1346.96
8000,1346.89
8500,1346.88
9000,1346.76
9500,1346.73
10000,1346.77
10500,1346.78
11000,1346.87
11500,1346.85
12000,1346.83
12500,1346.86
13000,1346.87
13500,1346.95
14000,1346.96
14500,1346.91
15000,1346.95
15500,1346.98
16000,1346.94
16500,1346.89
17000,1346.84
17500,1346.85
18000,1346.78
18500,1346.84
19000,1346.8
19500,1346.74
20000,1346.74
20500,1346.72
21000,1346.6
21500,1346.54
22000,1346.53
22500,1346.48
23000,1346.46
23500,1346.47
24000,1346.43
24500,1346.44
25000,1346.42
25500,1346.45
26000,1346.42
26500,1346.41
27000,1346.39
27500,1346.39
28000,1346.4
28500,1346.37
29000,1346.34
29500,1346.35
30000,1346.36
