rep,id,eta_Cl,eta_V1,eta_Q,eta_V2
1,1,-0.789149347106603,-1.46187723083766,0.711115644451786,-0.160881477738905
2,1,-0.834904948475756,-0.645056559093887,-0.394010141383721,-0.146140227816174
3,1,-2.30234937844493,-0.927229936990722,0.930440697665025,0.554438769928703
4,1,-2.98785472276406,-0.632867611869617,-0.802479366431062,2.01658989439747
5,1,-1.82270866365709,-0.582843484782114,1.42449040572725,0.485489900556732
6,1,-0.750019839353736,-0.592130373312545,-3.02015570414766,-1.29354814515812
7,1,-2.32332634082626,0.348270993846164,-0.736714307280824,0.60104888920319
8,1,-1.01338668919895,-0.766655526571564,0.267649005454843,-0.245228969939667
9,1,-1.99050607225437,-0.61591551622487,0.906042521486892,0.494506047374582
10,1,-2.06504565287537,-1.61702101634579,-0.125829364253196,0.0550173942422937
1,2,-0.727507929582191,-0.343788102461228,0.202303052127105,1.84289825460196
2,2,0.112865682657465,-0.351495585765522,-1.55873427898899,0.730206612126254
3,2,-0.215392447940313,-0.394548781517633,-0.71242486224931,0.949063431768566
4,2,-0.273266866968497,-0.593534503178929,-0.363342646985186,0.959053481777505
5,2,-0.849448820467885,-0.131346322276898,0.279115641161124,1.82066048638689
6,2,0.157718301570047,-1.12758639677433,-0.0904015065361773,-1.95037356946923
7,2,0.321771272385466,-0.380008504650104,-0.125002076699373,-1.1636219171566
8,2,0.365931267374899,-0.128866667684954,0.539338155800485,-1.2322630562192
9,2,0.350979490349176,-0.328374340220593,2.4409127288657,-1.56530545840098
10,2,0.364026063396724,-0.759702355119973,0.491396372854277,-1.4302858544451
1,3,0.145002099953901,-0.192435302198717,-2.40886187129766,-1.56916835766477
2,3,0.347388153100044,-0.819906927113188,1.28899949330798,-0.0793644333327456
3,3,0.184811823734338,0.0243412376711826,-2.20516654885764,1.65672850497399
4,3,-0.640017895468869,-0.46965643390889,0.983657706659406,1.07759957113772
5,3,0.304813316154382,-0.319227205572158,1.40014273978612,-0.25467943724768
6,3,0.217252546372234,-0.240852227106244,-0.0786823494762169,-0.0539189649943507
7,3,0.177766711646418,-0.350449501178308,0.818388830025877,-0.784208138659278
8,3,-0.181122534209236,-0.2205284194087,-0.86387303267815,2.56354836813243
9,3,0.0163164594347305,0.209148592928803,0.395353269619068,0.702697644739091
10,3,0.274936019309084,0.347230011306042,-0.0904214424599351,-1.23520244144993
1,4,-0.38878291435596,-1.17766844507128,-0.204594237199252,-0.0486566601486192
2,4,0.07570779688389,-0.577050649705867,-1.04802163794546,-1.25432932853803
3,4,-0.0802657020576274,-0.706692042285319,0.163882791597966,0.492041621667763
4,4,-0.498035328021278,-0.911087714826222,-0.943238385807696,0.930648763556992
5,4,0.0070851605421879,-0.909249634066908,-0.568964029799573,-1.95466473416545
6,4,0.0237991634876388,-1.1688174900976,0.286238353853139,-2.19613788948207
7,4,-0.0560327962911328,-2.12620446220609,1.59107586843864,-1.83400015733979
8,4,-0.00923970701783775,-0.653528480137486,-0.308105108882329,-1.43085211366633
9,4,-0.642794460605956,-0.709849417014436,-0.310934663879084,1.24157298920404
10,4,-0.581419059562132,-0.950549075503088,-0.209856538975583,1.12066574617397
1,5,-0.0443380267889508,-1.49915730147743,2.31591747922992,-0.0849855505973747
2,5,-2.30118940104903,-0.790624732320995,1.39368768351554,1.22182057550515
3,5,-0.256972933277691,-2.15104204695325,1.04402080167619,0.227550792564279
4,5,-0.111779957653367,-0.267882603318415,1.68747065486557,0.565279501917702
5,5,0.000558719639487424,-1.5462165422994,3.32201735550359,-1.24488170774737
6,5,-0.357305153117612,0.361381860655514,-0.894509883498773,-0.172331680467026
7,5,-0.289189234814703,0.0717368570528498,-1.49509472692952,2.00759916842751
8,5,-0.475711540989333,-0.0203920227167847,-1.062369158894,1.24676704920197
9,5,-0.505966252719021,-1.24825824898239,0.526250317437597,0.506859830424478
10,5,-0.574266988501615,-0.383431950109379,0.402873847404897,0.671591697163499
1,6,-0.0510827441669331,0.0964956542989522,-1.38303379904706,3.98253659591856
