simulations,OFV
500,966.607
1000,966.494
1500,965.798
2000,966.702
2500,967.65
3000,966.813
3500,965.78
4000,965.616
4500,966.141
5000,965.845
5500,965.982
6000,966.177
6500,966.159
7000,966.073
7500,966.254
8000,966.33
8500,966.686
9000,966.437
9500,966.213
10000,966.008
10500,965.922
11000,966.054
11500,966.152
12000,966.088
12500,966.222
13000,966.331
13500,966.388
14000,966.384
14500,966.282
15000,966.236
15500,965.954
16000,965.979
16500,965.877
17000,965.895
17500,965.995
18000,966.02
18500,966.156
19000,966.172
19500,966.16
20000,966.131
20500,966.095
21000,966.005
21500,966.021
22000,966.088
22500,965.987
23000,965.86
23500,965.749
24000,965.757
24500,965.598
25000,965.652
25500,965.604
26000,965.49
26500,965.517
27000,965.506
27500,965.534
28000,965.573
28500,965.55
29000,965.608
29500,965.684
30000,965.742
