time,Q1,Q2,Q3
72,7.4595,15.04,27.42525
72.83,16.396,24.05,35.7055
73.66,21.108,29.945,42.76725
74.48,18.7145,27.525,40.781
75.31,14.258,22.875,35.44375
76.14,11.329,19.66,31.863
76.97,9.19975,17.34,29.80225
77.79,7.749,15.485,27.9655
78.62,14.63975,22.13,33.96075
79.45,20.11925,28.66,41.34775
80.28,20.204,29.21,42.332
81.1,15.368,23.885,36.55
81.93,11.8095,20.43,32.7375
82.76,9.6495,17.915,30.2945
83.59,8.06875,15.92,28.49325
84.41,12.60925,20.055,32.15425
85.24,19.17575,27.295,39.542
86.07,22.00225,31.13,44.621
86.9,16.31825,25.05,37.72175
87.72,12.50675,21.2,33.961
88.55,10.2085,18.49,31.043
89.38,8.45875,16.4,29.0015
90.21,10.209,17.785,30.27075
91.03,17.91575,25.83,37.93225
91.86,21.97875,31.18,44.5005
92.69,17.45575,26.255,39.09025
93.52,13.424,22,34.84625
94.34,10.83925,19.12,31.7735
95.17,8.81925,16.9,29.50225
96,7.4595,15.205,27.86075
