time,Q1,Q2,Q3
72,3.86975,10.385,21.20575
72.83,22.1395,30.155,42.802
73.66,32.0885,43.43,60.60225
74.48,28.964,40.63,57.28025
75.31,21.92425,31.97,46.642
76.14,16.9895,26.67,40.6315
76.97,13.627,22.925,36.373
77.79,11.1695,20.18,33.0315
78.62,9.47675,18.04,30.702
79.45,7.96975,16.395,28.79275
80.28,6.93775,14.935,27.31125
81.1,5.99975,13.72,25.754
81.93,5.18925,12.625,24.5335
82.76,4.51,11.7,23.133
83.59,4.099,10.84,22.16125
84.41,15.2075,21.47,32.18575
85.24,27.80525,37.5,52.2425
86.07,34.2255,46.54,65.06325
86.9,24.70775,35.71,51.37275
87.72,19.1785,29,43.38625
88.55,15.1495,24.81,38.91175
89.38,12.24725,21.515,34.82325
90.21,10.33825,19.13,32.00325
91.03,8.669,17.16,29.95675
91.86,7.466,15.695,28.43275
92.69,6.44925,14.33,26.63575
93.52,5.57975,13.235,25.31125
94.34,4.81875,12.16,23.9685
95.17,4.309,11.29,22.9485
96,3.939,10.46,22.02075
