time,Q1,Q2,Q3
72,14.7395,22.2,32.871
72.83,14.7395,22.21,32.93025
73.66,14.74925,22.21,32.9705
74.48,14.7495,22.21,33.00025
75.31,14.7495,22.215,33.02025
76.14,14.7495,22.215,33.04025
76.97,14.7495,22.215,33.05075
77.79,14.7495,22.22,33.06125
78.62,14.7495,22.22,33.0715
79.45,14.74975,22.225,33.08175
80.28,14.74975,22.23,33.0915
81.1,14.74975,22.23,33.10125
81.93,14.7595,22.235,33.111
82.76,14.7595,22.245,33.121
83.59,14.7595,22.245,33.13075
84.41,14.7595,22.25,33.13075
85.24,14.7595,22.25,33.1405
86.07,14.7595,22.25,33.15025
86.9,14.7595,22.25,33.16
87.72,14.7595,22.25,33.16
88.55,14.75975,22.26,33.17
89.38,14.75975,22.26,33.17
90.21,14.75975,22.26,33.17025
91.03,14.75975,22.26,33.17025
91.86,14.75975,22.26,33.1705
92.69,14.75975,22.265,33.1705
93.52,14.75975,22.275,33.17075
94.34,14.75975,22.285,33.17075
95.17,14.75975,22.295,33.17075
96,14.75975,22.3,33.18075
