time,Q1,Q2,Q3
72,6.8695,14.165,23.77025
72.83,16.04925,22.965,32.41
73.66,21.06625,28.8,39.54175
74.48,18.983,26.435,36.90425
75.31,13.92925,21.63,31.7405
76.14,10.90925,18.45,28.70175
76.97,8.8195,16.195,26.0605
77.79,7.23975,14.545,24.222
78.62,14.60925,21.17,30.4405
79.45,19.869,27.58,37.71325
80.28,20.1895,28.115,39.06025
81.1,14.97,22.69,32.85175
81.93,11.58875,19.19,29.4625
82.76,9.2495,16.73,26.82025
83.59,7.62,14.92,24.655
84.41,12.7195,19.04,28.55025
85.24,18.71875,26.205,35.842
86.07,22.0295,29.93,41.61025
86.9,16.1595,23.85,34.0255
87.72,12.2895,19.915,30.22325
88.55,9.76975,17.27,27.473
89.38,8.02925,15.34,25.14625
90.21,10.34975,16.765,26.36125
91.03,17.5195,24.725,34.40075
91.86,21.98,30.025,41.2925
92.69,17.36,25.09,35.534
93.52,13.08925,20.77,31.131
94.34,10.3195,17.86,28.17225
95.17,8.4,15.785,25.7735
96,6.9195,14.235,23.91625
