time,Q1,Q2,Q3
72,23.16675,34.145,52.6065
72.83,23.167,34.155,52.636
73.66,23.177,34.175,52.66575
74.48,23.17725,34.19,52.705
75.31,23.1775,34.195,52.7445
76.14,23.17775,34.205,52.78375
76.97,23.18775,34.215,52.823
77.79,23.188,34.25,52.8625
78.62,23.18825,34.25,52.90175
79.45,23.18825,34.255,52.941
80.28,23.19825,34.265,53.0005
81.1,23.1985,34.265,53.08025
81.93,23.19875,34.27,53.14025
82.76,23.19875,34.28,53.15175
83.59,23.199,34.285,53.173
84.41,23.19925,34.3,53.184
85.24,23.209,34.305,53.2035
86.07,23.20925,34.31,53.2135
86.9,23.20925,34.31,53.22325
87.72,23.2095,34.315,53.233
88.55,23.2095,34.32,53.2525
89.38,23.20975,34.32,53.272
90.21,23.20975,34.32,53.29175
91.03,23.21,34.325,53.321
91.86,23.21,34.335,53.3405
92.69,23.21975,34.34,53.36
93.52,23.21975,34.345,53.3605
94.34,23.22,34.35,53.361
95.17,23.22975,34.35,53.36125
96,23.22975,34.355,53.3715
