time,Q1,Q2,Q3
72,20.97675,31.53,46.532
72.83,20.977,31.555,46.55225
73.66,20.98725,31.56,46.5725
74.48,20.9875,31.575,46.593
75.31,20.9975,31.595,46.61325
76.14,20.99775,31.615,46.63325
76.97,20.99775,31.635,46.65325
77.79,21.00775,31.655,46.67275
78.62,21.008,31.67,46.68275
79.45,21.00825,31.685,46.72175
80.28,21.01825,31.705,46.751
81.1,21.0185,31.725,46.79
81.93,21.0185,31.735,46.79075
82.76,21.01875,31.74,46.7915
83.59,21.02875,31.75,46.79225
84.41,21.029,31.76,46.79275
85.24,21.029,31.76,46.79275
86.07,21.02925,31.76,46.80275
86.9,21.0295,31.785,46.81275
87.72,21.03925,31.805,46.82275
88.55,21.0395,31.81,46.83275
89.38,21.0395,31.81,46.84275
90.21,21.03975,31.81,46.84275
91.03,21.04,31.815,46.85275
91.86,21.04,31.82,46.86275
92.69,21.04,31.83,46.8725
93.52,21.04975,31.835,46.87275
94.34,21.04975,31.84,46.8825
95.17,21.04975,31.845,46.8925
96,21.05975,31.85,46.90225
