time,Q1,Q2,Q3
72,3.70925,6.865,11.71
72.83,5.26,8.155,13.23
73.66,6.04975,8.965,13.831
74.48,6.51875,9.52,14.42075
75.31,6.819,9.94,14.88125
76.14,6.60975,9.895,14.842
76.97,4.969,8.235,13.21275
77.79,3.91975,7.12,11.98075
78.62,4.97975,7.89,12.9005
79.45,5.91925,8.81,13.71375
80.28,6.429,9.42,14.31175
81.1,6.75875,9.875,14.82025
81.93,6.9695,10.22,15.25125
82.76,5.31875,8.575,13.64025
83.59,4.17825,7.37,12.3305
84.41,4.5995,7.63,12.58125
85.24,5.74975,8.63,13.5945
86.07,6.32,9.3,14.203
86.9,6.69825,9.795,14.7115
87.72,6.9195,10.15,15.15125
88.55,5.6895,8.97,14.02025
89.38,4.4095,7.63,12.66025
90.21,4.20975,7.3,12.20125
91.03,5.53,8.43,13.4815
91.86,6.2,9.165,14.162
92.69,6.61825,9.7,14.59275
93.52,6.86925,10.08,15.051
94.34,6.13975,9.42,14.47175
95.17,4.63975,7.945,13.03025
96,3.719,6.91,11.8815
