time,Q1,Q2,Q3
72,2.41925,6.265,12.85125
72.83,13.0695,18.17,25.86925
73.66,19.279,25.99,36.42125
74.48,17.30725,24.25,34.47325
75.31,13.14925,19.21,28.412
76.14,10.25925,15.965,24.523
76.97,8.17775,13.775,21.801
77.79,6.76,12.01,19.9425
78.62,5.7495,10.77,18.5105
79.45,4.818,9.815,17.221
80.28,4.12925,8.97,16.28275
81.1,3.5395,8.235,15.46325
81.93,3.1295,7.58,14.7415
82.76,2.8095,7.02,13.935
83.59,2.5495,6.51,13.362
84.41,8.9885,12.97,19.234
85.24,16.449,22.455,31.7235
86.07,20.77975,27.97,39.198
86.9,14.98,21.435,31.042
87.72,11.609,17.425,26.41025
88.55,9.20925,14.855,23.17375
89.38,7.42925,12.88,20.892
90.21,6.17925,11.37,19.3105
91.03,5.3465,10.285,18.09125
91.86,4.40925,9.395,16.9705
92.69,3.839,8.63,16.0025
93.52,3.30975,7.925,15.20225
94.34,2.95,7.315,14.394
95.17,2.67975,6.775,13.77275
96,2.41925,6.315,13.1245
