time,Q1,Q2,Q3
72,3.1495,5.84,9.46075
72.83,4.7,7.145,10.7005
73.66,5.44975,7.94,11.56
74.48,5.90975,8.47,12.2105
75.31,6.259,8.84,12.68025
76.14,6.0695,8.745,12.6405
76.97,4.3695,7.11,10.89025
77.79,3.36,6.075,9.75
78.62,4.39975,6.89,10.56
79.45,5.2995,7.78,11.40025
80.28,5.80975,8.37,12.08025
81.1,6.189,8.76,12.6
81.93,6.41975,9.08,13.00025
82.76,4.73825,7.435,11.2315
83.59,3.59,6.31,10.04
84.41,4.0595,6.585,10.261
85.24,5.16925,7.63,11.20025
86.07,5.7,8.25,11.94025
86.9,6.10925,8.69,12.501
87.72,6.36,9.02,12.92025
88.55,5.11925,7.835,11.72
89.38,3.83925,6.565,10.33075
90.21,3.689,6.235,9.95
91.03,4.949,7.42,11.01075
91.86,5.5995,8.13,11.78025
92.69,6.00975,8.6,12.3805
93.52,6.30975,8.94,12.84025
94.34,5.56875,8.28,12.18025
95.17,4.099,6.83,10.6505
96,3.1495,5.86,9.53025
