time,Q1,Q2,Q3
72,20.66725,31.075,48.11025
72.83,20.66725,31.095,48.1305
73.66,20.66725,31.11,48.15075
74.48,20.66725,31.125,48.171
75.31,20.66725,31.13,48.191
76.14,20.66725,31.135,48.2105
76.97,20.66725,31.14,48.22025
77.79,20.66725,31.145,48.24
78.62,20.66725,31.165,48.24025
79.45,20.66725,31.165,48.2505
80.28,20.6675,31.17,48.25075
81.1,20.668,31.18,48.251
81.93,20.66825,31.185,48.26125
82.76,20.6685,31.195,48.31025
83.59,20.66875,31.2,48.33075
84.41,20.669,31.2,48.34175
85.24,20.66925,31.2,48.3525
86.07,20.6695,31.2,48.363
86.9,20.66975,31.205,48.373
87.72,20.67,31.215,48.37325
88.55,20.67975,31.22,48.3835
89.38,20.6895,31.225,48.40325
90.21,20.6895,31.225,48.5205
91.03,20.6895,31.225,48.55225
91.86,20.6895,31.225,48.565
92.69,20.6895,31.23,48.5755
93.52,20.6895,31.23,48.586
94.34,20.6895,31.23,48.58675
95.17,20.6895,31.23,48.59725
96,20.6895,31.23,48.60775
