time,Q1,Q2,Q3
72,13.3595,24.36,41.991
72.83,25.897,36.625,54.41075
73.66,32.83875,44.9,63.41
74.48,29.51375,42.185,60.15025
75.31,23.03875,35.55,53.151
76.14,18.89925,30.955,48.40475
76.97,15.8695,27.61,45.39475
77.79,13.91975,25.04,42.772
78.62,23.2485,34.08,52.029
79.45,31.23825,43.255,61.55325
80.28,31.878,44.485,62.6975
81.1,24.4085,36.935,54.87225
81.93,19.70825,31.985,49.52375
82.76,16.60575,28.335,46.274
83.59,14.51575,25.655,43.5235
84.41,20.45975,31.39,49.421
85.24,29.709,41.36,59.5045
86.07,34.24975,46.99,65.71575
86.9,26.069,38.55,56.79125
87.72,20.66975,33.125,50.65175
88.55,17.397,29.17,47.17175
89.38,14.9465,26.39,44.26475
90.21,17.32925,28.025,46.32425
91.03,28.10925,39.275,57.5615
91.86,34.23625,46.92,65.67075
92.69,27.7895,40.36,58.68775
93.52,21.857,34.375,52.121
94.34,18.20725,30.07,48.09
95.17,15.47775,27.04,45.0065
96,13.409,24.54,42.48025
