time,Q1,Q2,Q3
72,8.12825,15.89,26.86075
72.83,17.32725,24.765,35.31325
73.66,21.8495,30.42,41.99075
74.48,19.8695,28.365,40.0745
75.31,15.4495,23.44,35.70075
76.14,11.96,20.27,32.262
76.97,10.05975,18.03,29.48175
77.79,8.4465,16.305,27.50225
78.62,15.618,22.93,33.89175
79.45,20.8185,29.225,40.631
80.28,21.1475,29.885,41.75275
81.1,16.29,24.46,36.89125
81.93,12.72925,20.985,33.06525
82.76,10.499,18.56,30.2515
83.59,8.839,16.765,28.08525
84.41,13.51925,20.9,31.8505
85.24,19.79,27.915,39.06125
86.07,22.86625,31.795,43.62425
86.9,17.28975,25.595,38.04025
87.72,13.507,21.755,33.97225
88.55,10.93825,19.13,31.012
89.38,9.18975,17.19,28.843
90.21,11.0385,18.615,29.6815
91.03,18.68,26.425,37.52225
91.86,22.8365,31.755,43.5905
92.69,18.6855,26.97,39.201
93.52,14.543,22.59,34.9925
94.34,11.498,19.725,31.81425
95.17,9.59925,17.63,29.53125
96,8.13825,15.95,27.48075
