time,Q1,Q2,Q3
72,4.11875,8.61,15.60275
72.83,11.4295,16.23,23.02
73.66,15.64,21.29,29.49175
74.48,14.11975,19.895,27.8205
75.31,10.80825,16.285,23.534
76.14,8.7485,13.89,21.22525
76.97,7.1295,12.28,19.92
77.79,6.119,10.945,18.21725
78.62,5.19925,9.95,17.25025
79.45,4.45975,9.13,16.30175
80.28,7.2895,11.6,18.364
81.1,13.10875,18.21,25.53025
81.93,16.58875,22.655,31.23575
82.76,12.8595,18.485,25.95475
83.59,10.0095,15.405,22.90025
84.41,8.1485,13.34,20.7145
85.24,6.7795,11.825,19.29
86.07,5.81975,10.63,17.99375
86.9,4.92975,9.685,16.9905
87.72,4.2795,8.895,16.1315
88.55,9.58925,14.12,20.89025
89.38,14.4785,19.94,27.70725
90.21,15.569,21.57,30.153
91.03,11.87775,17.37,24.79325
91.86,9.3495,14.64,22.1305
92.69,7.60825,12.82,20.4135
93.52,6.40925,11.375,18.72275
94.34,5.49,10.31,17.75075
95.17,4.69925,9.415,16.73325
96,4.1385,8.66,15.891
