time,Q1,Q2,Q3
72,10.334,21.24,36.33375
72.83,22.61975,33.59,48.07025
73.66,29.53925,41.96,56.897
74.48,26.39925,38.815,53.82725
75.31,19.8445,32.12,47.1225
76.14,15.7475,27.575,42.451
76.97,12.92,24.32,39.5015
77.79,10.81375,21.835,37.143
78.62,20.16925,31.11,45.37175
79.45,28.14975,40.135,54.856
80.28,28.5485,41.165,56.5625
81.1,21.15975,33.63,48.818
81.93,16.677,28.59,43.6125
82.76,13.66575,25.095,40.37025
83.59,11.20875,22.385,37.94125
84.41,17.5985,28.275,43.06025
85.24,26.609,38.2,52.96225
86.07,30.825,43.765,59.91175
86.9,22.77875,35.205,50.8515
87.72,17.6485,29.76,44.772
88.55,14.36425,25.95,41.23025
89.38,11.8055,23,38.69
90.21,14.3755,25,40.13375
91.03,24.64825,36.055,50.63375
91.86,30.886,43.72,59.3685
92.69,24.409,36.98,52.4535
93.52,18.68725,30.89,46.0635
94.34,14.9085,26.765,42.1725
95.17,12.3865,23.68,39.39225
96,10.45125,21.365,37.014
