time,Q1,Q2,Q3
72,1.84975,4.545,9.111
72.83,5.77,8.29,12.81175
73.66,7.7,10.815,15.81
74.48,9.06875,12.65,18.04275
75.31,10.0195,14.07,20.24075
76.14,10.17875,14.325,20.8905
76.97,7.60975,11.52,17.4715
77.79,6.05925,9.685,15.40025
78.62,4.9295,8.44,13.80075
79.45,4.009,7.505,12.67
80.28,3.4285,6.725,11.7505
81.1,2.8695,6.11,11.01125
81.93,2.5,5.58,10.451
82.76,2.20975,5.155,9.90025
83.59,1.96,4.745,9.43075
84.41,4.22975,6.63,11.25075
85.24,6.90775,9.67,14.4805
86.07,8.499,11.815,17.16025
86.9,9.5795,13.425,19.331
87.72,10.4695,14.7,21.1405
88.55,8.79,12.795,19.18025
89.38,6.81925,10.57,16.52025
90.21,5.4895,9.04,14.62025
91.03,4.42925,7.95,13.2505
91.86,3.67,7.115,12.2515
92.69,3.13925,6.405,11.45075
93.52,2.66,5.87,10.80125
94.34,2.35,5.37,10.19075
95.17,2.08,4.965,9.73
96,1.85975,4.585,9.30075
