time,Q1,Q2,Q3
72,8.81,13.33,20.98125
72.83,8.81,13.335,21.00075
73.66,8.81,13.34,21.03025
74.48,8.81,13.345,21.04025
75.31,8.81,13.345,21.0505
76.14,8.81,13.35,21.051
76.97,8.81,13.35,21.06125
77.79,8.81,13.35,21.06175
78.62,8.81,13.35,21.06225
79.45,8.81,13.35,21.0725
80.28,8.81,13.35,21.073
81.1,8.81,13.35,21.07325
81.93,8.81,13.35,21.0835
82.76,8.81,13.35,21.084
83.59,8.81,13.35,21.08425
84.41,8.81,13.35,21.08475
85.24,8.81,13.35,21.11425
86.07,8.81,13.35,21.134
86.9,8.81,13.35,21.16375
87.72,8.81,13.35,21.1835
88.55,8.81,13.35,21.20325
89.38,8.81,13.355,21.23275
90.21,8.81,13.355,21.2525
91.03,8.81,13.355,21.27225
91.86,8.81,13.355,21.292
92.69,8.81,13.36,21.31175
93.52,8.81,13.365,21.3315
94.34,8.81,13.37,21.35125
95.17,8.81,13.375,21.371
96,8.81,13.375,21.381
