time,Q1,Q2,Q3
72,7.918,18.525,36.072
72.83,23.20625,33.39,51.3005
73.66,30.77825,43.84,62.4015
74.48,36.4295,51.01,71.78175
75.31,40.119,56.66,78.95025
76.14,40.549,57.7,81.20275
76.97,31.345,46.365,69.19125
77.79,25.18725,38.925,60.53275
78.62,20.38375,33.915,54.256
79.45,16.9565,30.06,50.35125
80.28,14.14,27.005,46.84175
81.1,12.24725,24.67,44.11075
81.93,10.69875,22.595,41.58475
82.76,9.51925,20.91,39.31075
83.59,8.43925,19.36,37.4115
84.41,17.018,26.76,44.39175
85.24,27.4885,39.145,56.70925
86.07,34.0345,48.055,67.64775
86.9,38.5075,54.075,75.3905
87.72,41.8065,58.99,82.51275
88.55,35.19625,51.525,74.93375
89.38,27.76975,42.425,65.04075
90.21,22.5595,36.36,57.456
91.03,18.62975,31.795,52.71125
91.86,15.45775,28.575,48.77325
92.69,13.11825,25.885,45.67025
93.52,11.37975,23.65,42.99275
94.34,10.13875,21.775,40.71125
95.17,8.93975,20.155,38.661
96,7.99775,18.675,36.9005
