time,Q1,Q2,Q3
72,9.1895,14.09,20.94075
72.83,9.19925,14.1,20.941
73.66,9.1995,14.105,20.951
74.48,9.1995,14.11,20.971
75.31,9.1995,14.115,20.99075
76.14,9.1995,14.12,21.02025
76.97,9.1995,14.12,21.04
77.79,9.20925,14.125,21.05025
78.62,9.20925,14.13,21.06075
79.45,9.20925,14.13,21.071
80.28,9.20925,14.13,21.08125
81.1,9.20925,14.13,21.0915
81.93,9.20925,14.14,21.0915
82.76,9.20925,14.14,21.1015
83.59,9.20925,14.15,21.11125
84.41,9.219,14.15,21.121
85.24,9.219,14.15,21.12125
86.07,9.219,14.15,21.131
86.9,9.219,14.16,21.13125
87.72,9.219,14.16,21.141
88.55,9.219,14.16,21.15075
89.38,9.219,14.16,21.151
90.21,9.219,14.16,21.16075
91.03,9.219,14.165,21.1705
91.86,9.219,14.165,21.19025
92.69,9.219,14.17,21.20025
93.52,9.219,14.17,21.20075
94.34,9.219,14.17,21.20125
95.17,9.219,14.17,21.20175
96,9.219,14.17,21.212
