time,Q1,Q2,Q3
72,12.6595,21.27,33.84225
72.83,16.0795,24.55,36.98175
73.66,18.149,26.58,39.3005
74.48,19.49875,28.095,40.94025
75.31,20.48775,29.195,42.33125
76.14,20.2075,29.05,42.19275
76.97,15.95725,24.855,37.4105
77.79,13.11875,21.95,34.59325
78.62,15.38,23.915,36.43225
79.45,17.79875,26.22,38.80275
80.28,19.20975,27.87,40.60025
81.1,20.28825,28.995,42.07175
81.93,21.01975,29.955,43.2815
82.76,16.8495,25.855,38.481
83.59,13.69925,22.625,35.372
84.41,14.7175,23.15,36.094
85.24,17.3495,25.78,38.39525
86.07,18.92925,27.555,40.36125
86.9,20.0785,28.8,41.8505
87.72,20.85975,29.81,43.05175
88.55,17.8485,26.89,39.642
89.38,14.4475,23.375,36.341
90.21,13.76,22.335,35.58225
91.03,16.7695,25.315,38.13025
91.86,18.5495,27.145,40.0435
92.69,19.83875,28.565,41.6605
93.52,20.68975,29.63,42.8735
94.34,19.069,28.035,41.1415
95.17,15.1875,24.12,37.3035
96,12.689,21.46,35.09375
