time,Q1,Q2,Q3
72,4.26,8.9,16.1205
72.83,7.89875,12.2,19.41075
73.66,10.02925,14.415,21.75275
74.48,11.2695,15.965,23.30425
75.31,12.2375,17.125,24.66075
76.14,12.12875,17.23,24.8825
76.97,9.16925,14.02,21.6605
77.79,7.178,12.055,19.5605
78.62,5.749,10.605,18.18025
79.45,4.80975,9.51,16.93175
80.28,5.809,10.12,17.2805
81.1,8.74875,13.03,20.41025
81.93,10.49675,15.035,22.3925
82.76,11.6575,16.45,23.89325
83.59,12.46825,17.48,25.142
84.41,10.87875,16.005,23.84075
85.24,8.4595,13.355,20.981
86.07,6.60925,11.535,19.20075
86.9,5.409,10.25,17.87075
87.72,4.5295,9.215,16.77075
88.55,7.03925,11.335,18.34625
89.38,9.4595,13.8,21.23025
90.21,10.89925,15.545,22.9505
91.03,11.9575,16.785,24.43025
91.86,12.66875,17.795,25.52225
92.69,9.93975,14.985,22.6405
93.52,7.77925,12.665,20.43175
94.34,6.12,11.09,18.802
95.17,5.07975,9.895,17.531
96,4.27,8.945,16.5005
