time,Q1,Q2,Q3
72,1.5795,4.1,8.48
72.83,8.6395,12.21,16.8735
73.66,12.6875,17.64,24.01075
74.48,11.597,16.29,22.5115
75.31,8.55875,12.815,18.64175
76.14,6.52675,10.56,16.14025
76.97,5.09975,9.1,14.61025
77.79,4.2475,8.005,13.263
78.62,3.51925,7.12,12.30025
79.45,2.98,6.45,11.5305
80.28,2.57925,5.9,10.94025
81.1,2.29925,5.4,10.39125
81.93,2.08825,4.975,9.8015
82.76,1.878,4.58,9.271
83.59,1.6885,4.27,8.76
84.41,5.87975,8.59,13
85.24,10.91975,15.19,20.815
86.07,13.61975,18.875,25.7025
86.9,10.06925,14.36,20.2905
87.72,7.36725,11.56,17.17425
88.55,5.74975,9.78,15.431
89.38,4.6095,8.525,13.87175
90.21,3.79,7.54,12.7705
91.03,3.26825,6.75,11.9105
91.86,2.7695,6.18,11.26025
92.69,2.42,5.65,10.69125
93.52,2.18875,5.205,10.15025
94.34,1.97825,4.77,9.54175
95.17,1.78775,4.425,9.04025
96,1.5795,4.13,8.5905
