time,Q1,Q2,Q3
72,4.59725,11.525,23.621
72.83,14.04,20.975,31.98325
73.66,19.18875,27.36,39.17025
74.48,22.50925,31.91,44.6335
75.31,25.15,35.3,49.526
76.14,25.3485,36.15,50.97225
76.97,18.829,29.035,43.53325
77.79,15.1045,24.46,38.531
78.62,12.008,21.18,34.878
79.45,9.91875,18.91,32.262
80.28,8.3185,17,30.18025
81.1,7.14,15.53,28.57025
81.93,6.15975,14.155,26.83425
82.76,5.4895,13.04,25.4265
83.59,4.86975,12.02,24.451
84.41,10.41975,16.83,28.16575
85.24,16.93875,24.465,36.18125
86.07,20.91975,29.86,42.49
86.9,24.0085,33.81,47.51075
87.72,26.23875,36.835,51.73775
88.55,21.59925,32.165,46.9425
89.38,16.69925,26.635,40.96925
90.21,13.39775,22.72,36.6205
91.03,10.9185,20,33.66
91.86,9.07925,17.91,31.62175
92.69,7.7,16.28,29.6215
93.52,6.6485,14.85,27.91075
94.34,5.84775,13.62,26.47625
95.17,5.16975,12.52,25.171
96,4.6175,11.6,23.8065
