time,Q1,Q2,Q3
72,5.36825,12.885,24.6315
72.83,18.05975,25.83,37.20075
73.66,24.779,34.2,47.16075
74.48,22.5365,31.535,44.1945
75.31,16.99975,25.33,38.254
76.14,13.12925,21.475,35.0315
76.97,10.27725,18.745,31.69575
77.79,8.33925,16.65,29.52075
78.62,6.99975,15.105,27.43025
79.45,5.89925,13.75,25.804
80.28,10.957,17.975,29.60075
81.1,20.77725,29.075,41.09025
81.93,26.45725,36.51,50.20075
82.76,20.41,29.295,42.0245
83.59,15.6695,23.975,37.29025
84.41,12.02925,20.53,33.82075
85.24,9.4395,17.985,31.10675
86.07,7.918,16.125,28.88275
86.9,6.58975,14.66,26.92425
87.72,5.61875,13.335,25.391
88.55,15.09825,22.335,33.60675
89.38,23.0885,31.925,44.26875
90.21,24.649,34.51,47.54225
91.03,18.6395,27.22,40.2515
91.86,14.448,22.73,36.31025
92.69,11.21525,19.61,32.95325
93.52,8.8,17.35,30.3545
94.34,7.4665,15.64,28.201
95.17,6.2295,14.185,26.601
96,5.37825,12.93,25.03025
