time,Q1,Q2,Q3
72,3.829,9.02,17.8115
72.83,11.62975,16.62,25.02125
73.66,15.607,21.755,31.2605
74.48,18.36,25.47,35.367
75.31,20.61775,28.25,39.183
76.14,20.88575,28.845,40.18025
76.97,15.62975,23.09,34.25525
77.79,12.5875,19.505,30.08175
78.62,10.15,16.945,26.9205
79.45,8.44975,14.795,24.427
80.28,7.13975,13.355,22.79425
81.1,6.04925,12.07,21.571
81.93,5.27875,11.04,20.45025
82.76,4.59975,10.17,19.4005
83.59,4.06875,9.4,18.4505
84.41,8.48925,13.19,21.5265
85.24,13.79975,19.42,28.5715
86.07,17.26825,23.805,33.67075
86.9,19.52925,26.945,37.60275
87.72,21.49975,29.465,40.77675
88.55,17.71775,25.61,37.06275
89.38,14.0395,21.135,32.17425
90.21,11.318,18.175,28.5815
91.03,9.13925,15.845,25.83475
91.86,7.82,14.07,23.74175
92.69,6.52975,12.735,22.26175
93.52,5.62875,11.565,21.09225
94.34,4.93925,10.62,20.0325
95.17,4.32925,9.81,19.112
96,3.8295,9.075,18.09075
