time,Q1,Q2,Q3
72,2.7495,6.795,13.543
72.83,8.49975,12.445,18.81075
73.66,11.6,16.13,23.35
74.48,13.6795,18.98,26.77025
75.31,15.279,21.13,29.69
76.14,15.3695,21.605,30.50075
76.97,11.51925,17.235,25.75525
77.79,8.908,14.495,22.73175
78.62,7.03875,12.615,20.73125
79.45,5.64975,11.215,19.0315
80.28,4.76975,10.11,17.585
81.1,4.099,9.185,16.49225
81.93,3.619,8.38,15.62325
82.76,3.1995,7.68,14.99075
83.59,2.88,7.08,14.12175
84.41,6.148,9.955,16.3615
85.24,10.259,14.53,21.39075
86.07,12.7595,17.725,25.21
86.9,14.52,20.17,28.4035
87.72,15.9,22.035,30.911
88.55,13.11,19.15,27.9025
89.38,10.05675,15.69,24.0905
90.21,7.90925,13.52,21.67875
91.03,6.2795,11.905,19.98
91.86,5.16975,10.64,18.41025
92.69,4.43925,9.635,17.22025
93.52,3.829,8.78,16.22
94.34,3.38975,8.025,15.4615
95.17,3.02975,7.39,14.66125
96,2.7495,6.815,13.824
