time,Q1,Q2,Q3
72,5.04,9.78,16.19
72.83,10.408,15.115,21.46375
73.66,13.39975,18.71,25.56175
74.48,11.78975,17.47,24.392
75.31,9.05825,14.505,21.49025
76.14,7.208,12.665,19.43175
76.97,6.03925,11.18,17.9205
77.79,5.2195,10.055,16.52175
78.62,9.43575,14.04,20.4905
79.45,12.88775,17.92,24.771
80.28,12.867,18.425,25.43125
81.1,9.649,15.18,22.21
81.93,7.63875,13.09,19.9615
82.76,6.269,11.53,18.3805
83.59,5.43875,10.34,16.92
84.41,8.0495,12.8,19.143
85.24,12.169,17.045,23.8445
86.07,13.879,19.52,26.71
86.9,10.23,15.88,22.94025
87.72,8.049,13.575,20.50025
88.55,6.56975,11.91,18.78075
89.38,5.64875,10.615,17.32025
90.21,6.6195,11.425,17.861
91.03,11.34925,16.175,22.842
91.86,13.9285,19.505,26.69025
92.69,10.9985,16.65,23.70075
93.52,8.49,14.065,21.131
94.34,6.869,12.29,19.211
95.17,5.8495,10.92,17.72075
96,5.04975,9.83,16.57125
