time,Q1,Q2,Q3
72,6.7785,16.045,30.49575
72.83,19.8985,28.815,42.33025
73.66,26.69825,37.535,52.9635
74.48,31.37575,43.635,60.65425
75.31,34.699,48.52,67.37
76.14,35.02875,49.495,69.2625
76.97,27.026,39.675,57.703
77.79,21.62825,33.54,51.43725
78.62,17.72775,29.24,46.37475
79.45,15.02425,26.105,42.53575
80.28,12.819,23.48,39.8255
81.1,11.097,21.41,37.2505
81.93,9.43975,19.65,35.00675
82.76,8.1945,18.055,33.3865
83.59,7.1495,16.745,31.75375
84.41,14.8775,23.215,37.47
85.24,23.83975,33.65,47.98075
86.07,29.22825,40.935,57.49375
86.9,33.16,46.345,64.09
87.72,36.03875,50.595,70.04775
88.55,30.11625,44.265,62.66425
89.38,24.0195,36.47,54.41125
90.21,19.55925,31.19,49.33
91.03,16.28975,27.62,44.07725
91.86,13.719,24.835,41.301
92.69,12.00825,22.435,38.863
93.52,10.39275,20.565,36.5945
94.34,8.788,18.805,34.3975
95.17,7.63775,17.405,32.732
96,6.78,16.185,31.22375
