time,Q1,Q2,Q3
72,11.51925,17.85,26.973
72.83,11.529,17.85,26.974
73.66,11.52925,17.855,26.98475
74.48,11.52925,17.855,26.995
75.31,11.539,17.86,27.005
76.14,11.539,17.87,27.01475
76.97,11.539,17.875,27.02475
77.79,11.539,17.875,27.025
78.62,11.539,17.875,27.05425
79.45,11.54875,17.875,27.12275
80.28,11.54875,17.875,27.20075
81.1,11.54875,17.875,27.24075
81.93,11.54875,17.875,27.2425
82.76,11.54875,17.875,27.254
83.59,11.55875,17.875,27.25425
84.41,11.55875,17.875,27.2545
85.24,11.55875,17.875,27.2645
86.07,11.55875,17.875,27.26475
86.9,11.55875,17.875,27.265
87.72,11.55875,17.875,27.275
88.55,11.55875,17.875,27.27525
89.38,11.559,17.88,27.2755
90.21,11.56875,17.88,27.28525
91.03,11.56875,17.88,27.2855
91.86,11.56875,17.89,27.28575
92.69,11.56875,17.89,27.28575
93.52,11.56875,17.89,27.286
94.34,11.569,17.895,27.296
95.17,11.569,17.895,27.296
96,11.569,17.9,27.29625
