time,Q1,Q2,Q3
72,8.949,16.075,26.03425
72.83,12.91975,19.385,29.06175
73.66,14.7685,21.36,30.955
74.48,15.84,22.76,32.392
75.31,16.66725,23.705,33.59025
76.14,16.2175,23.47,33.321
76.97,12.00925,19.4,29.34075
77.79,9.38925,16.645,26.72225
78.62,12.23775,18.75,28.5105
79.45,14.3995,20.98,30.63475
80.28,15.6295,22.47,32.1535
81.1,16.44875,23.54,33.351
81.93,17.20375,24.355,34.276
82.76,12.8985,20.29,30.30075
83.59,9.92,17.235,27.392
84.41,11.359,17.98,27.9125
85.24,14.04,20.535,30.24175
86.07,15.37,22.12,31.894
86.9,16.22925,23.315,33.16025
87.72,17.074,24.165,34.07525
88.55,13.87975,21.3,31.315
89.38,10.579,17.89,28.0715
90.21,10.1695,17.125,27.33
91.03,13.61,20.03,29.8305
91.86,15.08975,21.84,31.652
92.69,16.0495,23.07,32.85225
93.52,16.89525,23.975,33.9115
94.34,15.06,22.385,32.413
95.17,11.22975,18.615,28.772
96,8.94925,16.085,26.57075
