time,Q1,Q2,Q3
72,5.64975,12.19,22.51025
72.83,18.02,25.1,35.141
73.66,24.58975,33.465,45.43075
74.48,22.107,30.63,42.84
75.31,16.787,24.75,35.47125
76.14,13.042,20.92,31.57125
76.97,10.27975,18.21,28.58025
77.79,8.468,16.04,26.41375
78.62,7.18725,14.4,24.73825
79.45,6.22925,13.02,23.522
80.28,11.1495,17.225,26.97525
81.1,20.658,28.19,39.041
81.93,26.28925,35.61,48.233
82.76,19.9175,28.46,39.75475
83.59,15.359,23.46,34.23175
84.41,11.924,19.955,30.626
85.24,9.549,17.465,27.8825
86.07,8.04625,15.48,26.01425
86.9,6.84725,13.93,24.53075
87.72,5.919,12.62,23.17025
88.55,15.0365,21.49,31.381
89.38,22.769,31.035,42.54175
90.21,24.5975,33.555,46.37725
91.03,18.2975,26.52,37.61
91.86,14.17525,22.105,32.9215
92.69,11.05675,19,29.6
93.52,8.95975,16.72,27.3505
94.34,7.519,14.95,25.641
95.17,6.50925,13.47,24.062
96,5.65,12.265,22.753
