time,Q1,Q2,Q3
72,2.8395,5.955,10.5515
72.83,6.40925,9.6,13.98025
73.66,8.42975,11.875,17.05025
74.48,7.339,10.93,15.97175
75.31,5.619,9.06,13.86025
76.14,4.43,7.79,12.56175
76.97,3.5985,6.83,11.55275
77.79,3.00775,6.125,10.74325
78.62,5.7595,8.835,13.36425
79.45,7.98,11.415,16.4135
80.28,7.83,11.625,16.7625
81.1,6.03925,9.475,14.36025
81.93,4.709,8.085,12.86175
82.76,3.7695,7.045,11.90025
83.59,3.1195,6.29,11.012
84.41,4.98975,7.985,12.61175
85.24,7.529,10.84,15.72375
86.07,8.649,12.4,17.74025
86.9,6.36975,9.9,14.89025
87.72,5.018,8.41,13.1435
88.55,4.019,7.28,12.15075
89.38,3.279,6.465,11.2905
90.21,3.99975,7.07,11.80275
91.03,6.99875,10.25,14.97
91.86,8.77925,12.4,17.71025
92.69,6.8395,10.42,15.44225
93.52,5.25925,8.755,13.55175
94.34,4.21,7.53,12.3515
95.17,3.43825,6.655,11.49125
96,2.86875,5.99,10.57375
