time,Q1,Q2,Q3
72,9.24875,17.725,29.555
72.83,12.78975,20.785,32.48125
73.66,14.56825,22.74,34.4775
74.48,15.7085,24.06,35.8325
75.31,16.62825,25.095,37.0705
76.14,16.29675,24.85,37.2625
76.97,12.33925,21.03,33.07375
77.79,9.76,18.325,30.242
78.62,12.08725,20.19,32.061
79.45,14.1695,22.31,34.20375
80.28,15.44875,23.785,35.6695
81.1,16.44775,24.91,36.88
81.93,17.16875,25.76,38.24025
82.76,13.15875,21.85,34.1615
83.59,10.358,18.905,31.12175
84.41,11.28925,19.53,31.64125
85.24,13.81825,21.92,33.866
86.07,15.169,23.515,35.447
86.9,16.24725,24.66,36.64025
87.72,17.00925,25.585,38.06
88.55,14.17,22.8,35.311
89.38,11.0065,19.57,32.04125
90.21,10.3785,18.745,31.0225
91.03,13.3795,21.46,33.3325
91.86,14.9375,23.215,35.34225
92.69,15.9995,24.37,36.4385
93.52,16.83,25.375,37.8305
94.34,15.10775,23.77,36.38225
95.17,11.58,20.32,32.87175
96,9.2585,17.845,30.53375
