time,Q1,Q2,Q3
72,7.2495,13.905,23.40125
72.83,10.15,16.47,26.07075
73.66,11.7295,18,27.82025
74.48,12.63975,19.07,28.832
75.31,13.37925,19.9,29.74125
76.14,13.08975,19.75,29.58175
76.97,9.57725,16.61,26.18275
77.79,7.63,14.355,23.95225
78.62,9.68975,15.945,25.6735
79.45,11.46925,17.69,27.365
80.28,12.4295,18.86,28.62325
81.1,13.21925,19.745,29.6205
81.93,13.76925,20.385,30.381
82.76,10.2895,17.345,27.001
83.59,8.09875,14.875,24.57175
84.41,8.92825,15.345,25.17275
85.24,11.08,17.36,27.1035
86.07,12.2285,18.63,28.45075
86.9,13.04975,19.575,29.44125
87.72,13.659,20.265,30.2205
88.55,11.1495,18.125,27.882
89.38,8.51975,15.41,25.22375
90.21,8.23975,14.72,24.5005
91.03,10.5995,16.97,26.88025
91.86,11.99825,18.375,28.2505
92.69,12.8595,19.37,29.24
93.52,13.529,20.13,30.0335
94.34,12.116,18.94,28.79325
95.17,8.978,15.995,25.93525
96,7.24975,13.97,23.941
