time,Q1,Q2,Q3
72,7.02975,11.72,18.751
72.83,9.14925,13.635,20.7905
73.66,10.26925,14.86,22.0705
74.48,11.04925,15.695,22.935
75.31,11.5785,16.32,23.76625
76.14,11.38,16.195,23.7215
76.97,8.8695,13.8,21.26075
77.79,7.4285,12.08,19.3305
78.62,8.71925,13.29,20.4325
79.45,10.0695,14.61,21.75525
80.28,10.91925,15.53,22.87175
81.1,11.45925,16.215,23.664
81.93,11.91975,16.75,24.38375
82.76,9.46975,14.36,21.95025
83.59,7.75975,12.465,19.8805
84.41,8.3395,12.89,19.98475
85.24,9.79975,14.355,21.5745
86.07,10.7195,15.34,22.69025
86.9,11.32975,16.1,23.6305
87.72,11.83,16.655,24.26275
88.55,10.0295,15.01,22.64125
89.38,8.1895,12.9,20.4505
90.21,7.81975,12.41,19.65425
91.03,9.5595,14.045,21.38275
91.86,10.53875,15.15,22.49125
92.69,11.20925,15.935,23.4225
93.52,11.74,16.555,24.201
94.34,10.698,15.61,23.35325
95.17,8.51975,13.365,21.04025
96,7.069,11.835,19.36025
