time,Q1,Q2,Q3
72,9.47,20.865,38.22175
72.83,18.3675,28.455,45.60225
73.66,22.589,33.48,50.979
74.48,25.38825,37.04,55.047
75.31,27.44525,39.73,58.29025
76.14,27.09775,39.95,59.071
76.97,20.32875,32.825,50.87525
77.79,15.84675,28.185,46.472
78.62,12.649,25,42.99175
79.45,10.6795,22.505,40.124
80.28,13.3495,24.025,41.501
81.1,20.01925,30.285,47.86125
81.93,23.779,34.845,52.845
82.76,26.06875,38.065,56.317
83.59,27.95975,40.56,59.4245
84.41,24.385,37.225,56.35375
85.24,18.68,31.155,49.79125
86.07,14.5175,27.05,45.45
86.9,11.91925,24.13,42.34025
87.72,10.0495,21.75,39.452
88.55,16.139,26.53,44.21075
89.38,21.47925,32.07,49.94275
90.21,24.63,36.03,54.16825
91.03,26.8075,39.055,57.67075
91.86,28.42925,41.355,60.6205
92.69,22.23925,34.92,53.8505
93.52,17.13925,29.515,48.32125
94.34,13.419,26.05,44.55125
95.17,11.2795,23.34,41.3145
96,9.47,21.075,38.7635
