time,Q1,Q2,Q3
72,13.65975,21.155,30.78175
72.83,13.6695,21.16,30.83075
73.66,13.6695,21.19,30.86025
74.48,13.6795,21.22,30.8805
75.31,13.68925,21.24,30.89125
76.14,13.6895,21.245,30.902
76.97,13.69925,21.25,30.91225
77.79,13.69925,21.25,30.932
78.62,13.70925,21.25,30.95175
79.45,13.70925,21.25,30.97125
80.28,13.719,21.26,30.991
81.1,13.71925,21.265,31.0105
81.93,13.71925,21.27,31.0205
82.76,13.729,21.27,31.04025
83.59,13.729,21.27,31.05025
84.41,13.739,21.27,31.06025
85.24,13.739,21.28,31.06075
86.07,13.739,21.285,31.061
86.9,13.74875,21.285,31.071
87.72,13.74875,21.285,31.0715
88.55,13.749,21.285,31.09125
89.38,13.749,21.29,31.111
90.21,13.749,21.29,31.121
91.03,13.749,21.29,31.14075
91.86,13.749,21.29,31.15075
92.69,13.749,21.29,31.16075
93.52,13.74925,21.29,31.1805
94.34,13.74925,21.29,31.1905
95.17,13.74925,21.29,31.2005
96,13.74925,21.29,31.2105
