time,Q1,Q2,Q3
72,6.79975,15.595,29.4925
72.83,21.36575,31.08,44.43925
73.66,29.019,41.275,56.153
74.48,25.6485,38.175,54.162
75.31,19.02925,30.94,46.184
76.14,14.87,26.24,41.71725
76.97,11.9295,22.845,38.0015
77.79,10.128,20.335,35.65025
78.62,8.6175,18.23,33.18175
79.45,7.41925,16.605,30.9225
80.28,12.86975,21.68,36.44125
81.1,24.14875,34.945,49.2625
81.93,31.06675,44.015,60.26075
82.76,22.958,35.52,51.4765
83.59,17.35725,29.18,44.72375
84.41,13.79975,25.08,40.47475
85.24,11.25925,21.925,37.2345
86.07,9.5785,19.575,34.94
86.9,8.179,17.65,32.50325
87.72,7.109,16.18,30.424
88.55,17.5775,26.78,41.36025
89.38,26.8185,38.375,52.62375
90.21,28.89825,41.625,57.397
91.03,20.69975,33.08,48.84025
91.86,15.99725,27.715,43.37275
92.69,12.85925,23.96,39.39
93.52,10.66975,21.13,36.57825
94.34,9.1095,18.91,34.06425
95.17,7.78,17.135,31.82075
96,6.79975,15.76,30.1435
