time,Q1,Q2,Q3
72,23.89725,35.18,53.436
72.83,23.8975,35.185,53.44575
73.66,23.9075,35.205,53.45575
74.48,23.9175,35.22,53.4655
75.31,23.9175,35.23,53.47525
76.14,23.9275,35.25,53.485
76.97,23.92775,35.28,53.49475
77.79,23.9375,35.31,53.5045
78.62,23.93775,35.335,53.51425
79.45,23.9475,35.35,53.52425
80.28,23.94775,35.355,53.534
81.1,23.94775,35.365,53.56325
81.93,23.95775,35.37,53.64125
82.76,23.95775,35.38,53.69075
83.59,23.96775,35.385,53.693
84.41,23.96775,35.39,53.69475
85.24,23.96775,35.405,53.69675
86.07,23.968,35.415,53.69875
86.9,23.968,35.435,53.72975
87.72,23.968,35.445,53.74925
88.55,23.96825,35.455,53.76875
89.38,23.96825,35.47,53.78825
90.21,23.96825,35.485,53.8175
91.03,23.96825,35.505,53.837
91.86,23.9685,35.51,53.85675
92.69,23.9685,35.51,53.8665
93.52,23.9685,35.51,53.886
94.34,23.9685,35.515,53.9055
95.17,23.9685,35.52,53.925
96,23.96875,35.525,53.93475
