time,Q1,Q2,Q3
72,2.19,5.15,10.23075
72.83,7.12975,10.385,14.99075
73.66,9.58975,13.835,19.2
74.48,8.5195,12.79,18.02
75.31,6.27925,10.32,15.41
76.14,4.769,8.655,13.751
76.97,3.83925,7.535,12.6305
77.79,3.20975,6.685,11.76
78.62,2.76975,6.015,11.181
79.45,2.43,5.475,10.71075
80.28,4.37,7.12,12.012
81.1,8.0595,11.69,16.6415
81.93,10.24975,14.81,20.4115
82.76,7.61925,11.82,17.09125
83.59,5.63,9.69,14.89
84.41,4.44925,8.24,13.3815
85.24,3.5995,7.25,12.381
86.07,3.04975,6.455,11.59075
86.9,2.64975,5.83,11.12
87.72,2.32,5.34,10.51025
88.55,5.91975,8.89,13.64125
89.38,8.889,12.85,18.0615
90.21,9.61,13.99,19.3935
91.03,7.01975,11.045,16.2005
91.86,5.15,9.14,14.33025
92.69,4.12925,7.89,13.09
93.52,3.38,6.965,12.07325
94.34,2.90975,6.25,11.49
95.17,2.53975,5.66,10.96075
96,2.19975,5.19,10.31
