time,Q1,Q2,Q3
72,2.2995,5.43,10.52025
72.83,9.8895,13.53,18.93125
73.66,14.03975,18.945,25.5045
74.48,13.2,17.905,24.8305
75.31,10.01975,14.66,20.5405
76.14,8.12,12.475,18.24025
76.97,6.66925,10.925,16.52675
77.79,5.68,9.75,15.6425
78.62,4.94925,8.86,14.71325
79.45,4.3885,8.07,13.82175
80.28,3.8295,7.45,13.211
81.1,3.379,6.9,12.641
81.93,3.0095,6.44,12.0505
82.76,2.68,6.045,11.4305
83.59,2.41975,5.66,10.87
84.41,6.94975,9.96,15.03075
85.24,12.21,16.495,22.58025
86.07,15.14975,20.4,27.69625
86.9,11.51925,16.085,22.2795
87.72,9.019,13.505,19.5705
88.55,7.3795,11.67,17.3535
89.38,6.10975,10.33,16.11475
90.21,5.28,9.31,15.27225
91.03,4.649,8.48,14.3905
91.86,4.07975,7.77,13.66025
92.69,3.6095,7.18,13.06025
93.52,3.1895,6.67,12.402
94.34,2.82975,6.26,11.78
95.17,2.55,5.865,11.18
96,2.2995,5.485,10.62025
